EntryName,Status,Week_1,Week_2,Planner,Contrarian,EV Hunter,Sprinter,Hoarder,Tourist,Picks_Used,Primary_Archetype,Archetype_Mix,Confidence
39gardener-1,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
3bees-1,Alive,PIT,PHI,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
3jjs-1,Alive,LV,SF,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
3jjs-2,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
3JS-1,Alive,CHI,SF,64.6,31.2,68.8,71.9,48.3,61.7,1,Sprinter,Sprinter (72) / EV Hunter (69) / Planner (65) / Tourist (62),Low
3JS-2,Alive,NYG,PHI,89.8,62.5,25.0,31.2,25.4,56.2,1,Planner,Planner (90),Low
3mmm-1,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
3mmm-2,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
3mmm-3,Alive,LV,SF,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
3mmm-4,Eliminated,NYJ,TB,61.6,28.1,50.0,46.9,43.2,66.4,1,Tourist,Tourist (66) / Planner (62),Low
3mmm-5,Alive,DET,CAR,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
3mmm-6,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
3peatphil-1,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
40THSTREET-1,Eliminated,LV,TB,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
426hemi-2,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
4est1-2,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
50commands4sp-1,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
5thStringJV-1,Eliminated,LV,TB,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
6picks-1,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
7yrsago-1,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-1,Eliminated,NYJ,TB,61.6,28.1,50.0,46.9,43.2,66.4,1,Tourist,Tourist (66) / Planner (62),Low
810ofclubs-2,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-3,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-4,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-5,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-6,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-7,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-8,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-9,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-10,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-11,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-12,Alive,PHI,SF,86.5,15.6,90.6,87.5,21.9,31.2,1,EV Hunter,EV Hunter (91) / Sprinter (88) / Planner (86),Low
810ofclubs-13,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-16,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-17,Eliminated,CHI,TB,64.6,31.2,68.8,71.9,48.3,61.7,1,Sprinter,Sprinter (72) / EV Hunter (69) / Planner (65) / Tourist (62),Low
810ofclubs-18,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-19,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-20,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-21,Alive,JAC,SF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-23,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-24,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-25,Alive,LV,SF,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
810ofclubs-27,Alive,JAC,SF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-28,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-29,Alive,LV,SF,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
810ofclubs-30,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-32,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-33,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-34,Eliminated,CIN,TB,76.3,18.8,84.4,81.2,34.3,47.7,1,EV Hunter,EV Hunter (84) / Sprinter (81) / Planner (76),Low
810ofclubs-35,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-36,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-37,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-38,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-39,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-41,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-44,Alive,MIN,SF,83.6,34.4,56.2,59.4,14.8,71.9,1,Planner,Planner (84) / Tourist (72),Low
810ofclubs-45,Alive,CHI,SF,64.6,31.2,68.8,71.9,48.3,61.7,1,Sprinter,Sprinter (72) / EV Hunter (69) / Planner (65) / Tourist (62),Low
810ofclubs-46,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-47,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-48,Alive,LV,SF,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
810ofclubs-49,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-50,Alive,DET,SF,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-51,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-52,Alive,JAC,SF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-55,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-61,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-62,Eliminated,PIT,BAL,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-63,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-64,Alive,JAC,SF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-66,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-67,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-68,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-69,Eliminated,DET,TB,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-70,Alive,JAC,SF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-71,Eliminated,DET,BAL,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-72,Eliminated,DET,TB,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-74,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-75,Eliminated,PIT,BAL,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-76,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-77,Alive,DET,SF,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-79,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-80,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-81,Eliminated,PIT,BAL,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-82,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-83,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-84,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-85,Alive,PHI,SF,86.5,15.6,90.6,87.5,21.9,31.2,1,EV Hunter,EV Hunter (91) / Sprinter (88) / Planner (86),Low
810ofclubs-86,Alive,DET,SF,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-88,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-90,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-92,Alive,JAC,SF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-93,Alive,PHI,SF,86.5,15.6,90.6,87.5,21.9,31.2,1,EV Hunter,EV Hunter (91) / Sprinter (88) / Planner (86),Low
810ofclubs-94,Eliminated,JAC,BAL,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-95,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-96,Alive,DET,SF,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-97,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-98,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-101,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-102,Eliminated,PHI,LAC,86.5,15.6,90.6,87.5,21.9,31.2,1,EV Hunter,EV Hunter (91) / Sprinter (88) / Planner (86),Low
810ofclubs-103,Eliminated,DET,TB,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-104,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-108,Alive,CIN,SF,76.3,18.8,84.4,81.2,34.3,47.7,1,EV Hunter,EV Hunter (84) / Sprinter (81) / Planner (76),Low
810ofclubs-110,Alive,JAC,SF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-111,Alive,DET,SF,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-112,Alive,CHI,SF,64.6,31.2,68.8,71.9,48.3,61.7,1,Sprinter,Sprinter (72) / EV Hunter (69) / Planner (65) / Tourist (62),Low
810ofclubs-113,Alive,JAC,SF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-114,Alive,DET,SF,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-116,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-117,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-118,Eliminated,DET,BAL,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-119,Eliminated,LV,BAL,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
810ofclubs-120,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-121,Eliminated,PHI,BAL,86.5,15.6,90.6,87.5,21.9,31.2,1,EV Hunter,EV Hunter (91) / Sprinter (88) / Planner (86),Low
810ofclubs-122,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-123,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-124,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-125,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-126,Eliminated,MIN,TB,83.6,34.4,56.2,59.4,14.8,71.9,1,Planner,Planner (84) / Tourist (72),Low
810ofclubs-127,Eliminated,PIT,BAL,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-128,Eliminated,DET,TB,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
810ofclubs-130,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
810ofclubs-135,Alive,CHI,SF,64.6,31.2,68.8,71.9,48.3,61.7,1,Sprinter,Sprinter (72) / EV Hunter (69) / Planner (65) / Tourist (62),Low
810ofclubs-136,Alive,CIN,SF,76.3,18.8,84.4,81.2,34.3,47.7,1,EV Hunter,EV Hunter (84) / Sprinter (81) / Planner (76),Low
810ofclubs-137,Eliminated,PHI,TB,86.5,15.6,90.6,87.5,21.9,31.2,1,EV Hunter,EV Hunter (91) / Sprinter (88) / Planner (86),Low
810ofclubs-138,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-140,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-142,Alive,CHI,SF,64.6,31.2,68.8,71.9,48.3,61.7,1,Sprinter,Sprinter (72) / EV Hunter (69) / Planner (65) / Tourist (62),Low
810ofclubs-143,Eliminated,CIN,TB,76.3,18.8,84.4,81.2,34.3,47.7,1,EV Hunter,EV Hunter (84) / Sprinter (81) / Planner (76),Low
810ofclubs-144,Eliminated,JAC,LAC,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-145,Eliminated,CHI,BAL,64.6,31.2,68.8,71.9,48.3,61.7,1,Sprinter,Sprinter (72) / EV Hunter (69) / Planner (65) / Tourist (62),Low
810ofclubs-147,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
810ofclubs-148,Eliminated,PHI,TB,86.5,15.6,90.6,87.5,21.9,31.2,1,EV Hunter,EV Hunter (91) / Sprinter (88) / Planner (86),Low
8-18feds-1,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
888-697-1,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
9135david-1,Alive,DET,SF,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
99problems53-1,Eliminated,LV,LAC,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
AAABGTX1-1,Eliminated,DET,TB,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
AAC_lucc-1,Alive,DET,SF,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
aa-irony-1,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
aamirrajani-1,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
AAOA2026-1,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
AAOA2026-2,Alive,PIT,DAL,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
AAOA2026-3,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
AAOA2026-4,Alive,PIT,SF,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
AAOA2026-5,Eliminated,LV,TB,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
AAOA2026-6,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
AAOA2026-7,Alive,NYJ,SF,61.6,28.1,50.0,46.9,43.2,66.4,1,Tourist,Tourist (66) / Planner (62),Low
AAOA2026-8,Eliminated,LV,TB,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
AAOA2026-9,Alive,PIT,CAR,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
AAOA2026-10,Alive,JAC,CAR,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
aarmst53-2,Alive,DET,PHI,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
aarmst53-3,Alive,DET,PHI,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
aarmst53-6,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
aarmst53-7,Alive,DET,PHI,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
aaron-Bliven-1,Eliminated,PIT,LAC,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
AARONLIPPMAN-1,Eliminated,PIT,TB,58.7,6.2,93.8,90.6,46.7,35.2,1,EV Hunter,EV Hunter (94) / Sprinter (91),Low
AaronW850-1,Eliminated,LV,TB,46.7,9.4,71.9,78.1,63.5,39.1,1,Sprinter,Sprinter (78) / EV Hunter (72) / Hoarder (64),Low
aayer-1,Eliminated,JAC,TB,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
aazi-1,Eliminated,CHI,TB,64.6,31.2,68.8,71.9,48.3,61.7,1,Sprinter,Sprinter (72) / EV Hunter (69) / Planner (65) / Tourist (62),Low
aazi-2,Eliminated,DET,LAC,80.7,12.5,96.9,93.8,23.4,23.4,1,EV Hunter,EV Hunter (97) / Sprinter (94),Low
aazi-3,Alive,BAL,PHI,91.2,37.5,65.6,65.6,16.4,65.6,1,Planner,Planner (91),Low
Abaco21-1,Alive,JAC,BUF,65.5,0.0,81.2,100.0,42.2,30.5,1,Sprinter,Sprinter (100),Low
