User Name,Entry Number,Status,Week 1,Week 2
ARam305,20,Alive,Steelers,49ers
ARam305,26,Alive,Eagles,49ers
ARam305,27,Alive,Eagles,49ers
ARam305,28,Alive,Eagles,49ers
ARam305,29,Alive,Eagles,49ers
ARam305,30,Alive,Eagles,49ers
ARam305,31,Alive,Lions,Patriots
ARam305,32,Alive,Lions,Patriots
ARam305,33,Alive,Lions,Patriots
ARam305,34,Alive,Lions,Patriots
ARam305,35,Alive,Lions,Patriots
aras,1,Alive,Steelers,Eagles
Arez921,2,Alive,Jaguars,49ers
Arez921,7,Alive,Jaguars,49ers
Arez921,9,Alive,Steelers,49ers
Arez921,11,Alive,Jaguars,49ers
Arez921,13,Alive,Steelers,49ers
Arez921,19,Alive,Steelers,49ers
ARFLEE,1,Alive,Jaguars,49ers
ariacker,4,Alive,Steelers,Packers
ariacker,10,Alive,Eagles,49ers
ariacker,11,Alive,Jaguars,Chiefs
ariacker,12,Alive,Lions,Eagles
ariacker,13,Alive,Steelers,49ers
ariacker,15,Alive,Raiders,Cowboys
arid-send-2331,1,Alive,Jaguars,49ers
aristocats,1,Alive,Lions,49ers
ARJ-765,1,Alive,Jaguars,49ers
Arnie-594,1,Alive,Lions,49ers
arobartes,2,Alive,Steelers,Eagles
arodgers,1,Alive,Jaguars,49ers
arogueunicorn,4,Alive,Steelers,49ers
arogueunicorn,6,Alive,Raiders,49ers
arogueunicorn,7,Alive,Eagles,Cowboys
arogueunicorn,8,Alive,Raiders,49ers
arogueunicorn,13,Alive,Steelers,Cowboys
arogueunicorn,16,Alive,Steelers,49ers
arogueunicorn,20,Alive,Jaguars,49ers
arogueunicorn,21,Alive,Steelers,Eagles
arogueunicorn,23,Alive,Steelers,Eagles
arogueunicorn,24,Alive,Jaguars,49ers
arogueunicorn,25,Alive,Jaguars,49ers
arogueunicorn,29,Alive,Steelers,Eagles
arogueunicorn,30,Alive,Eagles,49ers
arogueunicorn,32,Alive,Jaguars,49ers
