EntryName,Status,Week_1,Week_2,Planner,Contrarian,EV Hunter,Sprinter,Hoarder,Tourist,Picks_Used,Primary_Archetype,Archetype_Mix,Confidence
3jjs-1,Alive,LV,SF,69.2,6.7,85.9,89.1,36.2,11.4,2,Sprinter,Sprinter (89) / EV Hunter (86),Medium
3jjs-2,Eliminated,PIT,TB,52.3,3.5,94.5,92.9,52.9,64.8,2,EV Hunter,EV Hunter (94) / Sprinter (93),Medium
3JS-1,Alive,CHI,SF,78.1,17.6,84.4,85.9,28.6,17.0,2,Sprinter,Sprinter (86) / EV Hunter (84) / Planner (78),Medium
3JS-2,Alive,NYG,PHI,90.3,36.5,56.0,56.8,22.6,72.2,2,Planner,Planner (90),Medium
3mmm-1,Eliminated,JAC,TB,55.7,0.4,87.4,98.4,51.1,13.7,2,Sprinter,Sprinter (98) / EV Hunter (87),Medium
3mmm-2,Eliminated,PIT,TB,52.3,3.5,94.5,92.9,52.9,64.8,2,EV Hunter,EV Hunter (94) / Sprinter (93),Medium
3mmm-3,Alive,LV,SF,69.2,6.7,85.9,89.1,36.2,11.4,2,Sprinter,Sprinter (89) / EV Hunter (86),Medium
3mmm-4,Eliminated,NYJ,TB,52.7,14.5,71.8,71.0,52.7,72.4,2,Tourist,Tourist (72) / EV Hunter (72) / Sprinter (71),Medium
3mmm-5,Alive,DET,CAR,81.5,14.7,67.8,64.6,26.2,19.6,2,Planner,Planner (82) / EV Hunter (68),Medium
3mmm-6,Eliminated,JAC,LAC,66.4,3.6,89.8,99.2,38.9,13.5,2,Sprinter,Sprinter (99) / EV Hunter (90),Medium
3peatphil-1,Eliminated,PIT,TB,52.3,3.5,94.5,92.9,52.9,64.8,2,EV Hunter,EV Hunter (94) / Sprinter (93),Medium
40THSTREET-1,Eliminated,LV,TB,45.2,5.1,82.7,86.6,62.8,15.6,2,Sprinter,Sprinter (87) / EV Hunter (83),Medium
426hemi-2,Eliminated,PIT,TB,52.3,3.5,94.5,92.9,52.9,64.8,2,EV Hunter,EV Hunter (94) / Sprinter (93),Medium
