EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week
1.11,87.9%,32.6%,SF,ARI,5.0,2023,Week 4
1.00,77.2%,17.3%,KC,NYJ,5.0,2023,Week 4
0.99,78.4%,22.4%,PHI,WAS,3.5,2023,Week 4
0.94,68.9%,3.9%,DAL,NE,4.0,2023,Week 4
0.93,69.9%,8.8%,LAC,LV,2.5,2023,Week 4
0.91,65.2%,0.4%,NO,TB,3.0,2023,Week 4
0.87,64.8%,6.4%,MIN,CAR,1.0,2023,Week 4
0.86,61.7%,1.0%,JAX,ATL,2.0,2023,Week 4
0.81,58.1%,0.1%,BUF,MIA,4.0,2023,Week 4
0.80,57.8%,1.9%,DEN,CHI,0.0,2023,Week 4
0.79,57.3%,1.8%,PIT,HOU,1.5,2023,Week 4
0.79,56.5%,0.5%,DET,GB,4.5,2023,Week 4
0.78,55.9%,0.2%,BAL,CLE,3.0,2023,Week 4
0.77,55.7%,0.8%,CIN,TEN,3.0,2023,Week 4
0.77,55.4%,0.5%,SEA,NYG,1.5,2023,Week 4
0.72,51.7%,0.3%,LAR,IND,1.0,2023,Week 4
0.68,48.3%,0.2%,IND,LAR,1.0,2023,Week 4
0.63,44.6%,0.1%,NYG,SEA,0.0,2023,Week 4
0.62,44.3%,0.0%,TEN,CIN,1.5,2023,Week 4
0.62,44.1%,0.1%,CLE,BAL,3.5,2023,Week 4
0.61,43.5%,0.2%,GB,DET,1.5,2023,Week 4
0.61,42.7%,0.1%,HOU,PIT,0.5,2023,Week 4
0.60,42.2%,0.2%,CHI,DEN,0.5,2023,Week 4
0.59,41.9%,0.2%,MIA,BUF,5.0,2023,Week 4
0.54,38.3%,0.0%,ATL,JAX,3.0,2023,Week 4
0.53,35.2%,0.0%,CAR,MIN,0.0,2023,Week 4
0.49,34.8%,0.1%,TB,NO,0.5,2023,Week 4
0.47,30.1%,0.0%,LV,LAC,0.5,2023,Week 4
0.46,31.1%,0.0%,NE,DAL,1.0,2023,Week 4
0.40,21.6%,0.0%,WAS,PHI,0.5,2023,Week 4
0.40,22.8%,0.0%,NYJ,KC,0.5,2023,Week 4
0.28,12.1%,0.0%,ARI,SF,0.0,2023,Week 4
1.06,67.0%,1.7%,BAL,PIT,2.5,2023,Week 5
1.05,84.8%,42.8%,MIA,NYG,3.5,2023,Week 5
1.04,67.4%,3.1%,BUF,JAX,3.5,2023,Week 5
1.02,69.6%,7.6%,WAS,CHI,0.0,2023,Week 5
1.00,62.5%,0.2%,SF,DAL,5.0,2023,Week 5
1.00,62.7%,0.7%,PHI,LAR,2.5,2023,Week 5
0.99,61.7%,0.6%,KC,MIN,3.5,2023,Week 5
0.96,61.0%,1.3%,CIN,ARI,2.0,2023,Week 5
0.96,79.2%,38.7%,DET,CAR,2.5,2023,Week 5
0.93,57.5%,0.2%,TEN,IND,1.5,2023,Week 5
0.92,56.5%,0.2%,DEN,NYJ,0.5,2023,Week 5
0.90,55.3%,0.2%,ATL,HOU,1.0,2023,Week 5
0.87,54.3%,0.3%,NE,NO,0.5,2023,Week 5
0.87,53.7%,0.1%,LV,GB,0.5,2023,Week 5
0.74,46.3%,0.4%,GB,LV,0.5,2023,Week 5
0.74,45.7%,0.1%,NO,NE,1.5,2023,Week 5
0.71,44.7%,0.7%,HOU,ATL,0.5,2023,Week 5
0.69,43.5%,0.7%,NYJ,DEN,0.0,2023,Week 5
0.68,42.5%,0.2%,IND,TEN,0.5,2023,Week 5
0.65,20.8%,0.0%,CAR,DET,0.0,2023,Week 5
0.65,39.0%,0.1%,ARI,CIN,0.0,2023,Week 5
0.63,38.3%,0.0%,MIN,KC,1.0,2023,Week 5
0.61,37.3%,0.0%,LAR,PHI,1.5,2023,Week 5
0.61,37.5%,0.0%,DAL,SF,3.0,2023,Week 5
0.59,30.4%,0.1%,CHI,WAS,0.0,2023,Week 5
0.57,32.6%,0.0%,JAX,BUF,1.5,2023,Week 5
0.56,15.2%,0.0%,NYG,MIA,0.0,2023,Week 5
0.56,33.0%,0.0%,PIT,BAL,0.5,2023,Week 5
1.08,88.0%,24.0%,MIA,CAR,3.0,2023,Week 6
1.06,88.2%,30.2%,BUF,NYG,2.5,2023,Week 6
1.02,81.5%,11.2%,KC,DEN,3.5,2023,Week 6
1.02,78.8%,2.8%,SF,CLE,5.0,2023,Week 6
0.89,74.3%,18.2%,LAR,ARI,1.5,2023,Week 6
0.88,68.2%,0.6%,BAL,TEN,2.0,2023,Week 6
0.88,70.4%,7.7%,PHI,NYJ,2.0,2023,Week 6
0.84,64.9%,1.3%,JAX,IND,1.0,2023,Week 6
0.77,59.6%,0.4%,DET,TB,2.0,2023,Week 6
0.77,59.1%,0.4%,MIN,CHI,1.0,2023,Week 6
0.76,58.8%,0.6%,CIN,SEA,1.5,2023,Week 6
0.76,58.9%,1.5%,LV,NE,1.0,2023,Week 6
0.71,54.9%,0.3%,NO,HOU,1.5,2023,Week 6
0.69,52.9%,0.1%,DAL,LAC,3.0,2023,Week 6
0.69,52.9%,0.3%,ATL,WAS,0.5,2023,Week 6
0.61,47.1%,0.0%,WAS,ATL,0.5,2023,Week 6
0.61,47.1%,0.1%,LAC,DAL,3.0,2023,Week 6
0.59,45.1%,0.1%,HOU,NO,0.5,2023,Week 6
0.54,41.1%,0.0%,NE,LV,0.0,2023,Week 6
0.54,41.2%,0.0%,SEA,CIN,1.0,2023,Week 6
0.53,40.9%,0.2%,CHI,MIN,0.0,2023,Week 6
0.53,40.4%,0.0%,TB,DET,0.5,2023,Week 6
0.46,35.1%,0.0%,IND,JAX,0.5,2023,Week 6
0.42,29.6%,0.0%,NYJ,PHI,0.0,2023,Week 6
0.42,31.8%,0.0%,TEN,BAL,1.0,2023,Week 6
0.41,25.7%,0.1%,ARI,LAR,0.0,2023,Week 6
0.29,21.2%,0.0%,CLE,SF,2.0,2023,Week 6
0.28,18.5%,0.0%,DEN,KC,0.0,2023,Week 6
0.24,11.8%,0.0%,NYG,BUF,0.0,2023,Week 6
0.22,12.0%,0.1%,CAR,MIA,0.0,2023,Week 6
1.25,71.8%,4.1%,SF,MIN,5.0,2023,Week 7
1.22,68.9%,2.3%,KC,LAC,4.5,2023,Week 7
1.21,76.1%,15.1%,BUF,NE,2.5,2023,Week 7
1.11,61.3%,0.3%,BAL,DET,3.0,2023,Week 7
1.09,63.0%,4.1%,CLE,IND,2.0,2023,Week 7
1.08,60.0%,1.0%,WAS,NYG,0.5,2023,Week 7
1.07,59.2%,0.2%,PHI,MIA,3.0,2023,Week 7
1.05,61.8%,4.9%,LAR,PIT,2.0,2023,Week 7
1.03,56.8%,0.5%,NO,JAX,1.5,2023,Week 7
1.02,58.3%,2.6%,TB,ATL,0.5,2023,Week 7
0.97,52.1%,0.1%,DEN,GB,0.5,2023,Week 7
0.96,55.9%,4.0%,LV,CHI,1.0,2023,Week 7
0.92,78.2%,58.1%,SEA,ARI,1.0,2023,Week 7
0.90,21.8%,0.0%,ARI,SEA,0.0,2023,Week 7
0.86,44.1%,0.0%,CHI,LV,0.5,2023,Week 7
0.85,47.9%,1.8%,GB,DEN,0.5,2023,Week 7
0.79,41.7%,0.0%,ATL,TB,0.5,2023,Week 7
0.79,43.2%,0.4%,JAX,NO,1.0,2023,Week 7
0.76,38.2%,0.0%,PIT,LAR,1.0,2023,Week 7
0.74,40.8%,0.0%,MIA,PHI,3.0,2023,Week 7
0.74,40.0%,0.1%,NYG,WAS,0.0,2023,Week 7
0.73,37.0%,0.0%,IND,CLE,0.5,2023,Week 7
0.70,38.7%,0.2%,DET,BAL,2.0,2023,Week 7
0.61,23.9%,0.0%,NE,BUF,0.5,2023,Week 7
0.59,31.1%,0.0%,LAC,KC,3.0,2023,Week 7
0.56,28.2%,0.0%,MIN,SF,1.5,2023,Week 7
1.14,79.7%,4.4%,BUF,TB,2.5,2023,Week 8
1.08,76.0%,4.6%,MIA,NE,3.0,2023,Week 8
1.06,79.8%,20.0%,BAL,ARI,3.5,2023,Week 8
1.04,73.0%,3.2%,KC,DEN,4.0,2023,Week 8
1.04,73.7%,6.2%,PHI,WAS,3.0,2023,Week 8
1.03,71.9%,2.7%,DAL,LAR,3.5,2023,Week 8
0.98,73.5%,16.4%,DET,LV,3.0,2023,Week 8
0.97,79.4%,37.1%,LAC,CHI,2.5,2023,Week 8
0.95,65.3%,0.3%,SF,CIN,5.0,2023,Week 8
0.94,64.8%,0.1%,SEA,CLE,1.5,2023,Week 8
0.88,61.9%,2.8%,HOU,CAR,1.0,2023,Week 8
0.86,59.8%,1.0%,NYJ,NYG,0.0,2023,Week 8
0.81,55.9%,0.3%,ATL,TEN,1.5,2023,Week 8
0.81,55.6%,0.2%,JAX,PIT,1.5,2023,Week 8
0.80,55.4%,0.0%,NO,IND,2.0,2023,Week 8
0.73,50.3%,0.5%,MIN,GB,1.5,2023,Week 8
0.72,49.7%,0.0%,GB,MIN,1.0,2023,Week 8
0.65,44.6%,0.0%,IND,NO,0.5,2023,Week 8
0.65,44.4%,0.0%,PIT,JAX,1.0,2023,Week 8
0.64,44.1%,0.0%,TEN,ATL,1.0,2023,Week 8
0.59,40.2%,0.0%,NYG,NYJ,0.0,2023,Week 8
0.57,38.1%,0.0%,CAR,HOU,0.0,2023,Week 8
0.51,35.2%,0.0%,CLE,SEA,2.0,2023,Week 8
0.50,34.7%,0.0%,CIN,SF,3.0,2023,Week 8
0.49,20.6%,0.0%,CHI,LAC,0.5,2023,Week 8
0.48,26.5%,0.0%,LV,DET,0.5,2023,Week 8
0.42,28.1%,0.0%,LAR,DAL,1.5,2023,Week 8
0.41,26.3%,0.0%,WAS,PHI,0.5,2023,Week 8
0.41,27.0%,0.0%,DEN,KC,0.5,2023,Week 8
0.39,20.2%,0.0%,ARI,BAL,0.0,2023,Week 8
0.37,24.0%,0.0%,NE,MIA,1.0,2023,Week 8
0.31,20.3%,0.0%,TB,BUF,0.5,2023,Week 8
1.44,70.5%,1.1%,BAL,SEA,3.0,2023,Week 9
1.36,64.1%,0.3%,GB,LAR,1.0,2023,Week 9
1.29,60.7%,0.2%,PHI,DAL,3.0,2023,Week 9
1.29,62.2%,0.7%,LAC,NYJ,1.0,2023,Week 9
1.27,64.1%,1.7%,ATL,MIN,1.5,2023,Week 9
1.25,60.7%,0.9%,PIT,TEN,1.0,2023,Week 9
1.24,58.1%,0.1%,HOU,TB,1.0,2023,Week 9
1.20,57.5%,0.5%,NE,WAS,0.5,2023,Week 9
1.16,16.3%,0.0%,ARI,CLE,0.0,2023,Week 9
1.16,21.9%,0.0%,CHI,NO,0.5,2023,Week 9
1.11,52.5%,0.2%,CIN,BUF,3.5,2023,Week 9
1.10,51.8%,0.3%,LV,NYG,0.5,2023,Week 9
1.09,48.2%,0.0%,CAR,IND,0.0,2023,Week 9
1.08,50.8%,0.0%,KC,MIA,2.5,2023,Week 9
1.05,49.2%,0.0%,MIA,KC,3.5,2023,Week 9
1.05,51.8%,1.0%,IND,CAR,0.5,2023,Week 9
1.04,48.2%,0.1%,NYG,LV,0.0,2023,Week 9
1.03,47.5%,0.0%,BUF,CIN,2.5,2023,Week 9
0.98,78.1%,36.7%,NO,CHI,2.0,2023,Week 9
0.98,83.7%,55.9%,CLE,ARI,2.0,2023,Week 9
0.93,42.5%,0.1%,WAS,NE,0.5,2023,Week 9
0.90,41.9%,0.2%,TB,HOU,0.5,2023,Week 9
0.89,39.3%,0.1%,TEN,PIT,1.0,2023,Week 9
0.86,35.9%,0.1%,MIN,ATL,1.0,2023,Week 9
0.85,37.8%,0.0%,NYJ,LAC,0.0,2023,Week 9
0.85,39.3%,0.0%,DAL,PHI,3.5,2023,Week 9
0.77,35.9%,0.1%,LAR,GB,1.0,2023,Week 9
0.69,29.5%,0.0%,SEA,BAL,1.5,2023,Week 9
1.16,91.6%,45.6%,DAL,NYG,3.0,2023,Week 10
1.09,74.9%,5.5%,BUF,DEN,1.5,2023,Week 10
1.04,69.7%,1.8%,SEA,WAS,1.0,2023,Week 10
1.03,69.4%,2.0%,BAL,CLE,3.0,2023,Week 10
0.92,61.1%,0.2%,SF,JAX,5.0,2023,Week 10
0.91,61.8%,2.6%,CHI,CAR,0.0,2023,Week 10
0.87,57.6%,0.2%,NO,MIN,2.0,2023,Week 10
0.87,60.7%,5.0%,PIT,GB,1.0,2023,Week 10
0.87,57.5%,0.2%,TB,TEN,0.5,2023,Week 10
0.84,55.7%,0.3%,DET,LAC,4.0,2023,Week 10
0.81,54.3%,1.1%,ATL,ARI,1.5,2023,Week 10
0.81,53.6%,0.4%,IND,NE,0.5,2023,Week 10
0.81,69.2%,34.0%,CIN,HOU,3.0,2023,Week 10
0.77,50.3%,0.2%,NYJ,LV,0.0,2023,Week 10
0.75,49.7%,0.4%,LV,NYJ,0.5,2023,Week 10
0.71,30.8%,0.0%,HOU,CIN,1.0,2023,Week 10
0.71,46.4%,0.1%,NE,IND,0.5,2023,Week 10
0.70,45.7%,0.1%,ARI,ATL,0.0,2023,Week 10
0.67,44.3%,0.0%,LAC,DET,1.5,2023,Week 10
0.65,42.5%,0.0%,TEN,TB,1.0,2023,Week 10
0.64,39.3%,0.0%,GB,PIT,1.0,2023,Week 10
0.64,42.4%,0.1%,MIN,NO,1.0,2023,Week 10
0.60,38.2%,0.0%,CAR,CHI,0.0,2023,Week 10
0.59,38.9%,0.0%,JAX,SF,2.0,2023,Week 10
0.48,30.6%,0.0%,CLE,BAL,2.0,2023,Week 10
0.48,30.3%,0.0%,WAS,SEA,1.0,2023,Week 10
0.43,25.1%,0.0%,DEN,BUF,0.5,2023,Week 10
0.35,8.4%,0.0%,NYG,DAL,0.0,2023,Week 10
1.22,85.8%,6.3%,MIA,LV,4.0,2023,Week 11
1.21,85.6%,9.0%,SF,TB,5.0,2023,Week 11
1.16,81.3%,3.1%,DAL,CAR,2.5,2023,Week 11
1.11,77.2%,1.8%,BUF,NYJ,1.0,2023,Week 11
1.01,76.4%,18.5%,DET,CHI,3.0,2023,Week 11
0.97,72.9%,15.3%,JAX,TEN,1.5,2023,Week 11
0.94,68.4%,8.8%,HOU,ARI,0.5,2023,Week 11
0.93,76.4%,34.7%,WAS,NYG,0.0,2023,Week 11
0.93,64.1%,0.2%,BAL,CIN,3.0,2023,Week 11
0.85,59.1%,1.0%,LAC,GB,1.0,2023,Week 11
0.83,57.5%,0.4%,DEN,MIN,0.5,2023,Week 11
0.82,56.9%,0.0%,KC,PHI,4.0,2023,Week 11
0.80,55.5%,0.1%,CLE,PIT,1.5,2023,Week 11
0.80,55.2%,0.1%,LAR,SEA,1.5,2023,Week 11
0.65,44.8%,0.1%,SEA,LAR,1.0,2023,Week 11
0.64,44.5%,0.2%,PIT,CLE,1.0,2023,Week 11
0.62,43.1%,0.0%,PHI,KC,4.0,2023,Week 11
0.62,42.5%,0.2%,MIN,DEN,1.0,2023,Week 11
0.60,40.9%,0.0%,GB,LAC,1.0,2023,Week 11
0.52,35.9%,0.0%,CIN,BAL,2.5,2023,Week 11
0.52,23.6%,0.0%,NYG,WAS,0.0,2023,Week 11
0.51,31.6%,0.0%,ARI,HOU,0.0,2023,Week 11
0.47,27.1%,0.0%,TEN,JAX,1.0,2023,Week 11
0.43,23.6%,0.0%,CHI,DET,0.0,2023,Week 11
0.34,22.8%,0.0%,NYJ,BUF,0.0,2023,Week 11
0.28,18.7%,0.0%,CAR,DAL,0.0,2023,Week 11
0.24,14.4%,0.0%,TB,SF,0.5,2023,Week 11
0.23,14.2%,0.0%,LV,MIA,0.0,2023,Week 11
1.42,84.2%,3.2%,DAL,WAS,2.5,2023,Week 12
1.33,79.0%,3.7%,MIA,NYJ,4.0,2023,Week 12
1.26,77.3%,8.3%,DET,GB,2.5,2023,Week 12
1.25,78.5%,13.3%,KC,LV,3.0,2023,Week 12
1.23,72.9%,2.8%,SF,SEA,5.0,2023,Week 12
1.09,65.3%,3.7%,NE,NYG,0.5,2023,Week 12
1.01,61.0%,3.7%,BAL,LAC,2.5,2023,Week 12
0.98,57.9%,1.1%,LAR,ARI,1.5,2023,Week 12
0.97,57.1%,1.0%,IND,TB,0.5,2023,Week 12
0.96,57.6%,3.2%,PHI,BUF,4.5,2023,Week 12
0.92,54.5%,1.4%,DEN,CLE,0.5,2023,Week 12
0.92,54.7%,1.9%,PIT,CIN,1.5,2023,Week 12
0.90,52.5%,0.3%,NO,ATL,2.5,2023,Week 12
0.88,40.7%,0.1%,CHI,MIN,0.5,2023,Week 12
0.88,51.6%,0.5%,JAX,HOU,2.5,2023,Week 12
0.86,38.0%,0.0%,CAR,TEN,0.0,2023,Week 12
0.85,62.0%,27.1%,TEN,CAR,0.0,2023,Week 12
0.83,48.4%,0.2%,HOU,JAX,1.0,2023,Week 12
0.83,59.3%,23.4%,MIN,CHI,0.5,2023,Week 12
0.81,47.5%,0.1%,ATL,NO,1.5,2023,Week 12
0.79,45.3%,0.2%,CIN,PIT,2.0,2023,Week 12
0.79,45.5%,0.1%,CLE,DEN,1.0,2023,Week 12
0.75,42.4%,0.0%,BUF,PHI,1.0,2023,Week 12
0.74,42.9%,0.1%,TB,IND,0.5,2023,Week 12
0.73,42.1%,0.1%,ARI,LAR,0.0,2023,Week 12
0.70,39.0%,0.0%,LAC,BAL,1.0,2023,Week 12
0.62,34.7%,0.2%,NYG,NE,0.0,2023,Week 12
0.48,27.1%,0.0%,SEA,SF,1.0,2023,Week 12
0.46,21.5%,0.0%,LV,KC,0.0,2023,Week 12
0.44,22.7%,0.0%,GB,DET,1.0,2023,Week 12
0.38,21.0%,0.0%,NYJ,MIA,0.0,2023,Week 12
0.29,15.8%,0.0%,WAS,DAL,0.0,2023,Week 12
1.37,78.6%,0.8%,DAL,SEA,1.5,2023,Week 13
1.33,77.2%,1.9%,MIA,WAS,3.0,2023,Week 13
1.18,68.4%,1.4%,KC,GB,2.0,2023,Week 13
1.10,63.5%,0.5%,DET,NO,2.0,2023,Week 13
1.10,79.0%,31.9%,JAX,CIN,2.0,2023,Week 13
1.07,61.7%,0.7%,HOU,DEN,1.5,2023,Week 13
1.06,63.2%,3.0%,LAR,CLE,1.5,2023,Week 13
1.04,65.6%,8.3%,LAC,NE,0.5,2023,Week 13
1.03,58.7%,0.0%,SF,PHI,5.0,2023,Week 13
0.98,70.2%,25.2%,PIT,ARI,1.0,2023,Week 13
0.95,54.5%,0.6%,ATL,NYJ,1.0,2023,Week 13
0.92,52.7%,0.3%,IND,TEN,0.5,2023,Week 13
0.91,37.9%,0.0%,CAR,TB,0.0,2023,Week 13
0.84,62.1%,24.4%,TB,CAR,0.0,2023,Week 13
0.83,47.3%,0.2%,TEN,IND,0.0,2023,Week 13
0.80,45.5%,0.2%,NYJ,ATL,0.0,2023,Week 13
0.77,29.8%,0.0%,ARI,PIT,0.0,2023,Week 13
0.72,41.3%,0.1%,PHI,SF,4.5,2023,Week 13
0.71,34.4%,0.1%,NE,LAC,0.5,2023,Week 13
0.69,36.8%,0.0%,CLE,LAR,1.5,2023,Week 13
0.68,38.3%,0.2%,DEN,HOU,0.5,2023,Week 13
0.65,21.0%,0.1%,CIN,JAX,1.0,2023,Week 13
0.65,36.5%,0.1%,NO,DET,2.5,2023,Week 13
0.57,31.6%,0.0%,GB,KC,2.0,2023,Week 13
0.42,22.8%,0.0%,WAS,MIA,0.0,2023,Week 13
0.38,21.4%,0.0%,SEA,DAL,0.5,2023,Week 13
1.40,87.0%,4.2%,SF,SEA,4.5,2023,Week 14
1.39,86.0%,3.2%,MIA,TEN,1.5,2023,Week 14
1.14,74.7%,12.3%,BAL,LAR,1.5,2023,Week 14
1.03,62.9%,0.0%,DAL,PHI,1.5,2023,Week 14
1.01,68.2%,14.1%,NO,CAR,1.5,2023,Week 14
1.01,69.2%,16.6%,PIT,NE,0.0,2023,Week 14
0.99,61.0%,0.5%,LAC,DEN,0.0,2023,Week 14
0.97,59.9%,0.9%,DET,CHI,1.5,2023,Week 14
0.95,58.4%,1.1%,CIN,IND,1.0,2023,Week 14
0.94,58.2%,0.8%,MIN,LV,0.5,2023,Week 14
0.92,68.5%,27.9%,GB,NYG,1.0,2023,Week 14
0.91,56.1%,0.7%,CLE,JAX,1.0,2023,Week 14
0.89,61.0%,14.5%,HOU,NYJ,0.5,2023,Week 14
0.89,54.7%,0.6%,ATL,TB,0.5,2023,Week 14
0.88,54.1%,0.1%,KC,BUF,2.5,2023,Week 14
0.75,45.9%,0.0%,BUF,KC,1.5,2023,Week 14
0.74,45.3%,0.1%,TB,ATL,0.0,2023,Week 14
0.74,39.0%,0.7%,NYJ,HOU,0.0,2023,Week 14
0.72,43.9%,0.1%,JAX,CLE,1.5,2023,Week 14
0.71,31.5%,0.2%,NYG,GB,0.0,2023,Week 14
0.69,41.8%,0.1%,LV,MIN,0.5,2023,Week 14
0.68,41.6%,0.5%,IND,CIN,1.0,2023,Week 14
0.66,40.1%,0.0%,CHI,DET,0.5,2023,Week 14
0.64,39.0%,0.2%,DEN,LAC,0.5,2023,Week 14
0.62,30.8%,0.1%,NE,PIT,0.5,2023,Week 14
0.62,31.8%,0.1%,CAR,NO,0.0,2023,Week 14
0.60,37.1%,0.2%,PHI,DAL,5.0,2023,Week 14
0.50,25.3%,0.1%,LAR,BAL,2.0,2023,Week 14
0.24,14.0%,0.1%,TEN,MIA,0.0,2023,Week 14
