Team,Category,Side,Plays,Weight_Score,EPA_Adj,EPA_Pct,SR_Adj,SR_Pct,Season
ARI,Overall,Offense,2655.0,728.8329818696924,0.07847768829519348,84.375,0.4722878746847771,87.5,2008
ATL,Overall,Offense,2633.0,678.9653665953567,0.0242775416203882,62.5,0.41815949132975033,40.625,2008
BAL,Overall,Offense,2659.0,735.304137132575,0.00655179578928216,53.125,0.4012578034034008,25.0,2008
BUF,Overall,Offense,2375.0,603.8698583949337,-0.08195665445853709,21.875,0.4257334852190259,53.125,2008
CAR,Overall,Offense,2407.0,569.0559221180232,0.024268584272222712,59.375,0.4165600845709843,37.5,2008
CHI,Overall,Offense,2705.0,627.8780699766522,-0.09750663582693221,18.75,0.38996798178883946,15.625,2008
CIN,Overall,Offense,2489.0,585.5921516945876,-0.054039675633859155,31.25,0.4078205602380428,31.25,2008
CLE,Overall,Offense,2497.0,596.6190560037331,-0.08012897584898303,25.0,0.38343037052872847,12.5,2008
DAL,Overall,Offense,2550.0,570.786324919115,0.04963591490692751,75.0,0.4396830827687239,62.5,2008
DEN,Overall,Offense,2508.0,622.3406281743061,0.08597620614854318,87.5,0.46921987365145484,84.375,2008
DET,Overall,Offense,2335.0,545.0337914872512,-0.11907546564504706,9.375,0.3789735284370871,6.25,2008
GB,Overall,Offense,2598.0,643.0449000830369,0.061924912804877684,78.125,0.43707456802861744,59.375,2008
HOU,Overall,Offense,2345.0,621.06480246392,0.04597152411035047,71.875,0.4452384003249075,68.75,2008
IND,Overall,Offense,2903.0,671.9365749863697,0.12497013022867774,96.875,0.47922508774804407,93.75,2008
JAX,Overall,Offense,2601.0,636.266882869159,0.036505422964514214,65.625,0.45009644144243394,75.0,2008
KC,Overall,Offense,2546.0,587.3732310460337,-0.07678731062978425,28.125,0.4094383123846148,34.375,2008
LA,Overall,Offense,2467.0,558.9593754922857,-0.15894337009709805,6.25,0.3797432829447866,9.375,2008
LAC,Overall,Offense,2716.0,683.459568089427,0.06944710944576155,81.25,0.44031686542288057,65.625,2008
LV,Overall,Offense,2347.0,516.5704612385758,-0.17296459259885538,3.125,0.3600862783775166,3.125,2008
MIA,Overall,Offense,2553.0,662.1722323174542,0.021260385551950638,56.25,0.45360573338447036,81.25,2008
MIN,Overall,Offense,2572.0,665.7794063483644,-0.10118759458529737,15.625,0.39782542495447254,21.875,2008
NE,Overall,Offense,2809.0,638.9584840460191,0.1344537373500504,100.0,0.4802779583236323,100.0,2008
NO,Overall,Offense,2681.0,630.4390615092177,0.08869387337723003,90.625,0.47991938657164546,96.875,2008
NYG,Overall,Offense,2893.0,710.2850341969229,0.08950455151931827,93.75,0.4735394039001169,90.625,2008
NYJ,Overall,Offense,2559.0,598.3276444533814,-0.024552952221392706,43.75,0.45318773988796224,78.125,2008
PHI,Overall,Offense,2898.0,785.6892789329429,0.03721622521649987,68.75,0.4458720403685264,71.875,2008
PIT,Overall,Offense,2760.0,794.8050345253693,0.003578572118388962,50.0,0.41947482447897266,43.75,2008
SEA,Overall,Offense,2678.0,587.3002767688195,-0.04308883659892801,37.5,0.3903338600544641,18.75,2008
SF,Overall,Offense,2225.0,568.8120649467021,-0.10966414047552582,12.5,0.4201139801514178,46.875,2008
TB,Overall,Offense,2545.0,653.5212458608001,-0.05379289101897599,34.375,0.4230532790321059,50.0,2008
TEN,Overall,Offense,2611.0,648.8438457938919,-0.027673804727627937,40.625,0.40752317929296367,28.125,2008
WAS,Overall,Offense,2808.0,689.2228552116851,-0.006635815074708618,46.875,0.4272050825003754,56.25,2008
ARI,Overall,Defense,2558.0,687.6052938667051,0.014140653962204838,53.125,0.44408124467697213,34.375,2008
ATL,Overall,Defense,2576.0,655.9926997801978,0.02324618968407053,40.625,0.44666936235074417,28.125,2008
BAL,Overall,Defense,2473.0,691.7503408791945,-0.18112984738609553,100.0,0.3743810631485989,100.0,2008
BUF,Overall,Defense,2591.0,620.1661930446555,0.010644047247655893,56.25,0.42833248989066625,56.25,2008
CAR,Overall,Defense,2605.0,655.3387273890321,-0.00933506515580797,68.75,0.43054962079803705,50.0,2008
CHI,Overall,Defense,2725.0,664.0943547551952,-0.04826313501606492,81.25,0.41151247087354603,75.0,2008
CIN,Overall,Defense,2553.0,611.6324023814919,0.015171528751712439,50.0,0.4410271930613672,37.5,2008
CLE,Overall,Defense,2649.0,618.7390982365283,0.05846862464054934,18.75,0.4614619678934706,12.5,2008
DAL,Overall,Defense,2580.0,595.5935137710504,-0.03484259585463143,78.125,0.40878538395123876,78.125,2008
DEN,Overall,Defense,2565.0,595.5955958856243,0.1246863430035178,6.25,0.45359487439100676,21.875,2008
DET,Overall,Defense,2505.0,568.4564822110317,0.18317490110175622,3.125,0.5142233320770627,3.125,2008
GB,Overall,Defense,2575.0,644.1694282932439,0.02196697494745727,43.75,0.429452127983903,53.125,2008
HOU,Overall,Defense,2349.0,585.3830349977434,0.0644888361816115,12.5,0.4544367378805009,15.625,2008
IND,Overall,Defense,2732.0,684.7573801527948,-0.006694173085210387,65.625,0.4678608108356849,9.375,2008
JAX,Overall,Defense,2452.0,590.8545938477297,0.07957351812166456,9.375,0.44674804803640633,25.0,2008
KC,Overall,Defense,2607.0,642.6524615904374,0.04592326769280564,25.0,0.47172704957773454,6.25,2008
LA,Overall,Defense,2371.0,533.1753280117268,0.058280425106110215,21.875,0.45360520490392076,18.75,2008
LAC,Overall,Defense,2774.0,731.2714681225447,-0.0021195749680487123,62.5,0.44486652523188186,31.25,2008
LV,Overall,Defense,2440.0,586.3505441694547,0.04080496067811336,28.125,0.4170788879713844,71.875,2008
MIA,Overall,Defense,2572.0,674.298023527162,0.026802163843568462,37.5,0.42408654443857574,62.5,2008
MIN,Overall,Defense,2579.0,651.9667958114753,-0.09019107090377015,87.5,0.3952977360734885,87.5,2008
NE,Overall,Defense,2551.0,552.5123551828443,0.015790560079221812,46.875,0.4178911569671177,68.75,2008
NO,Overall,Defense,2439.0,587.1553997278374,0.03905202137337114,34.375,0.4399891502065212,40.625,2008
NYG,Overall,Defense,2781.0,657.4112975704365,-0.02162893743768705,71.875,0.406817986276264,84.375,2008
NYJ,Overall,Defense,2537.0,625.8405945387516,-0.023435311059757342,75.0,0.432602401239657,46.875,2008
PHI,Overall,Defense,2927.0,758.8582279910768,-0.13126565359187256,93.75,0.38460563720336177,93.75,2008
PIT,Overall,Defense,2620.0,744.0913094774734,-0.1539984444182577,96.875,0.3782115057961798,96.875,2008
SEA,Overall,Defense,2772.0,650.1544672701207,0.06356920224900152,15.625,0.43477648636931526,43.75,2008
SF,Overall,Defense,2548.0,608.1214604920954,0.0404861504271495,31.25,0.42037980422265553,65.625,2008
TB,Overall,Defense,2557.0,632.8168792594652,-0.0653506714256693,84.375,0.40751210973087343,81.25,2008
TEN,Overall,Defense,2696.0,675.3248815318271,-0.11682612162181553,90.625,0.386621802089673,90.625,2008
