Team,Category,Side,Plays,Weight_Score,EPA_Adj,EPA_Pct,SR_Adj,SR_Pct,Season
PIT,Target_WR,Offense,697.0,175.45278923749277,-0.047813041184780115,37.5,0.394964632287721,18.75,2025
SEA,Target_WR,Offense,972.0,245.47905337664653,0.12135472157266813,81.25,0.49185798070282266,87.5,2025
SF,Target_WR,Offense,800.0,185.134888032897,0.06985649848351941,78.125,0.47035522058793083,78.125,2025
TB,Target_WR,Offense,978.0,236.73979445182422,-0.0031980932977248113,59.375,0.4466274368214409,59.375,2025
TEN,Target_WR,Offense,669.0,155.75914257716622,-0.07768527232580907,21.875,0.39566840468128317,21.875,2025
WAS,Target_WR,Offense,854.0,180.66453363740155,-0.01671212461215947,53.125,0.45509135994480987,71.875,2025
ARI,Target_WR,Defense,775.0,185.03486936626575,0.01858823347446207,50.0,0.46041684030833674,37.5,2025
ATL,Target_WR,Defense,838.0,210.36676733457614,-0.004661342209882343,56.25,0.45048218301734844,43.75,2025
BAL,Target_WR,Defense,892.0,219.20887773564067,0.0761136344363584,25.0,0.43805522507133604,62.5,2025
BUF,Target_WR,Defense,838.0,219.46275403140785,-0.06264006571757129,75.0,0.42836616361879465,75.0,2025
CAR,Target_WR,Defense,764.0,208.10863708504039,-0.01792883305340062,59.375,0.4473094247774008,46.875,2025
CHI,Target_WR,Defense,770.0,224.3560163589269,0.024317647682480327,46.875,0.4345454958754101,65.625,2025
CIN,Target_WR,Defense,743.0,151.62489682802396,0.05699896415790436,34.375,0.4738345653437932,18.75,2025
CLE,Target_WR,Defense,760.0,175.37660431694636,-0.13550525677185687,96.875,0.4331297994842439,71.875,2025
DAL,Target_WR,Defense,772.0,200.62351198431537,0.3116239816104374,3.125,0.4892186591346161,9.375,2025
DEN,Target_WR,Defense,879.0,252.4722172941134,-0.08324739129729267,78.125,0.37455649785767803,96.875,2025
DET,Target_WR,Defense,955.0,214.8075334913297,0.010312997170489445,53.125,0.4331543316960491,68.75,2025
GB,Target_WR,Defense,809.0,204.84884233557918,0.16423993946973914,12.5,0.4733580069218427,21.875,2025
HOU,Target_WR,Defense,900.0,230.93969915489717,-0.10111120350897554,81.25,0.3713249893536371,100.0,2025
IND,Target_WR,Defense,833.0,215.53426053146404,0.11675112514945078,15.625,0.4701911184633238,25.0,2025
JAX,Target_WR,Defense,892.0,225.60324805851948,-0.11651498923058576,84.375,0.4235131928469158,78.125,2025
KC,Target_WR,Defense,973.0,217.93952765432226,-0.035762812947804035,68.75,0.44149727116252885,53.125,2025
LA,Target_WR,Defense,942.0,250.22171639916672,-0.035138818890460846,65.625,0.440044133397228,59.375,2025
LAC,Target_WR,Defense,834.0,208.41112720458622,-0.12445964883324696,93.75,0.4140312614739284,81.25,2025
LV,Target_WR,Defense,791.0,188.3993065574,0.06921813883332965,31.25,0.46874605149963744,28.125,2025
MIA,Target_WR,Defense,736.0,165.09546908549558,0.10952117129362275,18.75,0.5008160024022889,6.25,2025
MIN,Target_WR,Defense,858.0,173.69421301885578,-0.04962199513372538,71.875,0.39514855365779783,87.5,2025
NE,Target_WR,Defense,873.0,232.4412070330239,-0.117887373827103,87.5,0.40645666291879523,84.375,2025
NO,Target_WR,Defense,803.0,182.57562818119285,0.05628725744000278,37.5,0.4540507879975937,40.625,2025
NYG,Target_WR,Defense,857.0,204.84366646053746,0.029420447552687648,43.75,0.46061995908598663,34.375,2025
NYJ,Target_WR,Defense,742.0,181.76458407511132,0.18952587813794905,9.375,0.4647590367945177,31.25,2025
PHI,Target_WR,Defense,1039.0,240.27842979847236,-0.1988062146115152,100.0,0.3817772648951359,90.625,2025
PIT,Target_WR,Defense,913.0,234.47178122067828,0.030863883180588948,40.625,0.44067906174965804,56.25,2025
SEA,Target_WR,Defense,856.0,205.09056805112988,-0.12014128950930895,90.625,0.38150028313779094,93.75,2025
SF,Target_WR,Defense,856.0,206.72289347519418,0.07129051654364078,28.125,0.48287889038438664,12.5,2025
TB,Target_WR,Defense,918.0,209.81207185122238,-0.02534852376838817,62.5,0.44683626117407566,50.0,2025
TEN,Target_WR,Defense,808.0,180.6344740304623,0.29352966873449177,6.25,0.511330409627697,3.125,2025
WAS,Target_WR,Defense,887.0,210.05785934108061,0.08321373396040625,21.875,0.4781828150937449,15.625,2025
ARI,Target_TE,Offense,453.0,119.56348948097073,0.08304096356882348,75.0,0.48282064284145987,87.5,2025
ATL,Target_TE,Offense,353.0,84.78293474181038,-0.06237103514414985,28.125,0.4482059157414686,53.125,2025
BAL,Target_TE,Offense,355.0,87.47913081764848,0.008183232279750591,50.0,0.47116456434570997,81.25,2025
BUF,Target_TE,Offense,384.0,99.7413164075724,0.2732822766184737,96.875,0.5229006668854196,96.875,2025
CAR,Target_TE,Offense,228.0,59.074183745363925,-0.19282295447000455,15.625,0.4025724781277055,21.875,2025
CHI,Target_TE,Offense,322.0,121.24600210907008,0.135032555362112,84.375,0.4436487098949386,50.0,2025
CIN,Target_TE,Offense,356.0,81.4469462656552,-0.06775867419063879,25.0,0.45949568780644306,62.5,2025
CLE,Target_TE,Offense,419.0,101.2635551786262,-0.29987749027789645,3.125,0.3248171315430854,3.125,2025
DAL,Target_TE,Offense,329.0,85.06514996910255,-0.0542365723629646,31.25,0.39386213431293393,15.625,2025
DEN,Target_TE,Offense,229.0,77.23882870019104,-0.23822345283331528,9.375,0.32689542054421855,6.25,2025
DET,Target_TE,Offense,312.0,60.777717148509545,0.10485546134059123,81.25,0.4380676168227713,43.75,2025
GB,Target_TE,Offense,268.0,66.97802535857934,0.2983851835309472,100.0,0.48813762467857824,90.625,2025
HOU,Target_TE,Offense,339.0,95.26322659839884,0.013898642027783707,56.25,0.41770362895398,31.25,2025
IND,Target_TE,Offense,304.0,89.15572773816425,-0.043619646128373636,34.375,0.40636647283789135,25.0,2025
JAX,Target_TE,Offense,356.0,77.54551997200176,0.07894492481110826,71.875,0.46813840934530754,71.875,2025
KC,Target_TE,Offense,545.0,112.98507242243164,0.008827430405945557,53.125,0.45348856327853787,56.25,2025
LA,Target_TE,Offense,331.0,118.56916631321968,-0.0317756913630453,37.5,0.4367265953224245,40.625,2025
LAC,Target_TE,Offense,314.0,70.09822777368761,-0.11120077063799419,21.875,0.4603635952420963,65.625,2025
LV,Target_TE,Offense,342.0,92.44961630003333,-0.12328048407265285,18.75,0.44059892349457885,46.875,2025
