EntryName,Status,Week_1,Week_2
000ST-1,Alive,JAC,SF
0xgug-1,Eliminated,JAC,TB
0xgug-2,Alive,JAC,CAR
0xgug-3,Alive,JAC,PHI
0xgug-4,Eliminated,PIT,TB
0xgug-5,Alive,JAC,CAR
0xgug-6,Eliminated,JAC,TB
0xgug-7,Eliminated,PIT,TB
0xgug-8,Alive,PIT,SF
0xgug-11,Alive,LV,SF
101-Ways-1,Eliminated,PIT,TB
15mcgra15-1,Eliminated,LV,TB
17JA17-1,Eliminated,PIT,TB
1btmCO-1,Eliminated,PIT,TB
1btmCO-2,Alive,PIT,PHI
1btmCO-3,Alive,PIT,PHI
1btmCO-4,Alive,PIT,PHI
1btmCO-5,Eliminated,PIT,TB
1btmCO-6,Eliminated,PIT,TB
1btmCO-7,Alive,PIT,SF
1btmCO-8,Alive,PIT,SF
1btmCO-9,Alive,PIT,SF
1btmCO-10,Alive,PIT,SF
1btmCO-11,Alive,LV,SF
1btmCO-12,Alive,LV,SF
1btmCO-13,Alive,LV,SF
1btmCO-14,Eliminated,LV,TB
1btmCO-15,Eliminated,LV,TB
1btmCO-16,Eliminated,LV,TB
1btmCO-17,Eliminated,LV,TB
1btmCO-18,Eliminated,LV,TB
1btmCO-19,Eliminated,LV,TB
1btmCO-20,Eliminated,LV,TB
1btmCO-21,Eliminated,JAC,TB
1btmCO-23,Eliminated,NYJ,TB
1btmCO-24,Eliminated,MIN,TB
1btmCO-26,Eliminated,PIT,TB
1btmCO-27,Eliminated,PIT,TB
1btmCO-28,Eliminated,PIT,TB
1btmCO-29,Eliminated,PIT,TB
1btmCO-30,Eliminated,PIT,TB
2001-Odyssey-1,Eliminated,DET,TB
2001-Odyssey-2,Alive,JAC,SF
21million-1,Eliminated,JAC,TB
27BOB27-1,Eliminated,JAC,TB
3mmm-1,Eliminated,JAC,TB
3putt-357-2,Eliminated,PIT,TB
3putt-357-3,Alive,JAC,SF
3putt-357-4,Alive,JAC,SF
4_degens-1,Eliminated,JAC,TB
6ixty-1,Alive,JAC,SF
757sports-1,Alive,PIT,SF
7_Shots-1,Alive,PIT,PHI
810ofclubs-1,Alive,JAC,PHI
810ofclubs-2,Alive,JAC,PHI
810ofclubs-126,Eliminated,DET,TB
810ofclubs-127,Eliminated,DET,TB
810ofclubs-128,Eliminated,DET,TB
810ofclubs-129,Eliminated,DET,TB
810ofclubs-130,Eliminated,DET,TB
810ofclubs-131,Eliminated,DET,TB
810ofclubs-132,Eliminated,DET,TB
810ofclubs-133,Alive,DET,SF
810ofclubs-134,Alive,DET,SF
810ofclubs-135,Alive,DET,SF
810ofclubs-136,Alive,DET,SF
810ofclubs-137,Alive,DET,SF
810ofclubs-138,Alive,DET,SF
810ofclubs-139,Alive,DET,SF
810ofclubs-140,Alive,DET,SF
810ofclubs-141,Eliminated,DET,LAC
810ofclubs-142,Eliminated,DET,LAC
810ofclubs-143,Eliminated,DET,LAC
810ofclubs-144,Eliminated,DET,LAC
810ofclubs-145,Eliminated,DET,LAC
810ofclubs-146,Alive,DET,PHI
810ofclubs-147,Alive,DET,PHI
810ofclubs-148,Alive,DET,PHI
810ofclubs-149,Alive,DET,PHI
810ofclubs-150,Eliminated,DET,BAL
a1chickenlittle-1,Eliminated,PIT,TB
a1exjet-1,Eliminated,DET,BAL
aaron-Bliven-1,Eliminated,JAC,TB
aaron-Bliven-3,Alive,CHI,SF
aaronlabrie15-1,Eliminated,PIT,TB
aaronlabrie15-2,Eliminated,PIT,TB
aaronlabrie15-3,Eliminated,PIT,LAC
aaronlabrie15-4,Eliminated,LV,LAC
Aaron-Li-1,Eliminated,JAC,TB
aBass94-1,Alive,PIT,PHI
abbq-3,Alive,BAL,PHI
abbq-4,Alive,BAL,SF
abbq-5,Alive,BAL,SF
abbq-6,Alive,BAL,PHI
abbq-7,Alive,BAL,LA
abbq-8,Alive,BAL,NE
abbq-9,Alive,BAL,SF
abbq-10,Alive,CHI,PHI
abbq-11,Alive,CHI,KC
abbq-12,Eliminated,CHI,BAL
abbq-13,Alive,CHI,PHI
abbq-14,Eliminated,CHI,TB
abbq-15,Alive,CHI,PHI
abbq-16,Alive,CHI,NE
abbq-17,Alive,CHI,KC
abbq-18,Alive,CHI,PHI
abbq-19,Alive,CIN,SF
abbq-20,Eliminated,CIN,CHI
abbq-21,Eliminated,CIN,CHI
abbq-22,Alive,CIN,PHI
abbq-23,Eliminated,CIN,CHI
abbq-24,Alive,CIN,SF
abbq-25,Eliminated,CIN,LAC
abbq-26,Alive,CIN,DAL
abbq-27,Alive,CIN,GB
abbq-28,Alive,CIN,SF
abbq-29,Eliminated,CIN,BAL
abbq-30,Alive,CIN,KC
abbq-31,Alive,CIN,SF
abbq-32,Alive,CIN,PHI
abbq-33,Eliminated,CIN,BAL
abbq-46,Eliminated,DET,LAC
abbq-47,Alive,DET,PHI
abbq-48,Alive,DET,SF
abbq-49,Alive,DET,LA
abbq-50,Eliminated,DET,BAL
abbq-51,Alive,DET,CAR
abbq-52,Alive,DET,CAR
abbq-53,Alive,DET,SF
abbq-54,Alive,DET,KC
abbq-55,Alive,DET,PHI
abbq-56,Alive,DET,DAL
abbq-57,Alive,DET,KC
abbq-58,Alive,DET,SF
abbq-59,Alive,DET,SF
abbq-60,Alive,JAC,SF
abbq-61,Alive,JAC,KC
abbq-62,Alive,JAC,PHI
abbq-63,Alive,JAC,KC
abbq-64,Alive,JAC,NE
abbq-65,Alive,JAC,SF
abbq-66,Alive,JAC,LA
abbq-67,Alive,JAC,DAL
abbq-68,Alive,JAC,DAL
abbq-69,Alive,JAC,SF
abbq-70,Alive,JAC,SF
abbq-71,Alive,JAC,PHI
abbq-72,Alive,JAC,LA
abbq-73,Alive,JAC,SF
abbq-74,Eliminated,KC,TB
abbq-75,Alive,KC,NE
abbq-76,Alive,KC,PHI
abbq-77,Alive,KC,PHI
abbq-78,Alive,KC,PHI
abbq-97,Alive,LV,SF
abbq-98,Alive,LV,SF
abbq-99,Alive,LV,SF
abbq-100,Eliminated,LV,BAL
abbq-101,Alive,LV,DAL
abbq-102,Alive,LV,PHI
abbq-103,Alive,LV,PHI
abbq-104,Alive,LV,SF
abbq-105,Alive,LV,SF
abbq-106,Eliminated,LV,CHI
abbq-107,Eliminated,LV,TB
abbq-108,Alive,LV,SF
abbq-109,Alive,LV,SEA
abbq-110,Alive,LV,SF
abbq-111,Eliminated,MIN,TB
abbq-112,Alive,MIN,SF
abbq-113,Alive,MIN,SF
abbq-114,Alive,MIN,PHI
abbq-115,Alive,MIN,KC
abbq-116,Alive,PHI,SEA
abbq-117,Alive,PHI,SF
abbq-118,Alive,PHI,SF
abbq-119,Alive,PHI,SF
abbq-120,Eliminated,PHI,BAL
abbq-121,Alive,PHI,SF
abbq-122,Eliminated,PHI,LAC
abbq-123,Eliminated,PHI,CHI
abbq-124,Alive,PHI,SF
abbq-125,Alive,PHI,SF
abbq-126,Alive,PIT,PHI
abbq-127,Eliminated,PIT,TB
abbq-128,Alive,PIT,LA
abbq-129,Eliminated,PIT,TB
abbq-130,Alive,PIT,LA
abbq-131,Alive,PIT,PHI
abbq-132,Eliminated,PIT,LAC
abbq-133,Alive,PIT,KC
abbq-134,Alive,PIT,CAR
abbq-135,Alive,PIT,PHI
abbq-136,Alive,PIT,GB
abbq-137,Eliminated,PIT,BAL
abbq-138,Alive,PIT,PHI
abbq-139,Alive,PIT,LA
abbq-140,Alive,PIT,PHI
abbq-141,Alive,PIT,PHI
abbq-142,Alive,PIT,KC
abbq-143,Alive,PIT,SF
abbq-144,Alive,PIT,NE
abbq-145,Alive,PIT,LA
abbq-146,Alive,PIT,NE
abbq-147,Alive,PIT,PHI
abbq-148,Alive,PIT,NE
abbq-149,Alive,PIT,SF
abbq-150,Alive,PIT,PHI
abe_chernin-1,Eliminated,JAC,TB
ABE-FROMAN1-1,Eliminated,JAC,TB
A-B-Freed-1,Eliminated,PIT,LAC
ablanny-1,Eliminated,JAC,TB
able-fend-7427-1,Eliminated,JAC,TB
ablick1-1,Eliminated,PIT,TB
aboister-1,Eliminated,PIT,TB
AC17-1,Eliminated,PHI,TB
acaneya-1,Alive,JAC,SF
acbknyc-2,Eliminated,PIT,LAC
Accorsi-4,Eliminated,JAC,LAC
Accorsi-5,Eliminated,JAC,TB
Accorsi-6,Alive,PIT,SF
Accorsi-7,Eliminated,DET,LAC
Accorsi-8,Eliminated,PHI,TB
Accorsi-9,Alive,DET,PHI
Accorsi-11,Alive,JAC,NE
Accorsi-12,Eliminated,JAC,LAC
Accorsi-13,Eliminated,JAC,TB
Accorsi-14,Eliminated,PIT,TB
Accorsi-15,Eliminated,DET,TB
Accorsi-16,Eliminated,PIT,LAC
aceb-1,Eliminated,PIT,TB
Aceragoff-1,Eliminated,JAC,TB
acieciura-1,Alive,PHI,SF
ackles-1,Eliminated,JAC,TB
ackles-2,Alive,PIT,SF
acmartinez1-1,Eliminated,PIT,TB
acmartinez1-2,Alive,JAC,PHI
acmartinez1-3,Alive,JAC,SF
ACRISURE-GLORY-1,Alive,PHI,SF
actionjoe-1,Alive,PIT,SF
actionjoe-2,Alive,PIT,SF
actionjoe-3,Alive,PIT,SF
actionjoe-4,Alive,PIT,SF
actionjoe-5,Alive,PIT,SF
actionjoe-6,Alive,PIT,SF
actionjoe-7,Alive,PIT,SF
actionjoe-8,Alive,PIT,SF
actionjoe-9,Alive,PIT,SF
actionjoe-10,Alive,PIT,SF
actionjoe-11,Alive,PIT,SF
actionjoe-12,Alive,PIT,SF
actionjoe-13,Alive,PIT,SF
actionjoe-14,Alive,PIT,SF
actionjoe-15,Alive,PIT,SF
actionjoe-16,Alive,PIT,SF
actionjoe-17,Alive,PIT,SF
actionjoe-18,Alive,PIT,SF
actionjoe-19,Alive,PIT,SF
actionjoe-20,Alive,PIT,SF
actionjoe-21,Alive,PIT,SF
actionjoe-22,Alive,PIT,SF
actionjoe-23,Alive,PIT,SF
actionjoe-24,Alive,PIT,SF
actionjoe-25,Alive,PIT,SF
actionjoe-26,Alive,PIT,SF
actionjoe-27,Alive,PIT,SF
actionjoe-28,Alive,PIT,SF
actionjoe-29,Alive,PIT,SF
actionjoe-30,Alive,PIT,SF
actionjoe-31,Alive,PIT,SF
actionjoe-32,Eliminated,PIT,BAL
actionjoe-33,Eliminated,PIT,BAL
actionjoe-34,Eliminated,PIT,BAL
actionjoe-35,Eliminated,PIT,BAL
actionjoe-36,Alive,PIT,SF
actionjoe-37,Alive,PIT,SF
actionjoe-38,Alive,PIT,SF
actionjoe-39,Alive,PIT,SF
actionjoe-40,Alive,PIT,SF
actionjoe-41,Alive,PIT,LA
actionjoe-42,Alive,PIT,LA
actionjoe-43,Eliminated,PIT,BAL
actionjoe-44,Eliminated,PIT,BAL
actionjoe-45,Alive,PIT,SF
actionjoe-46,Eliminated,PIT,BAL
actionjoe-47,Alive,DET,SF
actionjoe-48,Alive,DET,SF
actionjoe-49,Alive,DET,SF
actionjoe-50,Alive,DET,SF
actionjoe-51,Alive,DET,SF
actionjoe-52,Alive,DET,SF
actionjoe-53,Alive,DET,SF
actionjoe-54,Alive,DET,SF
actionjoe-55,Alive,DET,SF
actionjoe-56,Alive,DET,SF
actionjoe-57,Alive,DET,SF
actionjoe-58,Alive,DET,SF
actionjoe-59,Alive,DET,SF
actionjoe-60,Alive,DET,SF
actionjoe-61,Alive,DET,SF
actionjoe-62,Alive,DET,SF
actionjoe-63,Alive,DET,SF
actionjoe-64,Alive,DET,SF
actionjoe-65,Alive,DET,SF
actionjoe-66,Alive,DET,SF
actionjoe-67,Eliminated,DET,BAL
actionjoe-68,Eliminated,DET,BAL
actionjoe-69,Eliminated,DET,BAL
actionjoe-70,Alive,DET,SF
actionjoe-71,Alive,DET,SF
actionjoe-72,Alive,DET,SF
actionjoe-73,Alive,DET,SF
actionjoe-74,Alive,DET,SF
actionjoe-75,Alive,DET,SF
actionjoe-76,Alive,DET,SF
actionjoe-77,Alive,DET,SF
actionjoe-78,Alive,DET,SF
actionjoe-79,Eliminated,DET,BAL
actionjoe-80,Alive,DET,SF
actionjoe-81,Eliminated,DET,BAL
actionjoe-82,Eliminated,DET,BAL
actionjoe-83,Eliminated,DET,BAL
actionjoe-84,Eliminated,DET,BAL
actionjoe-85,Eliminated,DET,BAL
actionjoe-86,Alive,DET,SF
actionjoe-87,Alive,DET,SF
actionjoe-88,Eliminated,DET,BAL
actionjoe-89,Alive,DET,SF
actionjoe-90,Alive,DET,SF
actionjoe-91,Alive,DET,SF
actionjoe-92,Alive,DET,SF
actionjoe-93,Alive,DET,SF
actionjoe-94,Alive,DET,SF
actionjoe-95,Alive,DET,SF
actionjoe-96,Alive,DET,SF
actionjoe-97,Alive,DET,SF
actionjoe-98,Alive,DET,SF
actionjoe-99,Alive,DET,SF
actionjoe-100,Alive,DET,SF
actionjoe-130,Alive,JAC,SF
actionjoe-131,Alive,JAC,SF
actionjoe-132,Alive,JAC,SF
actionjoe-133,Eliminated,JAC,BAL
actionjoe-134,Alive,JAC,SF
actionjoe-135,Alive,JAC,SF
actionjoe-136,Alive,JAC,SF
actionjoe-137,Alive,JAC,SF
actionjoe-138,Alive,JAC,SF
actionjoe-139,Alive,JAC,SF
actionjoe-140,Alive,JAC,SF
actionjoe-141,Alive,JAC,SF
actionjoe-142,Alive,JAC,SF
actionjoe-143,Alive,JAC,SF
actionjoe-144,Alive,JAC,SF
actionjoe-145,Alive,JAC,SF
actionjoe-146,Alive,PHI,SF
actionjoe-147,Alive,PHI,SF
actionjoe-148,Alive,PHI,SF
actionjoe-149,Alive,PHI,SF
actionjoe-150,Alive,PHI,SF
actionsportscentral-1,Eliminated,JAC,LAC
adam1682-1,Alive,PIT,PHI
adam1682-2,Eliminated,PIT,TB
adam1682-3,Alive,JAC,SF
adam1682-4,Alive,JAC,SF
adam1682-5,Eliminated,JAC,TB
adam1682-6,Eliminated,JAC,BAL
adam1682-7,Alive,JAC,NE
adam1682-8,Eliminated,JAC,TB
adam1682-9,Eliminated,JAC,LAC
adam1682-10,Alive,JAC,KC
adam1682-11,Eliminated,JAC,CHI
adam1682-12,Eliminated,JAC,CHI
adam1682-13,Alive,JAC,DAL
adam1682-14,Alive,JAC,PHI
adam1682-15,Alive,JAC,PHI
adam1682-16,Alive,JAC,GB
adam1682-17,Eliminated,PIT,TB
adam1682-18,Eliminated,PIT,TB
adam1682-33,Alive,DET,SF
adam1682-34,Eliminated,DET,BAL
adam1682-35,Eliminated,DET,LAC
adam1682-36,Alive,DET,KC
adam1682-37,Eliminated,DET,CHI
adam1682-38,Eliminated,DET,TB
adam1682-39,Alive,DET,GB
adam1682-40,Alive,DET,NE
adam1682-41,Eliminated,PIT,LAC
adam1682-42,Alive,PIT,SF
adam1682-43,Alive,PIT,SF
adam1682-44,Alive,PIT,SF
adam1682-45,Alive,PIT,DAL
adam1682-46,Eliminated,PIT,BAL
adam1682-47,Eliminated,PIT,LAC
adam1682-48,Eliminated,PHI,TB
adam1682-49,Alive,PHI,SF
adam1682-50,Eliminated,PHI,LAC
adam1682-51,Alive,PHI,KC
adam1682-52,Alive,PHI,GB
adam1682-53,Eliminated,PHI,BAL
adam1682-54,Eliminated,LV,TB
adam1682-55,Eliminated,LV,TB
adam1682-56,Alive,LV,SF
adam1682-60,Eliminated,CIN,TB
adam1682-61,Eliminated,CIN,TB
adam1682-62,Alive,CIN,SF
adam1682-63,Alive,CHI,SF
adam1682-64,Eliminated,CHI,BAL
adam1682-65,Eliminated,CHI,TB
Adam-730-1,Eliminated,DET,TB
ADAM-GOLDMAN-1,Eliminated,PIT,TB
ADAM-NOUGATIERI-1,Eliminated,JAC,TB
AdamPagoria-1,Eliminated,PIT,LAC
ADEVRIES4-1,Eliminated,PIT,TB
admin-betz-1,Eliminated,JAC,TB
ADPOOL-1,Alive,JAC,SF
ADREAMKING-2,Alive,PHI,KC
Adrian-Rafalski-1,Eliminated,JAC,LAC
Adrian-Rafalski-2,Eliminated,JAC,TB
ADSCHWARTZ1-1,Eliminated,CIN,TB
ADSCHWARTZ1-2,Eliminated,PHI,CHI
ADSCHWARTZ1-3,Eliminated,PIT,TB
ADSCHWARTZ1-4,Alive,PIT,SF
ADSCHWARTZ1-5,Eliminated,PIT,LAC
ADSCHWARTZ1-6,Alive,PIT,SF
ADSCHWARTZ1-10,Eliminated,JAC,LAC
ADSCHWARTZ1-11,Eliminated,JAC,TB
AES-4912-1,Eliminated,KC,LAC
AES-4912-2,Eliminated,KC,LAC
afuruyama-1,Eliminated,JAC,TB
AG-732-1,Alive,JAC,SF
a-goody-1,Eliminated,PIT,TB
aholaday23-1,Alive,JAC,SF
aintnohobby-1,Alive,JAC,SF
AJ1980-1,Eliminated,JAC,TB
ajbryant9-1,Alive,PIT,
AJG12991-8,Alive,JAC,SF
AJG12991-9,Alive,JAC,SF
AJG12991-10,Alive,JAC,SF
AJG12991-11,Alive,JAC,SF
AJG12991-12,Alive,JAC,SF
AJG12991-13,Alive,DET,SF
AJG12991-14,Alive,DET,SF
AJG12991-15,Alive,DET,SF
AJG12991-16,Alive,DET,SF
AJG12991-17,Alive,DET,SF
AJG12991-18,Alive,DET,SF
AJG12991-19,Alive,PHI,SF
AJG12991-20,Alive,PHI,SF
AJG12991-21,Alive,PHI,SF
AJG12991-22,Alive,PHI,SF
AJG12991-23,Alive,PIT,SF
AJG12991-24,Alive,PIT,SF
AJG12991-25,Alive,NYJ,SF
AJG12991-26,Alive,CIN,SF
AJG12991-27,Alive,CIN,SF
AJG12991-28,Alive,CIN,SF
AJG12991-29,Alive,BAL,SF
AJG12991-30,Alive,BAL,SF
AJG12991-31,Alive,LV,SF
AJG12991-32,Alive,CHI,SF
ajporrasm-1,Alive,PHI,SF
ajporrasm-2,Eliminated,JAC,LAC
ajporrasm-3,Eliminated,JAC,TB
ajporrasm-4,Eliminated,PIT,TB
ajporrasm-5,Alive,JAC,SF
ajporrasm-6,Alive,PIT,PHI
ajporrasm-7,Alive,JAC,PHI
ajporrasm-8,Eliminated,JAC,TB
ajporrasm-9,Alive,JAC,SF
ajporrasm-10,Eliminated,PIT,TB
ajporrasm-11,Alive,PIT,SF
ajporrasm-12,Alive,PIT,SF
ajporrasm-13,Alive,PIT,SF
ajporrasm-14,Eliminated,PIT,TB
ajporrasm-16,Eliminated,PIT,LAC
ajporrasm-17,Eliminated,LV,LAC
ajporrasm-18,Alive,PIT,SF
ajporrasm-20,Alive,PIT,SF
ajporrasm-21,Alive,JAC,DAL
ajporrasm-23,Eliminated,LV,TB
ajporrasm-24,Alive,JAC,SF
ajporrasm-25,Eliminated,PHI,TB
ajporrasm-27,Alive,JAC,DAL
ajporrasm-29,Eliminated,LV,TB
ajporrasm-31,Alive,PIT,SF
ajporrasm-32,Eliminated,JAC,TB
ajporrasm-33,Alive,DET,SF
ajporrasm-34,Alive,DET,PHI
ajporrasm-39,Eliminated,PIT,LAC
ajporrasm-40,Alive,PIT,SF
ajporrasm-41,Eliminated,DET,LAC
ajporrasm-43,Alive,JAC,PHI
ajporrasm-44,Alive,PIT,SF
ajporrasm-47,Alive,PIT,SF
ajporrasm-48,Eliminated,JAC,LAC
ajporrasm-49,Alive,DET,SF
ajporrasm-51,Alive,JAC,SF
ajporrasm-52,Alive,PIT,SF
ajporrasm-53,Eliminated,LV,TB
ajporrasm-54,Alive,PHI,SF
ajporrasm-56,Alive,PIT,PHI
ajporrasm-57,Alive,JAC,SF
ajporrasm-59,Alive,PIT,PHI
ajporrasm-60,Eliminated,PIT,TB
ajporrasm-63,Eliminated,DET,LAC
ajporrasm-65,Alive,JAC,SF
ajporrasm-67,Alive,CIN,SF
ajporrasm-68,Eliminated,JAC,TB
ajporrasm-70,Alive,PIT,SF
ajporrasm-72,Eliminated,PHI,TB
ajporrasm-73,Eliminated,PIT,TB
ajporrasm-76,Alive,JAC,SF
ajporrasm-79,Alive,DET,DAL
ajporrasm-80,Alive,JAC,PHI
ajporrasm-81,Alive,JAC,PHI
ajporrasm-82,Eliminated,PHI,TB
ajporrasm-84,Eliminated,JAC,TB
ajporrasm-85,Eliminated,PHI,TB
ajporrasm-86,Alive,JAC,SF
ajporrasm-87,Eliminated,PIT,TB
ajporrasm-88,Eliminated,JAC,TB
ajporrasm-89,Alive,PHI,SF
ajporrasm-90,Alive,JAC,SF
ajporrasm-91,Alive,PIT,SF
ajporrasm-92,Alive,PIT,SF
ajporrasm-94,Alive,PIT,SF
ajporrasm-95,Alive,JAC,PHI
ajporrasm-96,Alive,PIT,DAL
ajporrasm-97,Eliminated,PIT,LAC
ajporrasm-98,Eliminated,PIT,TB
ajporrasm-99,Eliminated,PIT,TB
ajporrasm-100,Eliminated,PHI,TB
ajporrasm-101,Alive,JAC,PHI
ajporrasm-102,Alive,PHI,SF
ajporrasm-105,Alive,PIT,PHI
ajporrasm-106,Alive,PIT,SF
ajporrasm-107,Eliminated,JAC,TB
ajporrasm-108,Alive,JAC,PHI
ajporrasm-109,Alive,JAC,SF
ajporrasm-111,Eliminated,JAC,CHI
ajporrasm-112,Alive,PIT,PHI
ajporrasm-113,Eliminated,JAC,TB
ajporrasm-114,Alive,PHI,SF
ajporrasm-115,Alive,PIT,SF
ajporrasm-117,Eliminated,PIT,LAC
ajporrasm-118,Alive,PIT,SF
ajporrasm-120,Eliminated,JAC,TB
ajporrasm-121,Alive,JAC,SF
ajporrasm-122,Eliminated,PIT,TB
ajporrasm-125,Alive,JAC,PHI
ajporrasm-126,Alive,JAC,SF
ajporrasm-127,Eliminated,JAC,TB
ajporrasm-129,Alive,LV,PHI
ajporrasm-130,Alive,CHI,SF
ajporrasm-132,Eliminated,PIT,CHI
ajporrasm-134,Alive,LV,SF
ajporrasm-135,Alive,PIT,SF
ajporrasm-137,Eliminated,PHI,LAC
ajporrasm-139,Alive,PIT,SF
ajporrasm-140,Alive,PIT,PHI
ajporrasm-141,Eliminated,JAC,TB
ajporrasm-142,Eliminated,DET,LAC
ajporrasm-143,Alive,CHI,SF
ajporrasm-144,Alive,PIT,SF
ajporrasm-147,Alive,PIT,SF
ajporrasm-148,Alive,JAC,SF
ajporrasm-149,Alive,PIT,SF
ajreddy-1,Eliminated,PIT,TB
ajreddy-2,Alive,JAC,KC
ajv174-1,Eliminated,PIT,TB
ajv174-2,Eliminated,PIT,TB
ajv174-3,Eliminated,PIT,LAC
ajv174-4,Eliminated,JAC,CHI
ajv174-5,Eliminated,JAC,TB
ajv174-6,Eliminated,JAC,LAC
ajv174-7,Alive,JAC,CAR
ajv174-8,Eliminated,JAC,LAC
akersmt-1,Eliminated,JAC,TB
akjeff-1,Eliminated,PIT,TB
akreardon-1,Eliminated,JAC,TB
akreardon-2,Alive,JAC,SF
akshar-2,Eliminated,PHI,BAL
akshar-3,Alive,JAC,PHI
akuoesq1984-1,Eliminated,PIT,TB
al77862-1,Eliminated,JAC,TB
ALAMPERT5-1,Alive,MIN,PHI
alanseslowsky-1,Eliminated,JAC,TB
AlaskanBullWorm-1,Alive,JAC,KC
alco328-1,Eliminated,LV,TB
ALDRICH-1,Eliminated,PIT,LAC
ALDRICH-2,Alive,JAC,SF
Alec-Lindley-1,Alive,JAC,SF
alexfungali-1,Eliminated,PIT,TB
alexgee013-1,Eliminated,LV,LAC
alextodd-1,Eliminated,PIT,TB
Alexwoody-1,Alive,MIN,PHI
Alexwoody-2,Alive,MIN,PHI
Alexwoody-3,Eliminated,NYJ,LAC
Alexwoody-4,Eliminated,NYJ,LAC
Alexwoody-5,Eliminated,NYJ,BAL
Alexwoody-6,Eliminated,NYJ,BAL
Alexwoody-7,Eliminated,NYJ,BAL
Alexwoody-8,Eliminated,NYJ,BAL
Alexwoody-9,Eliminated,NYJ,BAL
Alexwoody-10,Eliminated,NYJ,BAL
Alexwoody-11,Eliminated,NYJ,BAL
Alexwoody-12,Eliminated,NYJ,BAL
Alexwoody-13,Eliminated,NYJ,BAL
Alexwoody-14,Eliminated,NYJ,BAL
Alexwoody-15,Eliminated,NYJ,BAL
Alexwoody-16,Eliminated,NYJ,BAL
Alexwoody-17,Eliminated,NYJ,BAL
Alexwoody-18,Eliminated,NYJ,BAL
Alexwoody-19,Eliminated,NYJ,BAL
Alexwoody-20,Eliminated,NYJ,LAC
Alexwoody-21,Eliminated,NYJ,BAL
Alexwoody-22,Eliminated,NYJ,LAC
Alexwoody-23,Eliminated,NYJ,LAC
Alexwoody-24,Eliminated,NYJ,LAC
Alexwoody-25,Eliminated,NYJ,LAC
Alexwoody-26,Eliminated,NYJ,LAC
Alexwoody-27,Eliminated,NYJ,LAC
Alexwoody-28,Eliminated,NYJ,LAC
Alexwoody-29,Eliminated,NYJ,LAC
Alexwoody-30,Eliminated,NYJ,LAC
Alexwoody-31,Eliminated,NYJ,LAC
Alexwoody-32,Eliminated,NYJ,LAC
Alexwoody-33,Eliminated,NYJ,LAC
Alexwoody-34,Eliminated,NYJ,LAC
Alexwoody-35,Eliminated,NYJ,LAC
Alexwoody-36,Eliminated,NYJ,LAC
Alexwoody-37,Eliminated,NYJ,LAC
Alexwoody-38,Eliminated,NYJ,LAC
Alexwoody-39,Eliminated,NYJ,LAC
Alexwoody-40,Eliminated,NYJ,LAC
Alexwoody-41,Eliminated,NYJ,LAC
Alexwoody-42,Eliminated,NYJ,BAL
Alexwoody-43,Eliminated,NYJ,BAL
Alexwoody-44,Eliminated,NYJ,BAL
Alexwoody-45,Eliminated,NYJ,BAL
Alexwoody-46,Eliminated,NYJ,BAL
Alexwoody-47,Eliminated,NYJ,BAL
Alexwoody-48,Eliminated,NYJ,BAL
Alexwoody-49,Eliminated,NYJ,BAL
Alexwoody-50,Alive,NYJ,PHI
Alexwoody-51,Eliminated,NYJ,LAC
Alexwoody-52,Eliminated,NYJ,LAC
Alexwoody-92,Eliminated,BUF,LAC
Alexwoody-93,Eliminated,BUF,LAC
Alexwoody-94,Eliminated,BUF,LAC
Alexwoody-95,Eliminated,BUF,LAC
Alexwoody-96,Eliminated,BUF,LAC
Alexwoody-97,Eliminated,BUF,LAC
Alexwoody-98,Eliminated,BUF,LAC
Alexwoody-99,Eliminated,BUF,LAC
Alexwoody-100,Eliminated,BUF,LAC
Alexwoody-101,Eliminated,BUF,BAL
Alexwoody-102,Eliminated,BUF,BAL
Alexwoody-103,Eliminated,BUF,LAC
Alexwoody-104,Eliminated,BUF,LAC
Alex-Zoldan-1,Eliminated,JAC,TB
Alex-Zoldan-3,Eliminated,DET,LAC
Alex-Zoldan-4,Alive,PHI,SF
Alex-Zoldan-6,Alive,JAC,PHI
Alex-Zoldan-9,Alive,JAC,KC
Alex-Zoldan-10,Eliminated,LV,BAL
algaboo-1,Eliminated,JAC,TB
algaboo-2,Alive,JAC,SF
alitro-1,Alive,JAC,CAR
Aliyah46-1,Alive,JAC,SF
AllanAkbar-1,Alive,JAC,PHI
Allin101-1,Alive,PIT,SF
All-In-The-Videos-1,Eliminated,JAC,TB
allyoucaneatbaby-1,Eliminated,JAC,TB
alotofdimes-1,Eliminated,JAC,TB
alotofdimes-2,Eliminated,NYJ,ATL
alval1227-1,Eliminated,JAC,TB
Alyssacarn-1,Alive,PIT,SF
Alyssacarn-5,Alive,LV,SF
Alyssacarn-6,Eliminated,JAC,TB
Alyssacarn-7,Alive,PIT,PHI
Alyssacarn-8,Eliminated,PHI,LAC
Alyssacarn-11,Eliminated,PIT,TB
Alyssacarn-12,Alive,JAC,DAL
Alyssacarn-14,Alive,CIN,SF
Alyssacarn-16,Alive,JAC,PHI
Alyssacarn-17,Eliminated,LV,TB
Alyssacarn-19,Eliminated,JAC,TB
Alyssacarn-20,Eliminated,JAC,TB
Alyssacarn-21,Eliminated,JAC,LAC
Alyssacarn-22,Alive,JAC,PHI
Alyssacarn-23,Alive,JAC,SF
