Year,Week,Team,Opponent,Sportsbook_Win_Pct,Estimated_Pick_Pct,Estimated_EV,Is_Upcoming_Week
2026,12,BUF,KC,0.7118,0.36031244353051195,1.9755076816816164,False
2026,12,LA,GB,0.5851,0.14886009912928969,3.9305361438179762,False
2026,12,PHI,DAL,0.6936,0.14833427320745501,4.67592542844064,False
2026,12,DET,CHI,0.5699,0.10802648926603639,5.2755579105834824,False
2026,12,DEN,PIT,0.5726,0.049542238280172776,11.55781450086722,False
2026,12,PIT,DEN,0.4207,0.04234285469988098,9.935560627214455,False
2026,12,DAL,PHI,0.3064,0.040041592445644286,7.652043320103522,False
2026,12,CHI,DET,0.4301,0.038417803762969986,11.195330234222373,False
2026,12,KC,BUF,0.2882,0.032217645422580626,8.945408524423298,False
2026,12,GB,LA,0.4149,0.03190456025545834,13.004410550652159,False
