EntryName,Total_Wins,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14,Week_15,Week_16,Week_17,Week_18,Planner,Contrarian,EV Hunter,Sprinter,Hoarder,Tourist,Picks_Used,Primary_Archetype,Archetype_Mix,Confidence
PISO MOJADO-4,8,NE,TEN,IND,TB,HOU,PIT,BUF,KC,ARI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
PRESENCE-3,8,BUF,GB,CLE,LAR,NO,KC,TB,PHI,ARI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Putting on the foil-2,8,BUF,PIT,IND,LAR,BAL,MIA,LAC,KC,TB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Shamy-1,8,PIT,KC,NE,BAL,NO,MIA,BUF,PHI,ARI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
SMOOTH TASTE FOOL YA-5,8,BUF,CLE,NE,TB,HOU,MIA,NO,PHI,ARI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
TAPPEDOUTATWALLYS-1,8,KC,PIT,NE,LAR,BAL,IND,BUF,TB,ARI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
USA2020-1,8,BUF,PIT,NE,LAR,BAL,MIA,LAC,KC,ARI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
4KW1617-1,7,BAL,SF,IND,LAR,ARI,MIA,BUF,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
ACHILLES12-2,7,BUF,TB,CLE,LAR,DAL,IND,NO,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Aspxtreme-1,7,PIT,TB,IND,LAR,ARI,MIA,LAC,GB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
ASTROFAN63-1,7,BUF,TEN,IND,LAR,BAL,MIA,NO,GB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
CONCHLIFE-1,7,BUF,TB,IND,LAR,BAL,MIA,LAC,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
FarmVille Boys-1,7,PIT,SF,CLE,LAR,ARI,BAL,BUF,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
FTGB-1,7,BUF,ARI,CLE,BAL,LAR,IND,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
FTGB-2,7,NE,TB,IND,LAR,HOU,MIA,BUF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
FTGB-4,7,BUF,TEN,CLE,LAR,ARI,MIA,KC,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
HANS GRUBER-1,7,KC,TB,CLE,LAR,BAL,IND,PHI,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Haven Road-1,7,BUF,TB,CLE,LAR,HOU,MIA,KC,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Heavy Weight Heads-2,7,BUF,TEN,IND,LAR,BAL,MIA,LAC,GB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
hoffytime.-3,7,KC,TB,CLE,LAR,NO,IND,PHI,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
JRSCIBBS420-1,7,PIT,GB,TB,LAR,NO,MIA,BUF,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
LEMONADE GORILLAS-1,7,NE,KC,IND,LAR,BAL,MIA,LAC,GB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Mamba Forever-2,7,BUF,ARI,IND,TB,NO,BAL,LAR,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Midland Mad Man-1,7,BUF,KC,IND,LAR,ARI,MIA,PHI,GB,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
PRESENCE-1,7,NO,KC,CLE,TB,ARI,PIT,BUF,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,94.1,28.1,75.0,75.0,14.1,48.4,1,Planner,Planner (94),Low
St. Jude 100K-1,7,KC,BUF,TB,LAR,SEA,IND,GB,TEN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
BEANS-1,6,KC,TB,IND,LAR,ARI,MIA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
PLYTKR.-2,6,BUF,TB,IND,LAR,PIT,MIA,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Potvin Sox-1,6,NE,KC,IND,LAR,SEA,MIA,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
1DAYRAY-2,5,BAL,KC,IND,LAR,DAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
617 to 702-5,5,BUF,PIT,SEA,GB,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
ALWAYS WATCHING-1,5,BUF,ARI,IND,LAR,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
BACKYARD MB-1,5,BUF,TEN,IND,LAR,ARI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
BBOSSE22-2,5,BUF,KC,CLE,LAR,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Beast betting house-3,5,PIT,TB,CLE,BAL,HOU,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
BIG DEAL-3,5,BUF,TB,IND,BAL,HOU,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
BIG LIB-1,5,BAL,TB,IND,LAR,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
BIGDNICK-3,5,NE,TEN,IND,BAL,NO,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
BonkAgainstTheSpread-4,5,BUF,PIT,SF,BAL,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
BRONCBOYS-1,5,BUF,TEN,IND,LAR,PIT,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Chaddie & Maddie-5,5,BUF,PIT,TB,BAL,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
COOLCATSANDKITTENS-1,5,KC,TB,IND,GB,ARI,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
docsvegaspicks-1,5,KC,TB,IND,LAR,HOU,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
DRYDIN-4,5,KC,TEN,IND,BAL,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
ESSENTIAL BETTORS-5,5,BAL,KC,IND,LAR,PIT,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
Exodus 20-2,5,BAL,GB,IND,LAR,SEA,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
Fatdaddycool-1,5,BAL,SF,IND,LAR,SEA,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
Football Junkies-5,5,BAL,TB,CLE,LAR,DAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
Gamblenomics-2,5,KC,GB,IND,LAR,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Goodfellas-1,5,KC,TEN,IND,LAR,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Got2wins-3,5,PIT,ARI,IND,BAL,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
HAMMERS BAR-1,5,KC,PIT,IND,LAR,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Iceman Champion-1,5,BUF,KC,TB,LAR,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
ICEMAN650-3,5,SEA,PIT,CLE,TB,ARI,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,57.8,48.4,48.4,3.8,73.4,1,Tourist,Tourist (73) / Planner (59),Low
IMAWHALE SPORTS-1,5,BAL,KC,IND,LAR,PIT,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
JOE D-2,5,KC,TB,IND,BAL,ARI,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
Kamara and Friends-1,5,BUF,ARI,IND,LAR,DAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
KNOWSTRADAMUS-1,5,BUF,TEN,IND,TB,ARI,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Kravity-1,5,PIT,CHI,IND,LAR,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,100.0,18.8,81.2,81.2,15.2,37.5,1,Planner,Planner (100),Low
Larry B 27-2,5,BUF,TB,IND,LAR,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Larry B 27-5,5,BUF,ARI,IND,BAL,PIT,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
MINTF-3,5,KC,TEN,IND,LAR,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,95.6,12.5,96.9,96.9,7.6,13.3,1,EV Hunter,EV Hunter (97) / Sprinter (97) / Planner (96),Low
MONEY OBSCENE-3,5,BUF,PIT,TB,BAL,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
NOT GROUND POOR-1,5,BUF,TB,IND,GB,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
PA Pride-2,5,BUF,TEN,IND,LAR,NO,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
PGAMOPTOUR5-3,5,NE,TB,IND,LAR,BAL,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,58.8,6.2,93.8,93.8,46.9,34.4,1,EV Hunter,EV Hunter (94) / Sprinter (94),Low
Puppy Kisses-4,5,BUF,PIT,CLE,BAL,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
Puppy Kisses-5,5,BUF,PIT,CLE,BAL,LAR,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
RICHIE RICH-1,5,BAL,KC,IND,LAR,DAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
Sand Bagger-1,5,BUF,ARI,IND,LAR,DAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
scourrge-5,5,BUF,CLE,IND,BAL,ARI,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
SIN CITY LORI-2,5,BAL,ARI,IND,LAR,PIT,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,9.4,87.5,87.5,0.0,17.2,1,Planner,Planner (88) / EV Hunter (88) / Sprinter (88),Low
SIN CITY LORI-3,5,BUF,TB,CLE,LAR,DAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
SJM-3,5,BUF,SF,IND,BAL,SEA,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
SLIPSPORTS-1,5,BUF,TEN,IND,GB,BAL,NE,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,3.1,84.4,84.4,23.7,31.2,1,Planner,Planner (88) / EV Hunter (84) / Sprinter (84),Low
