EntryName,Total_Wins,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14,Week_15,Week_16,Week_17,Week_18,Planner,Contrarian,EV Hunter,Sprinter,Hoarder,Tourist,Picks_Used,Primary_Archetype,Archetype_Mix,Confidence
LANASBLUNTED-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Lehrjet-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Lehrjet-3,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Lightning-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Lightning-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Lightning-3,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Lightning-4,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
LIL CHUYS-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Live Healthy Rich-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
LIZ-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
LIZ-3,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
LIZ-4,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
LIZ-5,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
LOCKS ANONYMOUS-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Locksmith-3,0,MIN,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,88.2,43.8,48.4,48.4,18.9,89.8,1,Tourist,Tourist (90) / Planner (88),Low
LOLawyers-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
LORD OF LAS VEGAS-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Lord Smith-2,0,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,52.9,21.9,100.0,100.0,50.0,35.9,1,EV Hunter,EV Hunter (100) / Sprinter (100),Low
LOS GUAPOS-2,0,PHI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,61.7,15.6,78.1,78.1,48.8,48.4,1,EV Hunter,EV Hunter (78) / Sprinter (78),Low
LOS GUAPOS-3,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Luck Box-1,0,PHI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,61.7,15.6,78.1,78.1,48.8,48.4,1,EV Hunter,EV Hunter (78) / Sprinter (78),Low
Luckydog-1,0,PHI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,61.7,15.6,78.1,78.1,48.8,48.4,1,EV Hunter,EV Hunter (78) / Sprinter (78),Low
LUNCHMEAT-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Luther41-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Luther41-4,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MALM20-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MALM20-5,0,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,52.9,21.9,100.0,100.0,50.0,35.9,1,EV Hunter,EV Hunter (100) / Sprinter (100),Low
Mamba Forever-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Mare's Nest-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Marginal Phophet's-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MATTISPRO-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MBEASY-1,0,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,52.9,21.9,100.0,100.0,50.0,35.9,1,EV Hunter,EV Hunter (100) / Sprinter (100),Low
MBEASY-2,0,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,52.9,21.9,100.0,100.0,50.0,35.9,1,EV Hunter,EV Hunter (100) / Sprinter (100),Low
MBEASY-3,0,PHI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,61.7,15.6,78.1,78.1,48.8,48.4,1,EV Hunter,EV Hunter (78) / Sprinter (78),Low
Mcduffys-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MCM3312-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MCM3312-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MCPREDICTS-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
McQuarters-1,0,PHI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,61.7,15.6,78.1,78.1,48.8,48.4,1,EV Hunter,EV Hunter (78) / Sprinter (78),Low
Mean Machine-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MeAndTonyG-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Meegs Mafia-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MEXIMELT-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MEXIMELT-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MEXIMELT-3,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MEXIMELT-4,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MEXIMELT-5,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MICHCONN-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Midnight Cat-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Midnight Cat-3,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Midnight Cat-5,0,PHI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,61.7,15.6,78.1,78.1,48.8,48.4,1,EV Hunter,EV Hunter (78) / Sprinter (78),Low
Mikex2nRH-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Mikey D-1,0,SF,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,52.9,21.9,100.0,100.0,50.0,35.9,1,EV Hunter,EV Hunter (100) / Sprinter (100),Low
Mikey D-2,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
Mikey D-3,0,PHI,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,61.7,15.6,78.1,78.1,48.8,48.4,1,EV Hunter,EV Hunter (78) / Sprinter (78),Low
MIKEYBARTS-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
millertiming-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MINTF-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MINTF-4,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
mlbpitcherPSYCHIC-3,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MONEY OBSCENE-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MoneyMikes64-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MonsterLoc-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MonsterLoc-3,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
MONTANA-1,0,IND,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,ELIMINATED,82.3,0.0,90.6,90.6,25.5,23.4,1,EV Hunter,EV Hunter (91) / Sprinter (91) / Planner (82),Low
