week,team,actual,behavioral,topdown,behavioral_err,topdown_err,alive,entry_logloss,entry_top1
3,ARI,0.0,0.00303,0.00032,0.00303,0.00032,2001,2.6779,0.0695
3,ATL,0.01299,0.00292,0.00245,-0.01007,-0.01054,2001,2.6779,0.0695
3,BAL,0.01199,0.0057,0.01121,-0.0063,-0.00078,2001,2.6779,0.0695
3,BUF,0.005,0.00968,0.01166,0.00468,0.00667,2001,2.6779,0.0695
3,CAR,0.0,0.00557,0.00303,0.00557,0.00303,2001,2.6779,0.0695
3,CHI,0.03248,0.04883,0.07694,0.01635,0.04446,2001,2.6779,0.0695
3,CIN,0.30385,0.11802,0.16864,-0.18583,-0.13521,2001,2.6779,0.0695
3,CLE,0.10295,0.01197,0.01163,-0.09097,-0.09131,2001,2.6779,0.0695
3,DAL,0.0005,0.01599,0.00198,0.01549,0.00149,2001,2.6779,0.0695
3,DEN,0.002,0.00171,0.00131,-0.00028,-0.00069,2001,2.6779,0.0695
3,DET,0.0,0.00419,5e-05,0.00419,5e-05,2001,2.6779,0.0695
3,GB,0.001,0.00424,0.00146,0.00324,0.00047,2001,2.6779,0.0695
3,HOU,0.0015,0.00611,0.00232,0.00461,0.00082,2001,2.6779,0.0695
3,IND,0.0,0.00041,0.00059,0.00041,0.00059,2001,2.6779,0.0695
3,JAX,0.0005,0.00177,0.00052,0.00127,2e-05,2001,2.6779,0.0695
3,KC,0.12994,0.13984,0.18933,0.0099,0.05939,2001,2.6779,0.0695
3,LA,0.0095,0.0482,0.01295,0.0387,0.00346,2001,2.6779,0.0695
3,LAC,0.06397,0.26016,0.21068,0.19619,0.14671,2001,2.6779,0.0695
3,LV,0.008,0.01882,0.00925,0.01082,0.00126,2001,2.6779,0.0695
3,MIA,0.001,0.00157,0.00193,0.00057,0.00093,2001,2.6779,0.0695
3,MIN,0.18341,0.04512,0.11721,-0.13829,-0.0662,2001,2.6779,0.0695
3,NE,0.0,0.00775,0.0005,0.00775,0.0005,2001,2.6779,0.0695
3,NO,0.0035,0.01813,0.00432,0.01463,0.00083,2001,2.6779,0.0695
3,NYG,0.003,0.00359,0.00282,0.00059,-0.00017,2001,2.6779,0.0695
3,NYJ,0.0005,0.00464,0.00065,0.00414,0.00015,2001,2.6779,0.0695
3,PHI,0.11194,0.09438,0.13623,-0.01756,0.02429,2001,2.6779,0.0695
3,PIT,0.0,0.0129,0.00676,0.0129,0.00676,2001,2.6779,0.0695
3,SEA,0.0025,0.05419,0.00779,0.05169,0.00529,2001,2.6779,0.0695
3,SF,0.0065,0.02591,0.00138,0.01941,-0.00512,2001,2.6779,0.0695
3,TB,0.001,0.01799,0.00204,0.01699,0.00104,2001,2.6779,0.0695
3,TEN,0.0005,0.00485,0.00195,0.00435,0.00145,2001,2.6779,0.0695
3,WAS,0.0,0.00182,6e-05,0.00182,6e-05,2001,2.6779,0.0695
4,ARI,0.00387,0.01236,0.01329,0.00849,0.00942,1550,2.0159,0.331
4,ATL,0.00129,0.00383,0.00059,0.00254,-0.0007,1550,2.0159,0.331
4,BAL,0.0,0.00077,0.00022,0.00077,0.00022,1550,2.0159,0.331
4,BUF,0.0,0.00542,0.00245,0.00542,0.00245,1550,2.0159,0.331
4,CAR,0.00194,0.01052,0.00348,0.00859,0.00154,1550,2.0159,0.331
4,CHI,0.0,0.0101,0.0015,0.0101,0.0015,1550,2.0159,0.331
4,CIN,0.04839,0.0305,0.01274,-0.01789,-0.03565,1550,2.0159,0.331
4,CLE,0.00516,0.02428,0.00374,0.01912,-0.00142,1550,2.0159,0.331
4,DAL,0.02065,0.04098,0.05132,0.02033,0.03068,1550,2.0159,0.331
4,DEN,0.0,0.00447,0.00027,0.00447,0.00027,1550,2.0159,0.331
4,DET,0.05871,0.01931,0.05826,-0.0394,-0.00045,1550,2.0159,0.331
4,GB,0.44452,0.25648,0.55859,-0.18804,0.11408,1550,2.0159,0.331
4,HOU,0.0,0.0026,0.00013,0.0026,0.00013,1550,2.0159,0.331
4,IND,0.03161,0.01883,0.01936,-0.01279,-0.01226,1550,2.0159,0.331
4,JAX,0.0,0.00059,7e-05,0.00059,7e-05,1550,2.0159,0.331
4,KC,0.00129,0.01391,0.00044,0.01262,-0.00085,1550,2.0159,0.331
4,LA,0.0,0.01215,0.00085,0.01215,0.00085,1550,2.0159,0.331
4,LAC,0.10516,0.05976,0.09795,-0.0454,-0.00722,1550,2.0159,0.331
4,LV,0.02516,0.01864,0.00656,-0.00652,-0.0186,1550,2.0159,0.331
4,MIA,0.0,0.00219,0.00142,0.00219,0.00142,1550,2.0159,0.331
4,MIN,0.01355,0.0087,0.00105,-0.00485,-0.0125,1550,2.0159,0.331
4,NE,0.0,0.00313,7e-05,0.00313,7e-05,1550,2.0159,0.331
4,NO,0.0,0.00645,0.00058,0.00645,0.00058,1550,2.0159,0.331
4,NYG,0.01226,0.0126,0.01672,0.00034,0.00446,1550,2.0159,0.331
4,NYJ,0.00065,0.0003,0.00025,-0.00035,-0.00039,1550,2.0159,0.331
4,PHI,0.10903,0.10646,0.08582,-0.00257,-0.02321,1550,2.0159,0.331
4,PIT,0.11419,0.30094,0.05943,0.18675,-0.05477,1550,2.0159,0.331
4,SEA,0.0,0.0053,0.0003,0.0053,0.0003,1550,2.0159,0.331
4,SF,0.00258,0.00295,0.00089,0.00037,-0.00169,1550,2.0159,0.331
4,TB,0.0,0.00104,0.00124,0.00104,0.00124,1550,2.0159,0.331
4,TEN,0.0,0.0036,0.00024,0.0036,0.00024,1550,2.0159,0.331
4,WAS,0.0,0.00086,0.00017,0.00086,0.00017,1550,2.0159,0.331
5,ARI,0.00082,0.00278,9e-05,0.00197,-0.00073,1222,2.0168,0.1187
5,ATL,0.0,0.00132,6e-05,0.00132,6e-05,1222,2.0168,0.1187
5,BAL,0.00164,0.01331,0.00167,0.01167,4e-05,1222,2.0168,0.1187
5,BUF,0.10884,0.25899,0.38949,0.15015,0.28065,1222,2.0168,0.1187
5,CAR,0.0,0.00097,9e-05,0.00097,9e-05,1222,2.0168,0.1187
5,CHI,0.0,0.00249,6e-05,0.00249,6e-05,1222,2.0168,0.1187
5,CIN,0.0,0.00227,0.00015,0.00227,0.00015,1222,2.0168,0.1187
5,CLE,0.00082,0.01093,0.00048,0.01012,-0.00034,1222,2.0168,0.1187
5,DAL,0.0,0.00142,0.00011,0.00142,0.00011,1222,2.0168,0.1187
5,DEN,0.00327,0.01775,0.01558,0.01447,0.01231,1222,2.0168,0.1187
5,DET,0.0,0.00263,0.00026,0.00263,0.00026,1222,2.0168,0.1187
5,GB,0.03928,0.02268,0.00745,-0.0166,-0.03183,1222,2.0168,0.1187
5,HOU,0.0,0.00268,8e-05,0.00268,8e-05,1222,2.0168,0.1187
5,IND,0.0,0.00662,0.00014,0.00662,0.00014,1222,2.0168,0.1187
5,JAX,0.36743,0.15473,0.14788,-0.2127,-0.21955,1222,2.0168,0.1187
5,KC,0.02128,0.03797,0.07687,0.0167,0.0556,1222,2.0168,0.1187
5,LA,0.00082,0.02044,0.00814,0.01962,0.00733,1222,2.0168,0.1187
5,LAC,0.00082,0.00737,0.00079,0.00655,-3e-05,1222,2.0168,0.1187
5,LV,0.0,0.00068,6e-05,0.00068,6e-05,1222,2.0168,0.1187
5,MIA,0.0,0.01948,0.00515,0.01948,0.00515,1222,2.0168,0.1187
5,MIN,0.13993,0.06723,0.12445,-0.07271,-0.01549,1222,2.0168,0.1187
5,NE,0.00327,0.03401,0.00163,0.03073,-0.00165,1222,2.0168,0.1187
5,NO,0.03191,0.02527,0.01888,-0.00664,-0.01303,1222,2.0168,0.1187
5,NYG,0.0,0.00188,6e-05,0.00188,6e-05,1222,2.0168,0.1187
5,NYJ,0.0,0.00424,0.00015,0.00424,0.00015,1222,2.0168,0.1187
5,PHI,0.00164,0.01877,0.00263,0.01713,0.001,1222,2.0168,0.1187
5,PIT,0.0,0.00062,6e-05,0.00062,6e-05,1222,2.0168,0.1187
5,SEA,0.0,0.00514,6e-05,0.00514,6e-05,1222,2.0168,0.1187
5,SF,0.04583,0.0433,0.02452,-0.00252,-0.02131,1222,2.0168,0.1187
5,TB,0.23241,0.18721,0.16312,-0.0452,-0.06928,1222,2.0168,0.1187
5,TEN,0.0,0.01885,0.00936,0.01885,0.00936,1222,2.0168,0.1187
5,WAS,0.0,0.00596,0.00047,0.00596,0.00047,1222,2.0168,0.1187
6,ARI,0.01114,0.01659,0.00832,0.00545,-0.00282,718,1.6875,0.461
6,ATL,0.0,0.00081,1e-05,0.00081,1e-05,718,1.6875,0.461
6,BAL,0.04318,0.03442,0.03705,-0.00876,-0.00612,718,1.6875,0.461
6,BUF,0.0,0.00346,0.00089,0.00346,0.00089,718,1.6875,0.461
6,CAR,0.0,0.00136,0.00026,0.00136,0.00026,718,1.6875,0.461
6,CHI,0.00836,0.01372,0.00793,0.00537,-0.00043,718,1.6875,0.461
6,CIN,0.00139,0.01025,0.00534,0.00886,0.00395,718,1.6875,0.461
6,CLE,0.00696,0.01652,0.00329,0.00956,-0.00367,718,1.6875,0.461
6,DAL,0.0,0.00053,0.00015,0.00053,0.00015,718,1.6875,0.461
6,DEN,0.0,0.00426,0.00012,0.00426,0.00012,718,1.6875,0.461
6,GB,0.14206,0.04664,0.12237,-0.09542,-0.01969,718,1.6875,0.461
6,IND,0.00836,0.01317,0.0076,0.00482,-0.00075,718,1.6875,0.461
6,JAX,0.0,0.01367,0.00059,0.01367,0.00059,718,1.6875,0.461
6,KC,0.0,0.0017,0.00018,0.0017,0.00018,718,1.6875,0.461
6,LA,0.38301,0.4949,0.42445,0.11189,0.04144,718,1.6875,0.461
6,LAC,0.05989,0.04429,0.02681,-0.0156,-0.03308,718,1.6875,0.461
6,MIA,0.00139,0.01979,0.00018,0.01839,-0.00122,718,1.6875,0.461
6,MIN,0.01114,0.00398,0.02011,-0.00717,0.00896,718,1.6875,0.461
6,NE,0.0,0.0127,0.00052,0.0127,0.00052,718,1.6875,0.461
6,NO,0.0,0.01006,8e-05,0.01006,8e-05,718,1.6875,0.461
6,NYG,0.0,0.00228,0.0001,0.00228,0.0001,718,1.6875,0.461
6,NYJ,0.0,0.00133,0.0,0.00133,0.0,718,1.6875,0.461
6,PHI,0.06407,0.03681,0.01292,-0.02726,-0.05114,718,1.6875,0.461
6,PIT,0.0,0.00697,0.00026,0.00697,0.00026,718,1.6875,0.461
6,SEA,0.0,0.01892,0.00022,0.01892,0.00022,718,1.6875,0.461
6,SF,0.08357,0.10893,0.06692,0.02536,-0.01665,718,1.6875,0.461
6,TB,0.17131,0.04424,0.25148,-0.12706,0.08017,718,1.6875,0.461
6,WAS,0.00418,0.01772,0.00183,0.01354,-0.00235,718,1.6875,0.461
7,ARI,0.00526,0.00839,0.00944,0.00312,0.00418,380,1.4873,0.4684
7,ATL,0.0,0.00079,0.0,0.00079,0.0,380,1.4873,0.4684
7,BAL,0.00263,0.01722,0.03896,0.01459,0.03633,380,1.4873,0.4684
7,CAR,0.0,0.00087,2e-05,0.00087,2e-05,380,1.4873,0.4684
7,CHI,0.0,0.00058,1e-05,0.00058,1e-05,380,1.4873,0.4684
7,CIN,0.01316,0.06091,0.04071,0.04775,0.02755,380,1.4873,0.4684
7,CLE,0.0,0.00142,6e-05,0.00142,6e-05,380,1.4873,0.4684
7,DAL,0.01579,0.01765,0.07831,0.00186,0.06252,380,1.4873,0.4684
7,DEN,0.0,0.01342,0.00229,0.01342,0.00229,380,1.4873,0.4684
7,DET,0.0,0.00067,6e-05,0.00067,6e-05,380,1.4873,0.4684
7,GB,0.0,0.00158,0.01135,0.00158,0.01135,380,1.4873,0.4684
7,HOU,0.0,0.00127,3e-05,0.00127,3e-05,380,1.4873,0.4684
7,IND,0.0,0.00405,0.00034,0.00405,0.00034,380,1.4873,0.4684
7,JAX,0.01316,0.02927,0.00358,0.01611,-0.00957,380,1.4873,0.4684
7,KC,0.0,0.00347,0.00067,0.00347,0.00067,380,1.4873,0.4684
7,LAC,0.01316,0.0222,0.01486,0.00904,0.0017,380,1.4873,0.4684
7,LV,0.22105,0.24221,0.27117,0.02116,0.05012,380,1.4873,0.4684
7,MIA,0.07105,0.02865,0.0673,-0.0424,-0.00375,380,1.4873,0.4684
7,NE,0.46053,0.41228,0.21905,-0.04825,-0.24147,380,1.4873,0.4684
7,NO,0.0,0.00969,0.00023,0.00969,0.00023,380,1.4873,0.4684
7,NYG,0.0,0.0033,0.00495,0.0033,0.00495,380,1.4873,0.4684
7,NYJ,0.0,0.00504,0.00583,0.00504,0.00583,380,1.4873,0.4684
7,PIT,0.0,0.00176,7e-05,0.00176,7e-05,380,1.4873,0.4684
7,SEA,0.0,0.0025,5e-05,0.0025,5e-05,380,1.4873,0.4684
7,SF,0.0,0.0006,0.00035,0.0006,0.00035,380,1.4873,0.4684
7,TB,0.18421,0.09382,0.22885,-0.09039,0.04464,380,1.4873,0.4684
7,TEN,0.0,0.01036,0.00143,0.01036,0.00143,380,1.4873,0.4684
7,WAS,0.0,0.00604,0.0,0.00604,0.0,380,1.4873,0.4684
8,ARI,0.0,0.00691,0.00153,0.00691,0.00153,125,1.5357,0.544
8,ATL,0.096,0.0107,0.03236,-0.0853,-0.06364,125,1.5357,0.544
8,BAL,0.0,0.00361,0.00035,0.00361,0.00035,125,1.5357,0.544
8,BUF,0.016,0.1261,0.18234,0.1101,0.16634,125,1.5357,0.544
8,CAR,0.0,0.01041,0.00118,0.01041,0.00118,125,1.5357,0.544
8,CHI,0.0,0.00032,9e-05,0.00032,9e-05,125,1.5357,0.544
8,CIN,0.0,0.00888,0.02351,0.00888,0.02351,125,1.5357,0.544
8,CLE,0.0,0.00778,0.00028,0.00778,0.00028,125,1.5357,0.544
8,DAL,0.488,0.29887,0.2453,-0.18913,-0.2427,125,1.5357,0.544
8,DEN,0.0,0.00503,0.00075,0.00503,0.00075,125,1.5357,0.544
8,DET,0.0,0.00306,0.00028,0.00306,0.00028,125,1.5357,0.544
8,GB,0.0,4e-05,2e-05,4e-05,2e-05,125,1.5357,0.544
8,HOU,0.0,0.00605,0.00118,0.00605,0.00118,125,1.5357,0.544
8,IND,0.008,0.00918,0.01879,0.00118,0.01079,125,1.5357,0.544
8,JAX,0.008,0.02221,0.0015,0.01421,-0.0065,125,1.5357,0.544
8,LA,0.0,0.00405,0.01103,0.00405,0.01103,125,1.5357,0.544
8,LV,0.0,0.00136,0.00592,0.00136,0.00592,125,1.5357,0.544
8,MIA,0.032,0.01729,0.10069,-0.01471,0.06869,125,1.5357,0.544
8,MIN,0.0,0.01203,0.02786,0.01203,0.02786,125,1.5357,0.544
8,NE,0.008,0.01427,0.01501,0.00627,0.00701,125,1.5357,0.544
8,NO,0.0,0.01364,0.00718,0.01364,0.00718,125,1.5357,0.544
8,NYG,0.0,0.00252,0.00032,0.00252,0.00032,125,1.5357,0.544
8,NYJ,0.0,0.00775,0.00046,0.00775,0.00046,125,1.5357,0.544
8,PHI,0.304,0.31531,0.23982,0.01131,-0.06418,125,1.5357,0.544
8,PIT,0.0,0.00028,0.00024,0.00028,0.00024,125,1.5357,0.544
8,SEA,0.024,0.04718,0.00614,0.02318,-0.01786,125,1.5357,0.544
8,SF,0.0,0.00312,0.0002,0.00312,0.0002,125,1.5357,0.544
8,TB,0.0,0.00595,0.00188,0.00595,0.00188,125,1.5357,0.544
8,TEN,0.016,0.02793,0.07341,0.01193,0.05741,125,1.5357,0.544
8,WAS,0.0,0.00818,0.00037,0.00818,0.00037,125,1.5357,0.544
9,ARI,0.00813,0.00986,0.01772,0.00173,0.00959,123,1.3194,0.6016
9,ATL,0.0,0.00665,0.00021,0.00665,0.00021,123,1.3194,0.6016
9,BAL,0.0,0.01026,0.00151,0.01026,0.00151,123,1.3194,0.6016
9,BUF,0.05691,0.04353,0.12689,-0.01338,0.06998,123,1.3194,0.6016
9,CAR,0.0,0.00454,0.0,0.00454,0.0,123,1.3194,0.6016
9,CHI,0.0,0.0109,0.0,0.0109,0.0,123,1.3194,0.6016
9,CIN,0.19512,0.14084,0.19417,-0.05428,-0.00095,123,1.3194,0.6016
9,DET,0.0,0.01924,0.0,0.01924,0.0,123,1.3194,0.6016
9,GB,0.0,0.00184,0.0112,0.00184,0.0112,123,1.3194,0.6016
9,HOU,0.0,0.00247,0.00081,0.00247,0.00081,123,1.3194,0.6016
9,IND,0.0,0.00453,7e-05,0.00453,7e-05,123,1.3194,0.6016
9,JAX,0.0,0.02833,5e-05,0.02833,5e-05,123,1.3194,0.6016
9,KC,0.38211,0.24938,0.22425,-0.13273,-0.15786,123,1.3194,0.6016
9,LA,0.0,0.00604,0.00012,0.00604,0.00012,123,1.3194,0.6016
9,LAC,0.0,0.03655,0.01348,0.03655,0.01348,123,1.3194,0.6016
9,LV,0.0,0.00438,0.01142,0.00438,0.01142,123,1.3194,0.6016
9,MIA,0.01626,0.02204,0.0409,0.00578,0.02464,123,1.3194,0.6016
9,MIN,0.0,0.0188,0.03317,0.0188,0.03317,123,1.3194,0.6016
9,NE,0.14634,0.12765,0.10223,-0.01869,-0.04412,123,1.3194,0.6016
9,NO,0.0,0.00812,0.0003,0.00812,0.0003,123,1.3194,0.6016
9,NYJ,0.0,0.00272,1e-05,0.00272,1e-05,123,1.3194,0.6016
9,PHI,0.19512,0.14363,0.20207,-0.05149,0.00695,123,1.3194,0.6016
9,SEA,0.0,0.07267,0.01722,0.07267,0.01722,123,1.3194,0.6016
9,TB,0.0,0.00679,0.0022,0.00679,0.0022,123,1.3194,0.6016
9,TEN,0.0,0.00143,0.0,0.00143,0.0,123,1.3194,0.6016
9,WAS,0.0,0.01681,0.0,0.01681,0.0,123,1.3194,0.6016
10,ARI,0.0,0.00279,0.00014,0.00279,0.00014,115,2.0661,0.1565
10,ATL,0.0,0.00983,0.00533,0.00983,0.00533,115,2.0661,0.1565
10,BUF,0.0,0.0287,0.01438,0.0287,0.01438,115,2.0661,0.1565
10,CAR,0.0,0.01456,0.00277,0.01456,0.00277,115,2.0661,0.1565
10,CHI,0.06957,0.01134,0.04165,-0.05822,-0.02791,115,2.0661,0.1565
10,CLE,0.0,0.00367,4e-05,0.00367,4e-05,115,2.0661,0.1565
10,DAL,0.0,0.0087,0.01146,0.0087,0.01146,115,2.0661,0.1565
10,DEN,0.0,0.00904,3e-05,0.00904,3e-05,115,2.0661,0.1565
10,DET,0.0,0.01023,0.00014,0.01023,0.00014,115,2.0661,0.1565
10,GB,0.0,0.00028,1e-05,0.00028,1e-05,115,2.0661,0.1565
10,HOU,0.0,0.00325,6e-05,0.00325,6e-05,115,2.0661,0.1565
10,IND,0.0,0.00346,1e-05,0.00346,1e-05,115,2.0661,0.1565
10,JAX,0.0,0.00084,0.0,0.00084,0.0,115,2.0661,0.1565
10,KC,0.31304,0.09227,0.23485,-0.22078,-0.0782,115,2.0661,0.1565
10,LA,0.0,0.01279,0.01468,0.01279,0.01468,115,2.0661,0.1565
10,LAC,0.0,0.00082,0.0,0.00082,0.0,115,2.0661,0.1565
10,LV,0.08696,0.00972,0.05689,-0.07724,-0.03007,115,2.0661,0.1565
10,MIA,0.0087,0.01659,0.03002,0.0079,0.02132,115,2.0661,0.1565
10,MIN,0.0,0.00037,0.0,0.00037,0.0,115,2.0661,0.1565
10,NO,0.0087,0.00245,0.00217,-0.00625,-0.00652,115,2.0661,0.1565
10,NYG,0.14783,0.58717,0.37887,0.43934,0.23104,115,2.0661,0.1565
10,PHI,0.08696,0.01483,0.03509,-0.07213,-0.05187,115,2.0661,0.1565
10,PIT,0.0087,0.03841,0.00245,0.02972,-0.00625,115,2.0661,0.1565
10,SEA,0.0,0.00851,6e-05,0.00851,6e-05,115,2.0661,0.1565
10,SF,0.26087,0.0865,0.11533,-0.17437,-0.14554,115,2.0661,0.1565
10,TB,0.0,0.00772,0.01135,0.00772,0.01135,115,2.0661,0.1565
10,TEN,0.0087,0.01439,0.04224,0.00569,0.03355,115,2.0661,0.1565
10,WAS,0.0,0.00077,0.0,0.00077,0.0,115,2.0661,0.1565
11,ARI,0.0,0.00457,0.0,0.00457,0.0,86,1.6687,0.4302
11,ATL,0.04651,0.035,0.0043,-0.01152,-0.04221,86,1.6687,0.4302
11,BAL,0.2907,0.17644,0.31395,-0.11426,0.02326,86,1.6687,0.4302
11,BUF,0.15116,0.17515,0.2377,0.02399,0.08654,86,1.6687,0.4302
11,CAR,0.0,0.00166,0.0,0.00166,0.0,86,1.6687,0.4302
11,CHI,0.0,0.01258,4e-05,0.01258,4e-05,86,1.6687,0.4302
11,CIN,0.04651,0.00526,0.01343,-0.04125,-0.03308,86,1.6687,0.4302
11,CLE,0.0,0.00174,0.0,0.00174,0.0,86,1.6687,0.4302
11,DAL,0.0,0.01424,0.00053,0.01424,0.00053,86,1.6687,0.4302
11,DEN,0.0,0.02577,0.00328,0.02577,0.00328,86,1.6687,0.4302
11,DET,0.0,0.00914,0.0002,0.00914,0.0002,86,1.6687,0.4302
11,GB,0.03488,0.00337,0.00499,-0.03151,-0.02989,86,1.6687,0.4302
11,HOU,0.0,0.00867,0.00178,0.00867,0.00178,86,1.6687,0.4302
11,IND,0.0,0.00331,0.0,0.00331,0.0,86,1.6687,0.4302
11,KC,0.01163,0.00522,0.0064,-0.00641,-0.00523,86,1.6687,0.4302
11,LA,0.0,0.00478,0.007,0.00478,0.007,86,1.6687,0.4302
11,LAC,0.0,0.00222,0.0,0.00222,0.0,86,1.6687,0.4302
11,LV,0.0,0.00252,9e-05,0.00252,9e-05,86,1.6687,0.4302
11,MIN,0.0,0.00284,0.00011,0.00284,0.00011,86,1.6687,0.4302
11,NE,0.09302,0.12614,0.05504,0.03312,-0.03799,86,1.6687,0.4302
11,NO,0.01163,0.01446,0.00238,0.00283,-0.00925,86,1.6687,0.4302
11,NYG,0.10465,0.07823,0.14082,-0.02642,0.03617,86,1.6687,0.4302
11,NYJ,0.0,0.0056,0.0,0.0056,0.0,86,1.6687,0.4302
11,PHI,0.01163,0.00379,0.02896,-0.00784,0.01733,86,1.6687,0.4302
11,PIT,0.0,0.02253,0.00016,0.02253,0.00016,86,1.6687,0.4302
11,SF,0.17442,0.04068,0.01535,-0.13374,-0.15907,86,1.6687,0.4302
11,TEN,0.0,0.02319,0.0,0.02319,0.0,86,1.6687,0.4302
11,WAS,0.02326,0.19093,0.1635,0.16768,0.14024,86,1.6687,0.4302
12,BUF,0.55405,0.31919,0.35895,-0.23487,-0.19511,74,0.6382,0.6892
12,DAL,0.28378,0.35017,0.3254,0.06639,0.04162,74,0.6382,0.6892
12,DET,0.0,0.0223,0.01986,0.0223,0.01986,74,0.6382,0.6892
12,MIN,0.12162,0.11387,0.19659,-0.00775,0.07497,74,0.6382,0.6892
12,NE,0.04054,0.17973,0.08112,0.13919,0.04058,74,0.6382,0.6892
12,NYG,0.0,0.01473,0.01809,0.01473,0.01809,74,0.6382,0.6892
13,ARI,0.0,0.00505,0.00026,0.00505,0.00026,71,1.4359,0.6197
13,ATL,0.0,0.00155,0.0,0.00155,0.0,71,1.4359,0.6197
13,BAL,0.0,0.00019,0.0127,0.00019,0.0127,71,1.4359,0.6197
13,CAR,0.0,0.00945,0.00262,0.00945,0.00262,71,1.4359,0.6197
13,CHI,0.0,0.00113,0.00036,0.00113,0.00036,71,1.4359,0.6197
13,CIN,0.0,0.0088,9e-05,0.0088,9e-05,71,1.4359,0.6197
13,CLE,0.0,0.00078,0.0,0.00078,0.0,71,1.4359,0.6197
13,DEN,0.0,0.00414,0.00221,0.00414,0.00221,71,1.4359,0.6197
13,GB,0.0,2e-05,0.0,2e-05,0.0,71,1.4359,0.6197
13,HOU,0.0,0.00015,9e-05,0.00015,9e-05,71,1.4359,0.6197
13,IND,0.0,0.00532,0.00983,0.00532,0.00983,71,1.4359,0.6197
13,JAX,0.0,0.00103,0.0,0.00103,0.0,71,1.4359,0.6197
13,KC,0.04225,0.00234,0.04941,-0.03991,0.00716,71,1.4359,0.6197
13,LA,0.0,0.00013,8e-05,0.00013,8e-05,71,1.4359,0.6197
13,LAC,0.0,0.01331,0.00622,0.01331,0.00622,71,1.4359,0.6197
13,LV,0.0,0.00068,0.00508,0.00068,0.00508,71,1.4359,0.6197
13,MIA,0.49296,0.68133,0.57108,0.18837,0.07813,71,1.4359,0.6197
13,NO,0.0,0.00046,0.0,0.00046,0.0,71,1.4359,0.6197
13,NYJ,0.22535,0.11975,0.1545,-0.1056,-0.07085,71,1.4359,0.6197
13,PHI,0.0,0.00101,0.0015,0.00101,0.0015,71,1.4359,0.6197
13,PIT,0.0,0.01014,9e-05,0.01014,9e-05,71,1.4359,0.6197
13,SEA,0.0,0.06191,0.02527,0.06191,0.02527,71,1.4359,0.6197
13,SF,0.15493,0.01229,0.13311,-0.14264,-0.02182,71,1.4359,0.6197
13,TB,0.0,0.01019,0.00697,0.01019,0.00697,71,1.4359,0.6197
13,TEN,0.0,0.00304,0.00029,0.00304,0.00029,71,1.4359,0.6197
