week,team,actual,behavioral,topdown,behavioral_err,topdown_err,alive,entry_logloss,entry_top1
13,MIN,0.21477,0.0993,0.27784,-0.11546,0.06307,149,1.9871,0.2819
13,NE,0.24161,0.2477,0.15064,0.00609,-0.09097,149,1.9871,0.2819
13,NO,0.0,0.01107,0.00182,0.01107,0.00182,149,1.9871,0.2819
13,NYG,0.0,0.00287,0.00017,0.00287,0.00017,149,1.9871,0.2819
13,PHI,0.00671,0.01378,0.0135,0.00707,0.00678,149,1.9871,0.2819
13,PIT,0.02013,0.00464,0.02358,-0.0155,0.00345,149,1.9871,0.2819
13,TB,0.0,0.0078,0.00011,0.0078,0.00011,149,1.9871,0.2819
13,TEN,0.30872,0.14815,0.30191,-0.16058,-0.00682,149,1.9871,0.2819
14,ARI,0.0,0.00116,0.0,0.00116,0.0,80,1.4151,0.55
14,ATL,0.0,0.01169,0.00155,0.01169,0.00155,80,1.4151,0.55
14,CAR,0.0,0.01134,0.0,0.01134,0.0,80,1.4151,0.55
14,CIN,0.0,0.00923,0.0,0.00923,0.0,80,1.4151,0.55
14,CLE,0.0,0.00453,1e-05,0.00453,1e-05,80,1.4151,0.55
14,DAL,0.0125,0.00655,0.01606,-0.00595,0.00356,80,1.4151,0.55
14,DEN,0.0,0.00683,0.0,0.00683,0.0,80,1.4151,0.55
14,DET,0.0,0.00409,0.00304,0.00409,0.00304,80,1.4151,0.55
14,GB,0.0,0.00199,0.00115,0.00199,0.00115,80,1.4151,0.55
14,HOU,0.0125,0.09975,0.00889,0.08725,-0.00361,80,1.4151,0.55
14,IND,0.0,0.02028,0.00053,0.02028,0.00053,80,1.4151,0.55
14,JAX,0.3,0.156,0.34157,-0.144,0.04157,80,1.4151,0.55
14,KC,0.0,0.00728,0.01092,0.00728,0.01092,80,1.4151,0.55
14,LA,0.0625,0.01786,0.0256,-0.04464,-0.0369,80,1.4151,0.55
14,LAC,0.1,0.02166,0.11608,-0.07834,0.01608,80,1.4151,0.55
14,MIA,0.0,0.00092,0.0125,0.00092,0.0125,80,1.4151,0.55
14,NE,0.0,0.01245,1e-05,0.01245,1e-05,80,1.4151,0.55
14,NO,0.0125,0.0025,0.0014,-0.01,-0.0111,80,1.4151,0.55
14,NYJ,0.0125,0.02576,0.0034,0.01326,-0.0091,80,1.4151,0.55
14,PHI,0.0,0.00265,0.0,0.00265,0.0,80,1.4151,0.55
14,PIT,0.3,0.42211,0.24211,0.12211,-0.05789,80,1.4151,0.55
14,SEA,0.0,2e-05,0.0,2e-05,0.0,80,1.4151,0.55
14,SF,0.0,0.00163,2e-05,0.00163,2e-05,80,1.4151,0.55
14,TB,0.1875,0.14668,0.21488,-0.04082,0.02738,80,1.4151,0.55
14,TEN,0.0,0.00462,0.00021,0.00462,0.00021,80,1.4151,0.55
14,WAS,0.0,0.0004,0.0001,0.0004,0.0001,80,1.4151,0.55
