week,team,actual,behavioral,topdown,behavioral_err,topdown_err,alive,entry_logloss,entry_top1
2,ARI,0.00161,0.00591,0.00128,0.0043,-0.00033,8680,2.351,0.2546
2,ATL,0.0,0.00067,7e-05,0.00067,7e-05,8680,2.351,0.2546
2,BAL,0.26544,0.2383,0.26779,-0.02713,0.00235,8680,2.351,0.2546
2,BUF,0.00023,0.00265,0.00034,0.00242,0.00011,8680,2.351,0.2546
2,CAR,0.0,0.0013,0.00013,0.0013,0.00013,8680,2.351,0.2546
2,CHI,0.0,0.00158,7e-05,0.00158,7e-05,8680,2.351,0.2546
2,CIN,0.0,0.00141,0.00024,0.00141,0.00024,8680,2.351,0.2546
2,CLE,0.00035,0.00135,0.00022,0.001,-0.00012,8680,2.351,0.2546
2,DAL,0.02938,0.04816,0.08967,0.01879,0.0603,8680,2.351,0.2546
2,DEN,0.00081,0.00651,0.00023,0.0057,-0.00058,8680,2.351,0.2546
2,DET,0.09896,0.03881,0.10638,-0.06015,0.00742,8680,2.351,0.2546
2,GB,0.00012,0.03037,0.00033,0.03025,0.00021,8680,2.351,0.2546
2,HOU,0.23606,0.10848,0.08882,-0.12758,-0.14724,8680,2.351,0.2546
2,IND,0.02154,0.00212,0.04025,-0.01942,0.01871,8680,2.351,0.2546
2,JAX,0.02984,0.09325,0.03457,0.06341,0.00473,8680,2.351,0.2546
2,KC,0.00369,0.02661,0.02762,0.02292,0.02393,8680,2.351,0.2546
2,LA,0.00184,0.02067,0.00148,0.01882,-0.00037,8680,2.351,0.2546
2,LAC,0.147,0.15694,0.20729,0.00993,0.06029,8680,2.351,0.2546
2,LV,0.0,0.00022,0.00026,0.00022,0.00026,8680,2.351,0.2546
2,MIA,0.00058,0.0103,0.00241,0.00973,0.00184,8680,2.351,0.2546
2,MIN,0.0,0.00357,8e-05,0.00357,8e-05,8680,2.351,0.2546
2,NE,0.00046,0.00636,0.00069,0.0059,0.00023,8680,2.351,0.2546
2,NO,0.0,0.00111,0.00011,0.00111,0.00011,8680,2.351,0.2546
2,NYG,0.003,0.00381,0.00122,0.00081,-0.00177,8680,2.351,0.2546
2,NYJ,0.02039,0.01009,0.01722,-0.01031,-0.00317,8680,2.351,0.2546
2,PHI,0.09044,0.07722,0.0366,-0.01322,-0.05384,8680,2.351,0.2546
2,PIT,0.01002,0.02197,0.01653,0.01194,0.0065,8680,2.351,0.2546
2,SEA,0.01118,0.01368,0.00916,0.00251,-0.00201,8680,2.351,0.2546
2,SF,0.01106,0.02022,0.02491,0.00916,0.01385,8680,2.351,0.2546
2,TB,0.0,0.00148,0.00013,0.00148,0.00013,8680,2.351,0.2546
2,TEN,0.0,0.01037,0.00641,0.01037,0.00641,8680,2.351,0.2546
2,WAS,0.01601,0.03449,0.01746,0.01848,0.00145,8680,2.351,0.2546
