rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,CB BALLERS-6,CB BALLERS,0,32,7.5e-05,0.0,0.00032,3773.07,CIN 11%; BUF 10%; CHI 9%
2,Nelly-10,Nelly,0,32,7.5e-05,0.0,0.00024,3413.04,CIN 8%; BUF 7%; CHI 7%
3,TRUEGRINDER-1,TRUEGRINDER,0,32,7.5e-05,0.0,0.00024,3413.04,CIN 23%; BUF 16%; CHI 10%
4,LLOYD AND HARRY-1,LLOYD AND HARRY,0,32,7.5e-05,0.0,0.00024,3413.04,CIN 23%; BUF 16%; CHI 10%
5,PHILZONE-3,PHILZONE,0,32,7.5e-05,0.0,0.00024,3413.04,CIN 18%; BUF 15%; CHI 10%
6,RUSH 2112 YYZ-3,RUSH 2112 YYZ,0,32,7.5e-05,0.0,0.00024,3413.04,CIN 23%; BUF 16%; CHI 10%
7,Council Tucky Boys-3,Council Tucky Boys,0,32,7.5e-05,0.0,0.00024,3291.15,CIN 23%; BUF 16%; CHI 10%
8,S+M-1,S+M,0,32,7.5e-05,0.0,0.00024,3065.42,CIN 23%; BUF 16%; CHI 10%
9,ST. CHARLES KINGS-9,ST. CHARLES KINGS,0,32,7.5e-05,0.0,0.00024,3044.06,CIN 8%; BUF 7%; CHI 7%
10,THEONLYCHOICE-1,THEONLYCHOICE,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 13%; BUF 12%; CHI 9%
11,GOODFELLA-4,GOODFELLA,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 13%; BUF 12%; CHI 9%
12,BET THE FARM-7,BET THE FARM,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 9%; BUF 8%; CHI 7%
13,DMAC 126%-1,DMAC 126%,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 18%; BUF 15%; CHI 10%
14,emadness5-3,emadness5,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 15%; BUF 13%; CHI 10%
15,CBLEZ-2,CBLEZ,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 15%; BUF 13%; CHI 10%
16,BENNY B 630-9,BENNY B 630,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 11%; BUF 10%; CHI 9%
17,Bodhi T-6,Bodhi T,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 10%; BUF 10%; CHI 8%
18,GALAXYBRAIN-1,GALAXYBRAIN,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 18%; BUF 15%; CHI 10%
19,PIT STOP 2012-3,PIT STOP 2012,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 23%; BUF 16%; CHI 10%
20,Donkey Show-1,Donkey Show,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 18%; BUF 15%; CHI 10%
21,drib1364-8,drib1364,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 13%; BUF 12%; CHI 9%
22,TIM'S SUNSCREEN-7,TIM'S SUNSCREEN,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 9%; BUF 9%; CHI 8%
23,COACH HAMMER-2,COACH HAMMER,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 13%; BUF 12%; CHI 9%
24,WALK IT UP-10,WALK IT UP,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 11%; BUF 10%; CHI 9%
25,JMP123-10,JMP123,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 8%; BUF 8%; CHI 7%
26,ABBTV-2,ABBTV,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 10%; BUF 10%; CHI 8%
27,OJOS LOCOS-5,OJOS LOCOS,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 11%; BUF 10%; CHI 9%
28,AARK-5,AARK,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 11%; BUF 10%; CHI 9%
29,njtocal11-1,njtocal11,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 15%; BUF 13%; CHI 10%
30,801 DEGEN-1,801 DEGEN,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 23%; BUF 16%; CHI 10%
31,SARAHI_MIA-1,SARAHI_MIA,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 9%; BUF 9%; CHI 8%
32,_RADAR-3,_RADAR,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 15%; BUF 13%; CHI 10%
33,MALECHA SUCKS-2,MALECHA SUCKS,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 18%; BUF 15%; CHI 10%
34,DIRTY DAN-3,DIRTY DAN,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 11%; BUF 10%; CHI 9%
35,Off Grandpa-1,Off Grandpa,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 23%; BUF 16%; CHI 10%
36,TaurenUApart-1,TaurenUApart,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 23%; BUF 16%; CHI 10%
37,C3 Picks-9,C3 Picks,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 18%; BUF 15%; CHI 10%
38,SOUPS ON-1,SOUPS ON,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 15%; BUF 13%; CHI 10%
39,CHASING AMY-4,CHASING AMY,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 13%; BUF 12%; CHI 9%
40,DUNKIN0533!-2,DUNKIN0533!,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 23%; BUF 16%; CHI 10%
41,DERRICKJ-2,DERRICKJ,0,32,7.5e-05,0.0,0.00016,2275.36,CIN 23%; BUF 16%; CHI 10%
