Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
SEA,10.393,D.Lock,0.263,-1.164,11.867,8.81,1.77,1.612,-6.147,2.791,1,7.03,4.84,2,-1,Darnold,3.3630000000000004,3.3630000000000004
LA,6.419,M.Stafford,0.993,0.025,7.822,5.084,1.959,7.244,-0.584,-1.682,3,4.79,1.86,8,-5,Stafford,1.6289999999999996,1.6289999999999996
SF,6.125,B.Purdy,0.76,1.077,8.798,3.886,1.185,9.372,3.125,1.533,2,6.79,4.99,1,1,Purdy,-0.665,0.665
NE,5.489,D.Maye,0.968,0.069,6.477,4.501,0.726,1.706,-3.883,0.26,8,3.02,1.31,11,-3,Maye,2.469,2.469
JAX,4.574,T.Lawrence,0.946,0.078,4.23,4.596,-1.417,3.491,-1.391,0.574,6,3.7,4.58,3,3,Lawrence,0.8739999999999997,0.8739999999999997
BUF,4.527,J.Allen,0.952,0.258,8.013,1.779,0.4,10.543,1.699,-1.095,4,4.13,3.45,5,-1,Allen,0.39700000000000024,0.39700000000000024
BAL,3.594,L.Jackson,0.825,0.801,3.839,3.238,-1.002,7.537,0.7,-1.066,5,4.08,4.18,4,1,Jackson,-0.4860000000000002,0.4860000000000002
HOU,3.205,C.Stroud,0.866,0.393,2.411,3.621,1.484,-2.425,-3.192,0.409,14,-0.04,1.08,14,0,Stroud,3.245,3.245
DEN,3.08,B.Nix,0.955,0.167,3.216,2.828,0.226,0.523,-2.313,0.193,10,2.21,1.09,13,-3,Nix,0.8700000000000001,0.8700000000000001
MIN,2.677,K.Murray,0.0,2.498,5.6,0.428,0.474,-0.962,-5.285,0.937,12,0.87,0.85,15,-3,Murray,1.807,1.807
DET,2.307,J.Goff,1.0,0.0,1.905,2.484,0.915,3.777,3.143,0.566,9,2.56,2.61,7,2,Goff,-0.2530000000000001,0.2530000000000001
KC,2.076,P.Mahomes,0.865,1.074,3.43,0.993,-1.09,5.216,-0.027,-0.819,11,1.64,1.68,9,2,Mahomes,0.43600000000000017,0.43600000000000017
CIN,1.449,J.Burrow,0.687,0.925,4.197,-0.612,-0.644,3.859,1.476,2.309,16,-0.68,-1.2,20,-4,Burrow,2.129,2.129
PHI,1.114,J.Hurts,0.937,0.207,3.086,-0.37,-2.814,2.573,-2.29,0.648,13,0.67,1.25,12,1,Hurts,0.44400000000000006,0.44400000000000006
ATL,0.347,M.Penix,0.392,1.112,0.15,0.471,-0.748,-0.161,-1.319,-0.981,23,-2.13,-0.42,17,6,Penix,2.477,2.477
CHI,-0.267,C.Keenum,0.0,-4.628,-1.233,0.447,0.357,-0.327,1.81,0.675,22,-1.87,1.39,10,12,Williams,1.6030000000000002,1.6030000000000002
GB,-0.831,J.Love,0.912,0.407,-0.707,-0.879,-0.042,1.994,2.008,-0.714,7,3.35,2.78,6,1,Love,-4.181,4.181
PIT,-1.145,A.Rodgers,0.859,-0.015,-1.82,-0.599,0.964,-4.725,-1.203,0.862,26,-3.01,-1.24,21,5,Rodgers,1.8649999999999998,1.8649999999999998
CAR,-1.756,B.Young,0.944,0.027,-2.441,-1.172,0.901,1.375,4.034,0.154,18,-1.14,-3.38,30,-12,Young,-0.6160000000000001,0.6160000000000001
ARI,-2.007,J.Brissett,0.758,-0.364,-2.654,-1.439,2.935,-0.09,2.541,-2.506,27,-3.43,-1.32,22,5,Brissett,1.423,1.423
IND,-2.432,D.Jones,0.683,0.402,-3.551,-1.501,1.161,1.574,7.331,0.096,15,-0.11,-0.91,19,-4,Jones,-2.322,2.322
LAC,-2.922,J.Herbert,0.957,0.248,-4.802,-1.416,-1.751,-2.956,-1.12,-1.451,24,-2.44,-1.8,25,-1,Herbert,-0.4820000000000002,0.4820000000000002
TB,-3.312,B.Mayfield,1.0,-0.0,-4.077,-2.594,-0.417,-1.065,2.395,-0.155,21,-1.32,-0.38,16,5,Mayfield,-1.9919999999999998,1.9919999999999998
NO,-3.516,T.Shough,0.663,0.659,-2.681,-3.946,0.076,-1.49,0.279,-1.124,19,-1.18,-1.37,23,-4,Shough,-2.3360000000000003,2.3360000000000003
NYJ,-3.763,G.Smith,0.305,1.195,-4.99,-2.687,-1.518,-1.936,2.421,0.403,28,-3.62,-3.29,28,0,Smith,-0.1429999999999998,0.1429999999999998
LV,-3.78,K.Cousins,0.305,0.718,-4.88,-2.796,-2.425,-4.715,-1.43,0.485,25,-2.67,-2.84,27,-2,Cousins,-1.1099999999999999,1.1099999999999999
DAL,-3.896,D.Prescott,0.936,0.439,-4.654,-3.154,-2.419,7.091,10.379,0.771,20,-1.19,-2.23,26,-6,Prescott,-2.706,2.706
WAS,-4.298,M.Mariota,0.289,-0.812,-5.53,-3.193,-0.708,1.462,6.294,-0.044,17,-0.75,-0.75,18,-1,Daniels,-3.548,3.548
NYG,-4.909,J.Winston,0.23,-1.688,-6.699,-3.369,0.308,-1.341,6.117,0.348,32,-5.1,-1.78,24,8,Dart,0.19099999999999984,0.19099999999999984
MIA,-5.948,M.Willis,0.306,0.598,-5.695,-5.836,0.01,0.417,5.737,-0.278,30,-4.28,-3.33,29,1,Willis,-1.6680000000000001,1.6680000000000001
CLE,-6.931,D.Watson,0.34,0.537,-7.707,-6.026,0.193,-7.575,-1.083,-1.496,29,-4.17,-5.26,31,-2,Watson,-2.761,2.761
TEN,-8.787,C.Ward,0.849,0.004,-12.237,-5.854,0.328,-4.697,7.413,-0.649,31,-4.82,-5.67,32,-1,Ward,-3.9670000000000005,3.9670000000000005
