Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,12.545,J.Allen,0.975,0.001,13.75,11.051,-0.02,8.228,-4.294,1.44
KC,9.004,P.Mahomes,0.993,0.032,10.369,7.569,1.213,10.045,1.581,1.013
LA,5.59,M.Stafford,0.905,0.245,5.923,5.073,0.82,1.619,-3.603,0.309
TB,5.54,B.Mayfield,0.0,-1.64,7.101,4.135,-0.651,3.032,-4.824,-0.394
SF,4.602,M.Jones,0.0,-0.524,4.662,4.33,-0.986,2.06,-2.942,0.563
LAC,3.201,J.Herbert,0.995,0.031,3.886,2.546,2.204,5.726,2.027,-1.522
MIA,2.733,T.Tagovailoa,0.779,0.063,2.33,2.889,-0.05,2.413,-0.876,-0.936
DAL,2.466,D.Prescott,0.753,0.798,2.489,2.327,0.932,1.919,0.347,0.206
BAL,2.43,L.Jackson,0.745,1.25,2.68,2.129,-0.641,3.129,2.607,2.773
GB,1.775,J.Love,0.032,-4.5,0.165,2.853,-0.579,2.737,0.73,-1.334
PHI,1.556,J.Hurts,0.853,0.158,3.85,-0.183,-1.385,7.955,1.968,-0.47
NE,1.133,D.Maye,0.0,-2.503,-0.161,2.013,0.697,0.118,1.429,0.548
LV,0.868,G.Smith,0.0,-2.495,-0.957,2.146,0.666,-1.934,1.093,1.447
CLE,0.267,J.Flacco,0.0,-0.975,-0.854,1.065,-2.385,3.181,1.045,-0.85
CIN,-0.315,J.Browning,0.0,-3.418,-1.631,0.654,0.55,-3.2,0.115,1.256
NO,-0.682,S.Rattler,0.0,-1.701,-2.172,0.431,-0.035,-6.567,-5.005,-0.58
MIN,-1.435,C.Wentz,0.0,-1.942,-0.378,-2.129,0.967,0.769,1.946,-0.387
PIT,-2.036,A.Rodgers,0.0,4.226,1.676,-4.622,1.91,-0.357,0.013,-0.245
ARI,-2.389,K.Murray,0.891,0.425,-3.179,-1.698,1.764,0.108,4.159,-0.757
DEN,-2.512,B.Nix,0.0,-2.547,-3.7,-1.528,-0.52,-1.685,0.087,-1.344
IND,-2.547,D.Jones,0.0,-1.006,-3.142,-1.989,-2.431,-0.251,1.103,0.332
SEA,-2.727,S.Darnold,0.0,-2.784,-4.368,-1.404,-0.057,-2.913,2.131,0.696
TEN,-2.729,C.Ward,0.0,-4.071,-5.93,-0.276,0.62,-2.149,2.544,-1.766
CAR,-3.513,B.Young,0.0,-1.017,-7.01,-0.807,-1.04,-4.322,-0.727,-2.386
CHI,-4.64,C.Williams,0.0,0.376,-4.573,-4.459,1.637,-1.621,4.047,-0.43
DET,-5.21,J.Goff,0.777,0.025,-4.693,-5.325,-0.918,0.953,6.436,1.353
WAS,-5.415,M.Mariota,0.0,1.327,-7.022,-3.982,-1.108,-0.276,4.534,-1.5
JAX,-5.431,T.Lawrence,0.902,0.159,-7.498,-3.665,-2.158,-0.806,3.91,-0.934
HOU,-5.558,C.Stroud,0.0,0.052,-5.757,-5.138,-1.019,-3.33,3.276,1.712
NYG,-5.68,R.Wilson,0.0,3.695,-3.525,-6.958,-0.878,-2.418,2.221,1.879
ATL,-8.155,M.Penix,0.0,-2.387,-9.782,-6.573,0.947,-5.076,5.757,0.294
NYJ,-8.375,T.Taylor,0.0,-1.405,-11.689,-5.561,1.47,-4.862,7.625,-0.58
