Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,8.882,L.Jackson,0.86,0.523,9.013,8.346,-0.016,2.091,-6.747,0.399
KC,8.241,P.Mahomes,1.0,-0.0,9.505,6.918,0.166,6.997,-3.088,-0.532
SF,7.843,B.Purdy,0.78,0.358,9.077,6.561,-0.334,7.831,-2.544,-0.563
DAL,6.431,D.Prescott,0.936,0.246,6.364,6.16,-0.946,3.377,-2.955,0.965
PHI,6.363,J.Hurts,0.957,0.1,8.954,4.172,-0.714,7.546,-2.116,0.064
BUF,5.447,J.Allen,0.998,0.006,4.943,5.543,-1.14,6.105,-0.235,-0.064
MIA,4.649,T.Tagovailoa,0.886,0.354,5.285,3.958,0.189,6.682,1.052,-0.48
DET,3.694,J.Goff,0.99,0.028,6.659,1.365,-0.49,5.477,-0.673,1.111
CLE,3.45,D.Gabriel,0.0,-1.226,2.427,4.019,1.26,-6.384,-5.824,1.575
LAC,1.56,J.Herbert,1.0,0.0,2.817,0.572,1.098,4.758,2.986,0.111
JAX,1.301,T.Lawrence,1.0,-0.0,0.674,1.69,0.722,-1.912,-1.223,0.534
CIN,1.226,J.Flacco,0.0,-3.564,0.275,1.853,1.671,-0.687,0.535,0.12
SEA,-0.18,S.Darnold,0.0,-2.391,-2.074,1.201,-0.58,-1.41,0.877,0.693
MIN,-0.759,J.McCarthy,0.0,-3.015,-1.475,-0.202,-0.133,-1.529,-1.295,-1.155
NYJ,-0.978,J.Fields,0.0,1.959,-1.021,-0.898,1.167,-6.904,-3.605,1.216
NO,-1.112,T.Shough,0.0,-1.965,-2.843,0.196,-2.231,-3.268,-2.979,-0.381
WAS,-1.141,M.Mariota,0.0,1.82,-1.797,-0.608,-0.575,0.034,0.809,-0.88
PIT,-1.579,M.Rudolph,0.003,-0.211,-1.399,-1.632,0.918,-2.711,-0.643,-0.515
LV,-2.405,G.Smith,0.0,-0.251,-3.512,-1.485,-0.884,-2.834,0.199,0.492
LA,-2.567,M.Stafford,0.771,0.823,-1.521,-3.196,0.83,0.714,0.446,-2.463
TEN,-2.852,C.Ward,0.0,-1.916,-4.679,-1.387,0.35,-3.397,2.105,0.524
NE,-3.211,D.Maye,0.0,-1.182,-5.27,-1.562,1.108,-4.458,1.203,-0.85
IND,-3.299,D.Jones,0.0,0.067,-4.106,-2.551,-0.692,-3.5,-0.303,-0.03
CHI,-3.401,C.Williams,0.0,-0.253,-5.145,-1.969,-0.577,-0.533,4.409,0.182
TB,-3.598,B.Mayfield,0.668,-0.631,-3.584,-3.429,0.303,-1.568,1.588,-0.723
GB,-3.643,J.Love,0.688,-0.895,-3.816,-3.337,-0.762,-1.852,1.539,0.01
ATL,-4.563,M.Penix,0.0,-0.8,-6.495,-2.939,-1.747,-4.039,0.702,-0.24
HOU,-4.974,D.Mills,0.265,-2.997,-4.861,-4.809,-0.821,-4.107,1.654,1.35
DEN,-5.559,B.Nix,0.0,-1.951,-6.059,-4.922,1.319,-3.964,2.749,-0.46
ARI,-5.732,J.Brissett,0.0,1.674,-5.538,-5.588,0.931,-4.159,2.662,0.504
NYG,-6.724,J.Winston,0.0,1.433,-6.799,-6.337,1.416,-5.894,1.826,-0.713
CAR,-7.829,B.Young,0.617,-0.657,-8.823,-6.721,-0.553,-6.677,2.111,0.491
