Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
SEA,9.574,S.Darnold,0.803,0.216,9.391,9.233,1.06,3.15,-2.797,2.885,1,9.53,9.76,1,0,Darnold,0.04400000000000048,0.04400000000000048
LA,9.337,M.Stafford,0.984,0.02,10.549,7.997,1.695,9.52,-0.879,-1.341,2,9.47,9.27,2,0,Stafford,-0.1330000000000009,0.1330000000000009
HOU,4.975,C.Stroud,0.766,0.822,6.973,3.283,0.425,-0.356,-5.302,1.721,11,2.43,2.15,12,1,Stroud,2.5449999999999995,2.5449999999999995
PHI,4.243,J.Hurts,0.965,0.128,6.171,2.637,-0.613,2.416,-5.467,-1.178,3,5.49,4.41,4,1,Hurts,-1.2469999999999999,1.2469999999999999
SF,4.028,B.Purdy,0.58,1.902,7.296,1.462,-0.112,8.876,3.409,1.936,6,3.99,4.4,5,-1,Purdy,0.03799999999999937,0.03799999999999937
DEN,3.758,B.Nix,0.972,0.06,3.997,3.399,-1.654,3.257,-2.681,-0.505,10,3.43,3.24,10,0,Nix,0.32799999999999985,0.32799999999999985
JAX,3.637,T.Lawrence,0.907,0.172,4.741,2.658,-0.07,2.493,-0.72,1.52,7,3.82,2.83,11,4,Lawrence,-0.18299999999999983,0.18299999999999983
DET,3.522,J.Goff,1.0,-0.0,3.857,3.104,0.967,3.965,0.912,0.066,8,3.74,4.04,7,-1,Goff,-0.21800000000000042,0.21800000000000042
BUF,2.488,J.Allen,0.988,0.067,4.43,0.958,-1.069,7.301,0.941,-0.873,4,4.98,5.09,3,-1,Allen,-2.4920000000000004,2.4920000000000004
CHI,2.051,C.Williams,0.971,0.014,3.604,0.826,-0.47,3.373,-0.684,0.089,13,1.34,-0.14,16,3,Williams,0.7110000000000001,0.7110000000000001
GB,2.006,M.Willis,0.028,-4.183,0.728,2.832,0.292,3.827,1.705,-1.748,9,3.57,4.02,8,-1,Love,-1.564,1.564
NE,1.926,D.Maye,0.908,0.224,2.95,1.089,-2.676,5.618,1.231,0.801,14,0.97,0.82,14,0,Maye,0.956,0.956
LAC,1.867,J.Herbert,0.991,0.031,2.922,1.009,-1.584,2.09,-2.846,-0.645,15,0.79,-0.33,17,2,Herbert,1.077,1.077
BAL,1.39,T.Huntley,0.118,-3.071,-1.044,3.084,-0.356,0.045,0.805,0.037,5,4.35,3.3,9,4,Jackson,-2.96,2.96
PIT,1.165,A.Rodgers,0.734,0.163,1.861,0.603,0.214,2.318,1.597,0.938,12,1.6,0.98,13,1,Rodgers,-0.43500000000000005,0.43500000000000005
IND,0.198,P.Rivers,0.135,-1.163,0.569,-0.081,0.933,2.434,2.94,0.238,16,0.76,-1.09,20,4,Rivers,-0.562,0.562
MIN,-0.877,M.Brosmer,0.12,-3.512,-2.443,0.3,1.13,-7.369,-3.121,0.936,17,-0.1,-1.03,19,2,McCarthy,-0.777,0.777
ATL,-1.384,K.Cousins,0.496,0.095,-1.544,-1.2,-1.312,2.584,1.04,-1.837,21,-1.47,-1.59,23,2,Cousins,0.08600000000000008,0.08600000000000008
KC,-1.666,C.Oladokun,0.122,-5.912,-4.955,0.798,0.532,-3.029,1.646,-0.652,18,-0.19,4.31,6,-12,Minshew,-1.476,1.476
