Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,8.03,P.Mahomes,0.879,0.677,10.883,5.565,1.258,11.088,1.939,0.741
NO,7.967,T.Shough,0.0,-3.702,5.352,9.465,-0.111,1.784,-1.86,1.967
BAL,7.856,L.Jackson,0.87,0.667,9.59,6.211,-0.443,6.726,-3.033,0.41
SF,5.298,B.Purdy,0.0,-3.544,5.623,4.799,1.655,0.883,-3.254,0.28
LA,4.977,M.Stafford,0.0,0.295,5.91,4.055,1.442,3.744,-0.959,-0.03
NE,2.644,D.Maye,0.0,-4.634,0.471,4.087,-1.67,-3.361,-4.748,0.682
CHI,1.772,C.Williams,0.0,-1.271,0.817,2.376,0.833,-3.661,-4.286,-0.179
PIT,1.371,A.Rodgers,0.0,3.936,3.653,-0.348,-0.603,-2.119,-5.943,0.253
TEN,1.123,C.Ward,0.0,-1.564,0.71,1.366,1.08,2.396,1.895,-0.714
DAL,1.019,D.Prescott,1.0,0.0,1.084,0.921,-1.556,4.495,0.48,-1.778
MIN,0.929,K.Murray,0.0,-0.89,3.147,-0.723,1.153,0.432,-2.342,-0.234
SEA,0.813,S.Darnold,0.0,-2.865,0.698,0.855,1.506,0.169,0.927,0.232
BUF,0.726,J.Allen,0.744,-0.248,0.994,0.496,-1.946,-1.999,-3.94,0.933
TB,0.207,B.Mayfield,0.0,-1.396,-0.661,0.825,-0.166,0.775,-1.878,-2.86
GB,-0.037,J.Love,0.0,-4.375,0.225,-0.225,0.329,-0.747,-1.252,-0.446
HOU,-0.22,C.Stroud,0.0,-3.47,-2.069,1.129,0.947,-0.129,3.955,1.321
IND,-0.455,D.Jones,0.0,-0.612,-1.628,0.417,-0.865,0.723,0.414,-1.223
DEN,-0.554,B.Nix,0.0,-0.68,-0.307,-0.705,0.74,-1.952,-0.219,0.779
CLE,-1.02,D.Watson,0.0,2.038,-0.519,-1.332,-0.384,1.292,2.05,0.552
PHI,-1.259,J.Hurts,0.0,-2.749,-4.091,0.854,-1.762,-2.171,0.227,-0.196
LAC,-1.437,J.Herbert,0.0,-3.815,-4.226,0.654,0.852,-1.629,2.047,-1.108
LV,-3.445,K.Cousins,0.0,0.027,-4.319,-2.641,0.252,3.34,6.077,-1.802
ATL,-3.619,C.Rush,0.0,-5.663,-6.538,-1.327,0.778,-4.05,3.017,-0.127
DET,-3.775,J.Goff,0.0,1.526,-2.618,-4.425,0.475,0.36,5.184,1.644
ARI,-4.65,J.Brissett,0.0,0.113,-4.584,-4.467,1.777,0.194,6.364,-0.076
NYG,-5.081,J.Dart,0.0,-0.633,-8.236,-2.545,-1.924,-2.334,4.626,0.154
CAR,-5.211,B.Young,0.0,-0.357,-7.091,-3.591,1.218,-3.031,4.231,-1.195
NYJ,-6.135,G.Smith,0.0,-1.999,-8.266,-4.288,-2.337,-5.997,0.619,0.145
JAX,-6.767,T.Lawrence,0.0,-0.902,-7.723,-5.739,-0.561,-3.946,4.94,1.198
CIN,-7.764,J.Burrow,0.0,-0.656,-11.666,-4.554,-0.004,-5.06,6.577,-0.267
WAS,-8.389,J.Daniels,0.0,-0.018,-11.056,-6.042,-1.182,-6.524,4.873,1.037
MIA,-8.531,M.Willis,0.0,-1.253,-11.043,-6.289,-1.754,-4.207,5.181,-0.554
