Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
PHI,8.545,J.Hurts,0.923,0.142,11.487,5.991,-1.485,6.809,-5.694,0.546
KC,8.248,P.Mahomes,1.0,0.0,9.638,6.832,-1.681,9.557,-3.279,-1.408
BUF,8.054,J.Allen,0.996,0.012,9.768,6.413,-0.639,6.15,-3.53,1.35
SF,7.797,B.Purdy,0.603,0.151,10.527,5.433,-0.888,8.237,-3.959,-0.325
MIA,5.034,T.Tagovailoa,0.785,0.705,6.076,4.029,-0.118,7.974,0.272,-1.471
CLE,4.163,J.Flacco,0.0,-2.453,2.129,5.429,0.824,-5.412,-6.266,0.387
BAL,4.108,L.Jackson,0.714,1.132,4.589,3.556,-0.223,2.465,-3.24,-0.922
DAL,3.988,D.Prescott,0.881,0.381,5.381,2.781,-1.974,3.463,-3.345,0.474
CIN,2.719,J.Browning,0.0,-4.077,2.227,2.941,2.373,-2.15,-2.139,0.309
DET,1.69,J.Goff,0.981,0.051,2.29,1.173,-0.597,2.956,1.533,1.435
NE,0.99,D.Maye,0.0,-1.75,0.425,1.351,2.168,-4.074,-3.602,-0.793
NO,0.912,S.Rattler,0.0,-1.677,-0.578,1.945,-1.087,-3.612,-5.071,-1.081
PIT,0.578,A.Rodgers,0.0,3.836,4.236,-2.099,2.886,0.734,-0.144,0.116
LAC,0.379,J.Herbert,1.0,0.0,0.269,0.44,-1.005,5.187,3.304,-0.732
SEA,-0.047,S.Darnold,0.0,-2.69,-3.643,2.558,-0.355,0.204,4.927,1.352
LA,-0.112,M.Stafford,0.728,0.658,-0.045,-0.154,2.261,0.106,0.98,-1.141
WAS,-0.129,M.Mariota,0.0,2.963,-0.419,0.088,-0.041,-1.053,-1.985,-2.084
JAX,-1.812,T.Lawrence,1.0,-0.0,-4.753,0.408,-0.536,-2.903,1.204,-0.329
IND,-1.88,D.Jones,0.0,0.826,-1.561,-2.018,-2.341,-4.866,-4.949,1.035
GB,-2.115,J.Love,0.398,-1.2,-1.93,-2.144,-2.088,2.168,1.759,-0.604
NYJ,-2.357,J.Fields,0.0,0.982,-3.194,-1.635,2.785,-6.744,0.337,1.38
ARI,-2.847,K.Murray,0.345,2.049,-1.515,-3.671,-0.075,0.039,1.223,-0.283
LV,-2.897,G.Smith,0.0,-0.765,-2.422,-3.098,0.406,-0.682,3.719,1.581
TEN,-3.473,C.Ward,0.0,-2.455,-5.304,-1.975,0.531,-6.232,0.463,0.94
NYG,-3.948,J.Dart,0.0,-1.706,-6.295,-2.052,1.511,-2.961,5.332,0.319
TB,-3.965,B.Mayfield,0.373,-1.31,-4.595,-3.312,-0.079,-2.801,0.108,-1.682
ATL,-4.03,M.Penix,0.0,-1.154,-4.88,-3.215,-0.789,-2.953,1.553,0.328
CAR,-5.467,B.Young,0.26,-1.107,-6.54,-4.419,-0.626,-5.598,0.816,0.455
MIN,-5.577,C.Wentz,0.0,-2.902,-9.123,-2.733,0.541,-5.064,3.985,-0.798
DEN,-8.284,B.Nix,0.0,-1.921,-10.411,-6.333,0.322,-4.519,4.715,-1.416
CHI,-8.936,C.Williams,0.0,-0.021,-11.478,-6.653,1.143,-2.78,10.616,0.752
HOU,-9.055,C.Stroud,0.392,1.419,-7.815,-9.504,-0.749,-5.732,4.473,2.541
