Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
DET,7.201,J.Goff,1.0,-0.0,8.473,5.923,-0.019,7.922,0.231,0.686
BAL,6.986,T.Huntley,0.023,-4.47,6.278,7.152,0.861,5.257,-1.839,-1.075
BUF,5.756,J.Allen,1.0,0.0,8.35,3.592,0.069,9.397,0.57,-0.12
PHI,5.38,J.Hurts,0.93,0.261,8.109,3.137,-0.589,6.337,-3.149,-0.808
KC,4.011,C.Oladokun,0.0,-6.272,1.743,5.455,0.36,-0.368,-1.83,0.556
SF,3.314,B.Purdy,0.912,0.485,4.734,2.121,0.878,5.608,-1.033,-2.527
MIN,3.033,M.Brosmer,0.0,-2.158,3.988,2.19,-1.49,1.303,-3.486,1.067
WAS,2.569,J.Johnson,0.0,-2.153,-0.184,4.435,-1.247,1.016,0.71,0.777
PIT,2.279,A.Rodgers,0.0,1.575,4.785,0.351,0.566,1.02,-0.851,2.333
TB,2.191,B.Mayfield,0.969,-0.041,3.158,1.383,0.226,4.164,1.754,0.836
GB,1.831,M.Willis,0.085,-4.319,1.979,1.634,0.301,1.567,-0.477,-0.913
DEN,1.715,B.Nix,0.8,0.111,2.175,1.297,-0.576,-0.973,-3.173,0.533
LAC,1.277,J.Herbert,0.952,0.204,3.681,-0.527,0.407,0.924,-1.037,1.334
LA,0.843,M.Stafford,0.962,0.124,0.428,1.103,0.889,2.09,1.074,-1.504
CIN,0.709,J.Burrow,0.918,0.111,1.062,0.419,-0.439,5.343,3.694,-0.237
DAL,0.018,D.Prescott,0.571,1.689,0.107,-0.047,0.175,1.01,2.282,1.173
HOU,-0.003,C.Stroud,0.951,0.203,0.678,-0.497,-0.188,-2.222,-2.28,0.585
SEA,-1.339,S.Darnold,0.0,-0.724,-2.556,-0.392,0.542,-2.067,1.113,0.102
ATL,-1.586,K.Cousins,0.734,0.544,-1.895,-1.283,-0.542,2.075,1.552,-1.966
MIA,-1.617,Q.Ewers,0.0,-3.582,-4.186,0.323,-0.645,-2.667,0.879,-0.065
ARI,-1.851,J.Brissett,0.0,-0.667,-2.229,-1.485,0.09,1.585,3.407,-0.341
NYJ,-3.141,B.Cook,0.0,-2.491,-5.635,-1.179,-0.786,-3.868,1.228,0.124
LV,-3.158,G.Smith,0.0,1.632,-5.306,-1.446,1.06,-5.374,0.579,-0.231
IND,-3.338,P.Rivers,0.0,-1.317,-4.409,-2.397,-0.794,-4.376,-0.679,0.05
NO,-3.996,T.Shough,0.0,-1.435,-5.274,-2.872,-0.784,-2.43,2.744,0.636
JAX,-4.251,T.Lawrence,0.616,0.371,-6.533,-2.388,-0.41,-1.555,5.172,0.433
NE,-4.68,D.Maye,0.526,0.429,-6.783,-2.926,-0.849,-3.058,3.537,0.322
CHI,-4.988,C.Williams,0.817,-0.002,-6.113,-3.926,1.039,-4.349,2.753,0.036
CLE,-5.623,S.Sanders,0.0,-0.652,-7.975,-3.641,1.154,-8.823,0.643,-0.073
TEN,-7.125,C.Ward,0.0,-0.47,-8.49,-5.783,0.047,-5.842,1.641,-1.322
NYG,-7.462,J.Dart,0.0,-0.871,-9.823,-5.383,0.658,-7.092,3.585,-0.202
CAR,-7.867,B.Young,0.726,-0.578,-9.883,-6.017,-0.335,-3.32,6.112,-0.318
