Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,9.905,J.Allen,0.99,-0.0,11.228,8.456,0.894,7.502,-0.823,2.213
KC,7.889,P.Mahomes,0.997,0.014,10.338,5.724,0.536,12.707,0.765,-1.763
DAL,6.457,D.Prescott,0.657,1.267,7.579,5.324,-0.682,5.222,-2.169,1.191
CIN,5.75,J.Burrow,0.968,0.165,6.046,5.25,0.114,4.883,-1.273,0.072
BAL,5.326,L.Jackson,0.902,0.444,6.302,4.356,0.329,3.648,-0.147,2.248
PHI,5.166,J.Hurts,0.943,0.096,7.17,3.459,-1.903,8.258,-1.16,-0.426
SF,4.272,B.Purdy,0.0,-3.222,2.808,5.121,-1.514,1.198,-2.32,0.613
MIA,3.804,T.Tagovailoa,0.724,0.521,4.083,3.413,-0.103,4.987,-0.156,-0.834
NE,2.387,D.Maye,0.0,-1.671,2.221,2.389,-0.293,-1.913,-3.464,1.346
TEN,1.874,C.Ward,0.0,-2.797,-0.09,3.203,-0.524,-0.615,-0.847,0.109
TB,1.521,B.Mayfield,0.0,-1.991,0.026,2.527,0.118,-0.321,-0.977,-0.897
SEA,0.226,S.Darnold,0.0,-3.03,-1.945,1.786,-2.035,-0.053,2.222,2.107
WAS,0.084,M.Mariota,0.0,1.572,0.275,-0.058,-0.616,-0.275,-0.934,0.058
NO,-0.139,T.Shough,0.0,-1.166,-2.63,1.672,0.341,-3.044,-0.83,-0.644
CLE,-0.406,S.Sanders,0.0,-1.645,-2.132,0.864,1.503,0.921,3.088,-1.668
LA,-0.553,M.Stafford,0.817,0.769,-0.842,-0.316,1.5,-1.709,0.483,0.039
PIT,-0.686,A.Rodgers,0.0,3.919,1.223,-2.034,2.768,2.201,2.38,-1.232
NYJ,-1.595,T.Taylor,0.0,-0.829,-2.211,-1.07,1.55,-4.828,-0.382,0.62
DET,-1.779,J.Goff,0.916,0.03,-2.293,-1.319,0.916,2.095,5.931,1.005
MIN,-2.07,M.Brosmer,0.0,-2.933,-2.087,-1.954,0.92,-1.4,1.407,-0.591
LAC,-2.119,J.Herbert,0.998,0.01,-1.496,-2.466,-0.217,2.166,3.62,0.153
IND,-2.693,D.Jones,0.0,0.084,-2.759,-2.511,-0.4,-3.745,-1.515,-0.175
LV,-2.736,G.Smith,0.0,-0.708,-2.321,-2.901,-1.214,2.008,4.7,1.326
GB,-2.764,J.Love,0.012,-3.585,-6.016,-0.271,1.377,-1.485,3.948,-1.764
JAX,-3.49,T.Lawrence,0.963,0.085,-5.589,-1.798,-0.589,0.886,5.664,-0.307
ARI,-3.825,J.Brissett,0.0,0.062,-3.902,-3.58,0.775,-1.059,1.861,-1.687
CAR,-3.947,B.Young,0.0,0.137,-3.293,-4.225,-0.733,-3.919,-0.773,0.475
ATL,-5.173,K.Cousins,0.0,1.027,-5.551,-4.643,-0.115,1.644,6.884,-0.151
CHI,-5.636,C.Williams,0.0,-0.412,-5.952,-5.128,-0.801,0.145,5.613,0.157
NYG,-5.726,J.Dart,0.0,-0.823,-6.569,-4.831,-0.315,-1.826,4.088,-0.716
DEN,-6.033,B.Nix,0.0,-2.158,-7.106,-4.957,-0.894,-6.558,-2.767,-2.494
HOU,-10.37,C.Stroud,0.0,0.776,-10.561,-9.718,-0.842,-5.254,6.586,1.898
