Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,9.854,L.Jackson,0.951,0.234,12.581,7.391,-0.016,5.914,-3.991,3.353
KC,7.36,P.Mahomes,0.955,0.33,10.934,4.407,-0.397,11.9,0.023,-0.569
PIT,6.18,A.Rodgers,0.0,1.02,9.084,3.771,-0.188,3.262,-6.04,-0.096
TB,5.289,B.Mayfield,0.0,-1.827,6.044,4.481,-0.227,3.346,-3.639,-0.641
NO,4.899,T.Shough,0.0,-4.576,3.237,5.859,0.377,2.225,0.436,1.495
LA,3.542,M.Stafford,0.0,-0.927,2.523,4.105,-1.145,1.592,-3.55,-1.639
SF,3.071,M.Jones,0.0,-3.359,2.116,3.61,0.204,1.756,-1.288,-0.813
GB,2.754,J.Love,0.0,-4.03,3.524,2.06,0.484,5.003,3.17,1.331
BUF,2.291,J.Allen,0.914,0.034,3.236,1.494,-1.975,5.601,1.424,0.806
SEA,2.275,S.Darnold,0.0,-4.026,2.635,1.902,0.722,3.632,2.726,1.136
IND,1.561,D.Jones,0.0,-2.712,0.237,2.442,-3.419,0.849,-1.976,0.404
LAC,0.169,J.Herbert,0.56,-0.126,0.069,0.233,0.785,2.596,0.596,-2.544
NE,0.054,D.Maye,0.0,-2.382,-1.891,1.46,1.597,-1.729,1.82,-0.032
MIA,-0.479,T.Tagovailoa,0.104,-3.452,-3.337,1.614,-1.345,-3.012,1.067,1.898
ARI,-0.682,J.Brissett,0.0,-1.235,-1.079,-0.36,-1.35,1.918,2.413,0.552
LV,-1.73,G.Smith,0.0,-4.859,-5.752,1.268,2.349,0.961,7.858,-0.876
CHI,-1.792,C.Williams,0.0,-1.353,-2.778,-0.989,0.693,-4.835,-1.992,-0.477
MIN,-1.854,J.McCarthy,0.0,-1.933,-1.43,-2.069,1.897,0.308,1.598,-2.002
TEN,-1.946,C.Ward,0.0,-2.359,-4.139,-0.262,-0.348,4.654,6.761,-1.731
ATL,-2.744,M.Penix,0.0,-3.868,-3.807,-1.839,-0.147,0.296,3.33,-0.291
DEN,-2.751,B.Nix,0.0,-0.135,-2.156,-3.045,1.511,-4.699,-0.381,0.854
CAR,-2.838,B.Young,0.0,-1.482,-5.174,-1.005,1.831,-0.944,5.079,-0.852
CLE,-3.028,D.Gabriel,0.0,-2.019,-2.114,-3.54,0.448,3.074,4.674,-0.477
CIN,-3.489,J.Flacco,0.0,-2.023,-5.96,-1.527,0.306,-0.099,7.539,1.304
DAL,-3.538,D.Prescott,0.726,1.033,-6.973,-0.876,-2.225,0.578,5.343,-0.84
DET,-3.811,J.Goff,0.0,1.53,-2.356,-4.676,0.416,1.575,5.914,1.337
HOU,-4.739,D.Mills,0.0,-3.862,-7.467,-2.529,2.421,0.087,10.328,0.966
PHI,-4.821,J.Hurts,0.0,-3.012,-9.68,-1.063,-0.903,-7.024,1.316,-0.94
NYG,-5.586,J.Dart,0.0,-0.411,-8.41,-3.265,-1.174,-4.606,4.475,1.636
WAS,-6.354,J.Daniels,0.0,-0.0,-9.629,-3.668,-1.828,-5.13,2.014,-1.094
JAX,-10.158,T.Lawrence,0.0,-1.184,-12.97,-7.619,-1.069,-2.133,10.28,-0.098
NYJ,-10.809,J.Fields,0.0,0.176,-13.087,-8.624,1.79,-7.138,7.038,-0.551
