Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,10.008,L.Jackson,0.956,0.209,12.866,7.441,-0.03,5.804,-4.838,2.85
NO,7.323,T.Shough,0.0,-4.696,5.284,8.437,0.874,2.833,-0.785,1.703
KC,6.614,P.Mahomes,0.959,0.305,9.701,4.051,-0.605,12.122,2.033,0.162
PIT,5.636,A.Rodgers,0.0,0.992,8.393,3.36,-0.904,3.588,-6.327,-0.779
GB,3.965,J.Love,0.0,-4.189,5.203,2.871,0.978,5.228,1.989,1.139
BUF,3.701,J.Allen,0.921,0.047,5.065,2.53,-1.393,6.958,1.473,0.822
LA,3.442,M.Stafford,0.0,-0.957,2.324,4.082,-1.342,1.561,-3.55,-1.639
TB,3.033,B.Mayfield,0.0,-1.691,4.218,2.025,1.026,1.901,-2.016,-0.915
SF,1.873,M.Jones,0.0,-3.23,0.424,2.829,0.762,0.659,-0.09,-0.683
IND,1.16,D.Jones,0.0,-2.697,-0.466,2.281,-1.821,-0.728,-1.323,0.553
SEA,0.71,S.Darnold,0.0,-4.027,0.612,0.747,1.173,3.105,4.415,0.939
MIA,0.115,T.Tagovailoa,0.192,-1.564,-1.655,1.39,-1.393,-0.416,2.254,2.212
LAC,-0.267,J.Herbert,0.603,0.005,-0.729,0.081,0.496,3.353,1.358,-3.095
MIN,-0.702,J.McCarthy,0.0,-1.978,0.272,-1.373,1.497,1.667,1.207,-1.684
NE,-0.806,D.Maye,0.0,-2.381,-2.651,0.57,-0.014,-0.212,2.904,0.191
ARI,-0.912,J.Brissett,0.0,-1.576,-1.724,-0.28,-1.601,2.567,2.933,-0.004
ATL,-1.217,M.Penix,0.0,-3.911,-2.28,-0.387,-0.195,0.887,2.574,-0.101
TEN,-1.39,C.Ward,0.0,-2.317,-3.048,-0.121,-0.396,3.434,4.797,-1.342
LV,-1.487,G.Smith,0.0,-4.849,-5.035,1.155,1.993,1.23,7.989,0.01
CHI,-2.092,C.Williams,0.0,-1.394,-3.52,-0.954,0.765,-5.898,-2.432,-0.662
CAR,-2.128,B.Young,0.0,-1.947,-4.25,-0.486,2.753,0.701,5.925,-1.509
DAL,-3.03,D.Prescott,0.662,1.282,-6.166,-0.609,-1.405,0.068,5.393,-0.13
CLE,-3.102,D.Gabriel,0.0,-2.028,-2.207,-3.597,0.351,3.064,4.674,-0.477
CIN,-3.464,J.Flacco,0.0,-1.819,-5.83,-1.578,0.22,0.104,7.539,1.304
DET,-4.381,J.Goff,0.0,1.505,-3.577,-4.747,0.94,1.295,7.013,1.073
HOU,-4.517,D.Mills,0.0,-3.947,-7.147,-2.388,1.358,0.102,9.094,0.926
DEN,-4.532,B.Nix,0.0,-0.261,-4.02,-4.678,1.169,-4.879,0.748,0.593
PHI,-4.898,J.Hurts,0.0,-3.023,-9.787,-1.116,-1.014,-7.034,1.316,-0.94
WAS,-5.617,M.Mariota,0.0,1.315,-8.62,-3.163,-2.25,-3.404,2.126,-1.32
NYG,-5.806,J.Dart,0.0,-0.442,-8.15,-3.821,-2.342,-3.978,3.991,1.793
JAX,-10.151,T.Lawrence,0.0,-1.182,-13.011,-7.577,-1.395,-2.321,9.764,-0.141
NYJ,-10.203,J.Fields,0.0,0.083,-12.641,-7.933,1.474,-5.379,7.909,-0.711
