Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,9.223,P.Mahomes,1.0,0.0,10.842,7.594,-1.35,9.08,-3.681,-0.508
BUF,7.381,J.Allen,0.997,0.009,8.571,6.154,-0.564,6.641,-2.159,0.762
PHI,6.898,J.Hurts,0.944,0.128,8.752,5.213,-1.521,6.857,-3.229,0.179
SF,6.789,M.Jones,0.0,-3.089,6.937,6.345,-0.537,4.678,-4.075,-0.933
DET,5.419,J.Goff,0.987,0.038,7.276,3.806,-1.489,5.271,-2.834,0.725
BAL,4.744,T.Huntley,0.171,-2.913,2.775,5.936,-0.814,-2.158,-5.455,0.489
MIA,4.452,T.Tagovailoa,0.848,0.491,5.309,3.611,-1.17,8.626,1.356,-0.917
DAL,3.949,D.Prescott,0.915,0.28,4.944,3.034,-0.603,2.339,-2.941,0.328
CLE,2.403,D.Gabriel,0.0,-1.519,0.96,3.329,1.804,-7.442,-5.231,1.126
CIN,1.331,J.Flacco,0.0,-3.403,0.192,2.089,1.217,-2.333,-1.622,-0.065
JAX,1.31,T.Lawrence,1.0,0.0,0.627,1.74,0.219,-0.517,-0.668,0.185
LA,1.301,M.Stafford,0.808,0.471,2.126,0.639,1.289,3.212,0.702,-1.439
SEA,1.223,S.Darnold,0.0,-2.495,-1.388,3.053,0.032,-0.821,1.662,1.04
NO,0.39,S.Rattler,0.0,-1.856,-1.846,1.99,-2.452,-3.406,-4.977,-0.748
LAC,-0.045,J.Herbert,1.0,0.0,0.987,-0.791,-0.045,3.589,1.67,-0.879
PIT,-0.992,A.Rodgers,0.0,4.078,2.541,-3.501,1.661,0.033,-1.293,-0.807
NYJ,-1.062,T.Taylor,0.0,0.677,-1.167,-0.933,2.359,-5.518,-0.394,1.849
TB,-2.384,B.Mayfield,0.508,-1.035,-3.176,-1.692,0.609,-3.034,-0.2,-0.916
TEN,-2.609,C.Ward,0.0,-2.577,-4.823,-0.877,0.919,-4.392,1.711,0.494
WAS,-2.986,J.Daniels,0.0,-0.765,-5.114,-1.297,-0.941,-2.777,0.165,-1.875
LV,-3.082,G.Smith,0.0,-0.809,-3.241,-2.814,-0.469,-2.336,1.885,1.35
IND,-3.255,D.Jones,0.0,0.351,-3.679,-2.787,-0.247,-4.224,-0.696,0.451
NE,-3.258,D.Maye,0.0,-1.17,-4.099,-2.487,1.644,-5.562,-1.034,-1.404
GB,-3.79,J.Love,0.531,-1.569,-3.999,-3.451,-0.541,-1.882,1.926,-0.078
MIN,-4.157,C.Wentz,0.0,-2.718,-6.514,-2.244,-0.175,-5.055,0.947,-0.544
ATL,-4.292,M.Penix,0.0,-0.82,-6.611,-2.401,-1.467,-3.814,0.968,-0.551
NYG,-5.121,J.Dart,0.0,-1.26,-7.32,-3.274,2.406,-5.209,4.946,0.495
ARI,-5.351,J.Brissett,0.0,1.667,-4.056,-6.024,1.237,-0.566,4.67,0.106
HOU,-5.368,C.Stroud,0.576,1.307,-3.384,-6.539,-0.583,-4.052,2.215,3.041
CHI,-5.439,C.Williams,0.0,-0.102,-7.672,-3.553,-0.732,-1.156,6.748,0.711
CAR,-7.173,B.Young,0.485,-0.848,-9.127,-5.403,0.274,-6.099,3.325,0.131
DEN,-9.248,B.Nix,0.0,-1.874,-11.039,-7.493,0.517,-5.095,4.632,-1.731
