Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
SEA,9.359,S.Darnold,0.755,0.248,9.286,8.947,-0.2,3.358,-4.069,2.47,1,9.53,9.76,1,0,Darnold,-0.17099999999999937,0.17099999999999937
LA,7.61,M.Stafford,0.98,0.018,8.601,6.516,0.977,6.649,-2.519,-1.427,2,9.47,9.27,2,0,Stafford,-1.8600000000000003,1.8600000000000003
DET,5.274,J.Goff,1.0,-0.0,6.478,4.14,0.674,5.15,-0.351,0.52,8,3.74,4.04,7,-1,Goff,1.5339999999999998,1.5339999999999998
HOU,5.091,C.Stroud,0.71,1.0,6.44,3.862,1.05,-0.15,-4.862,0.902,11,2.43,2.15,12,1,Stroud,2.661,2.661
GB,4.668,J.Love,0.966,0.171,6.412,3.175,-0.364,8.439,-0.151,-1.994,9,3.57,4.02,8,-1,Love,1.0980000000000003,1.0980000000000003
SF,3.587,B.Purdy,0.515,2.039,6.242,1.487,0.535,6.308,2.486,1.973,6,3.99,4.4,5,-1,Purdy,-0.403,0.403
PHI,3.534,J.Hurts,0.957,0.159,6.456,1.243,0.835,2.565,-3.789,-0.608,3,5.49,4.41,4,1,Hurts,-1.9560000000000004,1.9560000000000004
BUF,3.399,J.Allen,0.985,0.083,5.04,2.042,-0.105,6.21,0.101,-0.809,4,4.98,5.09,3,-1,Allen,-1.5810000000000004,1.5810000000000004
BAL,3.157,L.Jackson,0.82,0.883,3.349,2.861,-0.414,3.693,-0.021,0.009,5,4.35,3.3,9,4,Jackson,-1.1929999999999996,1.1929999999999996
DEN,2.991,B.Nix,0.963,0.073,3.591,2.408,-1.765,1.509,-3.438,0.188,10,3.43,3.24,10,0,Nix,-0.43900000000000006,0.43900000000000006
KC,2.708,P.Mahomes,0.982,0.095,3.926,1.691,0.553,7.036,2.266,-1.207,18,-0.19,4.31,6,-12,Minshew,2.898,2.898
NE,1.797,D.Maye,0.894,0.237,3.021,0.821,-3.495,4.562,-0.309,1.083,14,0.97,0.82,14,0,Maye,0.827,0.827
JAX,1.175,T.Lawrence,0.884,0.161,1.358,0.984,-0.105,0.072,0.099,1.39,7,3.82,2.83,11,4,Lawrence,-2.6449999999999996,2.6449999999999996
LAC,0.931,J.Herbert,0.989,0.039,1.697,0.33,-2.707,2.27,-2.524,-0.76,15,0.79,-0.33,17,2,Herbert,0.14100000000000001,0.14100000000000001
IND,0.887,R.Leonard,0.0,-2.834,0.737,0.952,-0.978,1.734,0.689,0.487,16,0.76,-1.09,20,4,Rivers,0.127,0.127
CHI,0.362,C.Williams,0.964,0.01,2.234,-1.013,-1.143,2.864,-0.572,-0.026,13,1.34,-0.14,16,3,Williams,-0.9780000000000001,0.9780000000000001
TB,-0.131,B.Mayfield,1.0,-0.0,1.332,-1.184,1.268,2.784,1.931,-0.411,22,-1.55,-1.43,22,0,Mayfield,1.419,1.419
PIT,-0.502,A.Rodgers,0.67,0.088,-0.794,-0.265,-0.044,-0.336,2.135,1.693,12,1.6,0.98,13,1,Rodgers,-2.1020000000000003,2.1020000000000003
DAL,-0.864,D.Prescott,0.873,0.672,-0.185,-1.312,-0.533,6.627,7.165,0.914,19,-0.41,-0.03,15,-4,Prescott,-0.454,0.454
MIA,-1.055,T.Tagovailoa,0.927,0.283,-0.326,-1.531,-1.189,0.776,1.629,1.534,20,-1.2,-0.46,18,-2,Tagovailoa,0.14500000000000002,0.14500000000000002
ARI,-1.087,J.Brissett,0.482,-0.109,-1.057,-1.055,1.627,0.178,0.855,-1.722,26,-5.03,-4.87,27,1,Brissett,3.9430000000000005,3.9430000000000005
WAS,-1.332,J.Daniels,0.56,0.849,-2.379,-0.507,0.747,3.528,6.703,0.098,24,-2.85,-3.58,24,0,Mariota,1.518,1.518
ATL,-1.915,K.Cousins,0.374,0.091,-2.654,-1.285,-1.804,2.129,0.96,-2.12,21,-1.47,-1.59,23,2,Cousins,-0.44500000000000006,0.44500000000000006
CIN,-2.898,J.Burrow,0.355,2.18,-2.694,-2.903,0.037,3.838,7.924,1.226,23,-2.52,-1.28,21,-2,Burrow,-0.3780000000000001,0.3780000000000001
MIN,-3.296,J.McCarthy,0.378,-2.827,-5.413,-1.6,2.2,-8.237,-0.353,0.717,17,-0.1,-1.03,19,2,McCarthy,-3.1959999999999997,3.1959999999999997
NYJ,-4.492,B.Cook,0.0,-2.025,-9.209,-0.854,-0.18,-5.89,5.158,1.762,27,-5.51,-4.83,26,-1,Cook,1.0179999999999998,1.0179999999999998
CAR,-5.067,B.Young,0.889,-0.133,-6.168,-4.018,0.019,-1.409,5.081,0.202,25,-4.91,-4.78,25,0,Young,-0.15700000000000003,0.15700000000000003
NYG,-5.307,J.Dart,0.484,0.809,-5.089,-5.201,1.9,0.352,6.385,-0.734,28,-5.66,-5.51,28,0,Dart,0.35299999999999976,0.35299999999999976
CLE,-5.878,S.Sanders,0.222,-0.677,-8.508,-3.682,-0.5,-9.443,-3.329,-2.125,30,-7.17,-6.02,29,-1,Sanders,1.2919999999999998,1.2919999999999998
LV,-7.146,G.Smith,0.755,0.295,-11.189,-3.863,-0.188,-8.179,1.881,-0.971,32,-7.86,-6.61,30,-2,Smith,0.7140000000000004,0.7140000000000004
NO,-7.596,T.Shough,0.288,-0.807,-10.262,-5.289,0.721,-6.479,2.642,-2.047,29,-6.16,-6.61,31,2,Shough,-1.436,1.436
TEN,-8.744,C.Ward,0.752,-0.434,-11.28,-6.474,2.41,-7.873,5.734,-0.189,31,-7.65,-8.41,32,1,Ward,-1.0939999999999994,1.0939999999999994
