Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,7.146,J.Allen,0.914,-0.116,8.673,5.687,-2.044,4.122,-5.014,1.392
ARI,6.292,J.Brissett,0.0,-1.332,9.052,3.981,0.158,6.256,-2.777,0.217
BAL,5.83,L.Jackson,0.978,0.151,6.0,5.417,0.073,6.706,2.076,1.496
TB,5.631,B.Mayfield,0.0,-1.437,6.287,4.877,-0.888,7.57,0.677,0.426
KC,4.149,P.Mahomes,0.974,0.128,4.578,3.633,1.244,7.535,5.619,1.64
LA,3.99,M.Stafford,0.672,0.423,5.335,2.818,0.449,3.995,-2.477,-1.41
DAL,2.932,D.Prescott,0.699,0.967,3.467,2.4,-0.621,3.874,0.395,0.044
TEN,2.917,C.Ward,0.0,-3.104,2.962,2.74,0.827,3.366,0.724,-0.418
CLE,2.893,D.Gabriel,0.0,-2.283,2.148,3.289,0.176,4.168,2.787,0.839
NO,2.757,T.Shough,0.0,-2.465,1.331,3.652,-0.263,-0.974,-0.98,1.513
IND,2.234,D.Jones,0.0,-1.266,2.458,1.961,-0.621,2.812,0.553,0.706
GB,2.051,J.Love,0.084,-3.505,2.6,1.551,-0.724,4.766,0.61,-0.892
NE,1.72,D.Maye,0.0,-1.817,0.018,2.867,-2.255,-0.326,1.144,3.48
SF,1.566,M.Jones,0.0,-0.802,-0.153,2.733,1.77,0.438,0.815,-1.155
LV,1.536,G.Smith,0.0,-3.039,-0.104,2.647,-1.352,1.889,0.837,-0.022
SEA,0.876,S.Darnold,0.0,-2.621,-0.037,1.493,0.987,-0.662,1.358,1.138
PIT,-0.051,A.Rodgers,0.0,1.792,3.642,-2.723,1.734,1.316,0.264,0.848
DEN,-0.484,B.Nix,0.0,-1.907,-1.722,0.436,-0.998,-0.524,0.546,0.56
MIN,-0.856,J.McCarthy,0.0,-2.607,-0.4,-1.144,0.087,1.23,0.803,-0.908
CIN,-1.368,J.Flacco,0.0,-1.525,-3.257,0.068,-1.735,0.73,2.516,0.086
CAR,-1.674,B.Young,0.0,-0.494,-3.542,-0.238,-1.739,-3.499,-2.385,-0.825
LAC,-2.274,J.Herbert,0.94,0.049,-0.922,-3.14,0.623,5.966,5.038,-2.473
CHI,-2.519,C.Williams,0.0,0.026,-4.021,-1.307,0.938,-1.072,2.798,-1.238
WAS,-3.369,M.Mariota,0.0,1.539,-5.605,-1.583,1.025,-0.55,5.517,-0.486
MIA,-3.947,T.Tagovailoa,0.476,-0.285,-6.642,-1.8,0.593,-2.901,2.85,-1.47
NYG,-4.771,J.Dart,0.0,-0.746,-5.179,-4.238,0.546,-2.912,3.068,0.269
PHI,-4.883,J.Hurts,0.776,0.202,-6.146,-3.726,-0.095,0.13,5.32,-0.93
ATL,-6.836,M.Penix,0.0,-3.47,-9.052,-4.893,-1.847,-1.012,5.151,-1.212
JAX,-9.442,T.Lawrence,0.673,-0.078,-12.344,-6.872,1.23,-4.532,8.94,-0.082
NYJ,-9.475,J.Fields,0.0,-0.462,-12.864,-6.552,0.989,-4.336,8.197,-1.303
HOU,-9.553,D.Mills,0.47,-2.666,-10.523,-8.377,1.207,-5.06,5.929,-0.559
DET,-10.405,J.Goff,0.671,-0.169,-12.937,-8.055,0.7,-3.893,10.519,0.358
