Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,8.843,L.Jackson,0.961,0.182,10.163,7.449,0.559,10.639,0.696,-0.241
KC,7.348,P.Mahomes,0.981,0.168,8.36,6.251,1.392,4.727,-2.19,0.275
DET,7.243,J.Goff,1.0,-0.0,9.491,5.256,0.091,6.271,-1.823,1.592
SF,5.842,B.Purdy,0.952,0.142,8.006,3.986,0.339,7.377,-2.568,-2.161
BUF,5.28,J.Allen,1.0,0.0,7.561,3.367,-1.06,7.894,-1.175,-0.397
MIN,4.05,J.McCarthy,0.0,-1.44,4.875,3.251,0.182,0.57,-4.854,0.233
PHI,3.782,J.Hurts,0.993,0.024,5.478,2.367,-1.648,5.319,-1.643,0.016
LAC,2.041,J.Herbert,0.923,0.33,5.316,-0.432,-1.148,0.722,-4.387,1.183
PIT,1.506,M.Rudolph,0.079,-0.103,4.229,-0.541,-1.523,0.722,-2.828,1.967
WAS,1.409,M.Mariota,0.074,-0.631,0.72,1.838,-1.703,4.203,1.774,-0.306
GB,0.432,J.Love,0.821,0.599,3.643,-1.914,0.633,4.012,0.316,-1.503
DEN,0.162,B.Nix,0.709,-0.175,-0.404,0.563,0.668,-3.357,-1.947,0.492
TB,0.041,B.Mayfield,0.955,-0.073,1.309,-0.879,2.47,2.876,5.207,1.488
MIA,-0.265,T.Tagovailoa,0.692,1.346,-1.25,0.462,-0.49,-0.948,-1.145,-0.996
CIN,-0.541,J.Flacco,0.0,-3.523,-2.042,0.572,0.48,2.236,4.729,-0.015
DAL,-0.8,D.Prescott,0.903,0.438,-2.351,0.364,1.816,-0.161,4.892,0.881
ARI,-0.846,J.Brissett,0.0,-0.523,-1.074,-0.639,1.501,2.369,3.97,-0.554
HOU,-0.982,D.Mills,0.037,-2.984,-2.409,0.1,-0.402,-5.462,-3.611,-0.032
LA,-1.397,M.Stafford,0.94,0.187,-2.632,-0.434,0.928,-0.943,0.751,-1.958
NYJ,-1.446,J.Fields,0.0,-0.425,-2.889,-0.329,0.504,-4.127,-1.431,-0.645
SEA,-1.964,S.Darnold,0.0,-1.552,-4.201,-0.247,0.567,-2.242,3.564,1.022
ATL,-2.223,M.Penix,0.0,-2.18,-4.358,-0.567,-0.646,1.869,3.09,-2.604
NO,-2.739,T.Shough,0.0,-1.418,-3.746,-1.874,-1.219,-1.618,1.478,0.467
JAX,-2.852,T.Lawrence,0.9,0.123,-5.325,-0.92,0.281,-1.733,4.87,0.867
IND,-2.93,D.Jones,0.0,0.875,-2.937,-2.779,-0.084,-3.515,-0.865,-0.166
CLE,-3.123,D.Gabriel,0.0,-0.186,-5.03,-1.588,0.5,-7.73,-0.612,1.635
CHI,-3.94,C.Williams,0.688,-0.42,-4.9,-3.05,-1.967,-4.952,-1.382,0.388
TEN,-3.954,C.Ward,0.0,-0.56,-5.172,-2.876,0.186,-4.356,-0.659,-1.634
LV,-4.318,G.Smith,0.0,1.408,-5.696,-3.106,1.292,-5.998,1.481,0.76
NE,-4.403,D.Maye,0.308,-0.106,-6.1,-2.956,-0.992,-5.6,1.186,1.22
NYG,-5.693,J.Winston,0.0,1.147,-6.567,-4.778,-0.074,-2.275,3.076,-1.208
CAR,-9.453,B.Young,0.598,-1.192,-12.214,-6.985,-1.575,-6.494,4.508,0.082
