Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,7.492,J.Allen,1.0,-0.0,8.905,6.098,-0.08,8.334,-1.437,-0.682
BAL,7.423,L.Jackson,0.91,0.294,7.645,6.895,1.321,2.966,-3.814,-0.189
KC,5.732,P.Mahomes,0.963,0.334,6.958,4.559,2.264,4.032,-0.494,0.541
SF,5.055,M.Jones,0.0,-3.58,4.73,5.039,0.162,3.437,-2.575,-1.222
NO,4.344,S.Rattler,0.0,-2.05,4.161,4.262,-3.097,3.412,-3.131,0.59
DAL,4.077,D.Prescott,0.976,0.091,4.717,3.411,-0.024,3.662,0.296,1.29
DET,3.16,J.Goff,1.0,0.0,4.191,2.257,0.377,4.232,1.04,0.717
MIN,2.676,C.Wentz,0.0,0.198,3.701,1.801,0.381,0.892,-2.709,-0.286
LAC,2.632,J.Herbert,0.829,0.717,3.254,2.051,-1.442,-0.441,-3.729,1.095
MIA,2.631,T.Tagovailoa,0.962,0.139,0.859,3.783,0.984,1.756,1.008,-0.67
GB,1.801,J.Love,0.766,0.865,4.971,-0.583,-0.523,5.507,-0.019,-0.043
PIT,1.508,A.Rodgers,0.0,2.06,4.347,-0.622,-0.807,0.076,-4.813,0.162
CIN,1.264,J.Browning,0.285,-0.51,1.134,1.296,2.108,0.775,0.917,-0.591
HOU,0.892,C.Stroud,0.827,0.831,2.575,-0.371,-2.538,0.734,-2.418,1.432
PHI,0.163,J.Hurts,0.986,0.041,0.967,-0.427,-0.624,5.149,4.415,0.831
TB,-0.085,B.Mayfield,0.897,-0.194,0.621,-0.591,-0.935,0.318,0.698,1.754
CLE,-0.128,J.Flacco,0.242,0.559,1.415,-1.24,0.178,-4.914,-4.203,1.889
LV,-0.324,G.Smith,0.0,0.936,-0.256,-0.358,1.721,-4.663,-2.031,1.116
SEA,-0.56,S.Darnold,0.0,-1.897,-2.266,0.702,-1.039,-0.786,0.497,-0.097
JAX,-1.702,T.Lawrence,0.956,0.066,-3.602,-0.242,0.24,-2.336,0.79,-0.776
ARI,-1.775,K.Murray,0.679,1.176,0.287,-3.181,1.101,2.918,3.314,0.266
NE,-2.261,D.Maye,0.0,-0.631,-2.258,-2.151,0.381,-4.841,-3.024,-0.888
LA,-2.634,M.Stafford,0.869,0.445,-2.386,-2.682,1.335,1.083,3.581,-1.525
NYJ,-2.99,T.Taylor,0.0,0.897,-3.688,-2.336,0.452,-6.925,-2.596,0.197
CHI,-3.007,C.Williams,0.3,-2.001,-5.053,-1.376,-0.208,-7.674,-2.434,0.336
IND,-3.595,D.Jones,0.0,0.28,-5.789,-1.828,0.077,-1.914,2.888,-0.933
ATL,-3.626,M.Penix,0.0,-1.084,-6.795,-1.151,-0.581,-3.699,0.585,-2.065
DEN,-4.889,B.Nix,0.298,-1.833,-7.229,-2.951,1.151,-9.771,-0.513,1.075
TEN,-5.227,C.Ward,0.0,-0.385,-5.911,-4.473,-1.755,-4.028,-0.702,-1.074
WAS,-6.363,M.Mariota,0.0,1.693,-7.727,-5.061,-1.656,1.203,5.507,-2.134
NYG,-7.61,R.Wilson,0.0,0.737,-8.293,-6.739,-0.721,-4.452,3.888,0.532
CAR,-9.88,B.Young,0.867,-0.38,-12.654,-7.381,1.426,-9.809,3.228,-1.053
