Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,8.062,J.Allen,0.952,0.061,9.736,6.451,-0.244,7.872,-0.736,1.578
NO,6.188,T.Shough,0.0,-4.229,3.974,7.485,0.289,1.275,-2.504,0.396
BAL,5.352,T.Huntley,0.0,-4.827,3.916,6.126,-1.142,1.132,-0.988,3.118
KC,4.557,C.Oladokun,0.0,-7.529,3.851,4.843,0.245,4.957,1.679,0.452
GB,4.045,M.Willis,0.0,-4.815,3.819,4.008,-1.854,5.979,0.207,-0.311
LA,3.807,M.Stafford,0.0,-0.529,3.77,3.645,0.188,0.162,-5.693,-2.108
PIT,3.781,A.Rodgers,0.0,1.182,5.174,2.586,-0.876,-0.318,-7.036,-0.811
TB,3.605,B.Mayfield,0.0,-1.613,4.508,2.772,0.533,3.908,0.297,0.359
SEA,2.445,S.Darnold,0.0,-3.745,0.956,3.401,-0.572,0.496,1.369,2.35
IND,2.084,P.Rivers,0.817,0.632,4.138,0.494,-1.173,5.449,1.713,1.303
MIA,1.035,Q.Ewers,0.0,-2.3,-0.252,1.917,-0.804,-0.906,0.389,1.66
SF,0.906,B.Purdy,0.0,-2.799,-0.927,2.189,1.326,-2.468,-2.677,-2.088
ATL,-0.392,K.Cousins,0.0,-1.004,-0.491,-0.3,1.612,0.34,2.579,0.561
ARI,-0.5,J.Brissett,0.0,-1.415,-1.324,0.122,-0.315,0.36,2.814,1.245
NE,-0.515,D.Maye,0.0,-2.506,-2.624,1.038,1.88,-1.135,5.077,1.897
TEN,-0.856,C.Ward,0.0,-3.324,-3.75,1.282,-0.037,4.069,6.549,-1.22
CLE,-1.387,S.Sanders,0.0,-2.817,-1.928,-0.925,-1.968,4.193,3.556,-0.447
DAL,-1.407,D.Prescott,0.408,1.669,-2.019,-0.894,-1.499,1.793,3.231,0.479
CAR,-1.51,B.Young,0.0,-2.141,-4.176,0.496,1.115,0.242,4.84,-0.464
CHI,-1.634,C.Williams,0.0,-1.918,-3.72,-0.042,-0.754,-3.413,0.298,0.656
LAC,-2.603,J.Herbert,0.777,-0.123,-3.084,-2.125,-0.035,2.117,1.723,-3.583
MIN,-2.88,M.Brosmer,0.0,-2.636,-3.322,-2.418,0.257,1.375,2.54,-2.498
LV,-3.056,G.Smith,0.0,-5.125,-6.71,-0.258,1.398,-0.779,7.898,0.764
CIN,-3.411,J.Burrow,0.495,1.484,-4.224,-2.653,-0.721,1.36,4.57,-0.456
DEN,-4.372,B.Nix,0.0,-0.834,-4.834,-3.82,2.159,-4.602,1.967,-0.265
WAS,-4.656,J.Johnson,0.006,-0.613,-7.634,-2.268,-1.405,-5.598,-0.005,-1.052
HOU,-5.404,C.Stroud,0.0,-4.677,-8.504,-2.892,0.094,0.722,9.407,0.219
NYG,-6.097,J.Dart,0.0,-0.73,-6.951,-5.176,-0.887,-2.736,3.57,0.093
PHI,-6.323,J.Hurts,0.198,-1.06,-9.472,-3.729,0.381,-5.501,3.349,-1.284
DET,-7.104,J.Goff,0.0,1.098,-6.876,-6.917,0.436,1.892,10.156,0.747
NYJ,-7.499,B.Cook,0.0,-0.344,-8.726,-6.238,2.18,-4.913,4.201,-1.558
JAX,-10.338,T.Lawrence,0.0,-0.585,-11.558,-8.942,0.182,-4.012,8.275,0.289
