Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,10.052,J.Allen,0.988,0.001,11.136,8.768,1.266,7.517,-1.144,1.479
KC,7.28,P.Mahomes,0.997,0.017,9.263,5.483,0.786,11.867,1.576,-1.533
BAL,5.132,L.Jackson,0.884,0.541,6.364,3.986,1.184,3.746,1.272,2.901
DAL,4.528,D.Prescott,0.595,1.475,5.509,3.593,-0.22,3.628,-0.96,1.152
PHI,4.504,J.Hurts,0.933,0.109,6.466,2.86,-2.157,8.476,-0.739,-0.673
SF,3.254,B.Purdy,0.0,-3.347,1.23,4.557,-0.719,0.445,-1.242,0.187
CIN,3.06,J.Flacco,0.0,-3.55,0.625,4.671,-0.361,0.246,-1.372,-0.354
MIA,2.465,T.Tagovailoa,0.7,0.487,2.792,2.106,0.628,4.526,1.216,-1.069
NE,2.397,D.Maye,0.0,-1.735,2.402,2.274,-0.553,-1.703,-2.992,2.091
TB,2.125,B.Mayfield,0.0,-1.889,1.007,2.829,0.221,0.104,-1.215,-0.681
TEN,1.82,C.Ward,0.0,-2.721,0.264,2.857,-0.598,-1.583,-1.722,0.615
LA,1.215,M.Stafford,0.872,0.464,0.686,1.538,0.945,-1.456,-1.764,-0.28
SEA,0.852,S.Darnold,0.0,-3.041,-0.752,1.972,-1.657,-0.117,1.125,1.945
NO,-0.288,T.Shough,0.0,-1.354,-2.533,1.352,-0.033,-3.244,-1.271,-0.455
CLE,-0.803,D.Gabriel,0.0,-1.777,-2.737,0.638,0.094,1.138,3.258,-1.185
MIN,-1.124,J.McCarthy,0.0,-3.204,-1.383,-0.881,-0.034,-1.276,-0.25,-0.485
WAS,-1.356,M.Mariota,0.0,1.813,-0.937,-1.592,0.701,-1.29,0.458,0.104
NYJ,-1.662,J.Fields,0.0,1.182,-1.04,-2.029,1.974,-2.805,0.306,0.039
IND,-1.98,D.Jones,0.0,0.1,-2.081,-1.809,-0.782,-2.878,-1.896,-0.414
GB,-2.056,J.Love,0.014,-4.487,-5.47,0.519,0.547,-2.146,1.735,-2.056
NYG,-2.407,J.Winston,0.0,2.016,-1.021,-3.292,-0.637,2.69,2.71,-0.449
LAC,-2.62,J.Herbert,0.998,0.012,-1.654,-3.189,-0.802,1.64,2.484,-0.111
ARI,-2.852,J.Brissett,0.0,-0.131,-2.745,-2.788,0.916,-1.305,0.584,-1.69
LV,-3.233,G.Smith,0.0,-0.715,-3.545,-2.847,-0.81,0.551,5.268,1.764
PIT,-3.329,M.Rudolph,0.019,-0.733,-4.202,-2.532,2.671,-3.146,2.556,-1.097
JAX,-3.514,T.Lawrence,0.959,0.086,-5.932,-1.589,-0.798,0.695,5.494,-0.449
DET,-4.232,J.Goff,0.901,0.037,-4.84,-3.583,0.687,1.16,7.372,0.683
CHI,-4.419,C.Williams,0.0,-0.541,-5.07,-3.729,-0.35,0.006,5.717,0.886
CAR,-4.557,B.Young,0.0,0.053,-3.95,-4.771,-0.671,-3.451,0.327,0.394
DEN,-4.865,B.Nix,0.0,-2.34,-5.545,-4.131,-0.836,-6.31,-4.262,-2.717
ATL,-6.955,M.Penix,0.0,-2.632,-9.288,-4.921,0.245,-1.816,7.24,-0.371
HOU,-8.408,D.Mills,0.879,-0.254,-9.388,-7.281,-0.91,-4.14,6.658,2.242
