Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,8.77,L.Jackson,0.833,0.659,9.415,7.867,-0.712,2.793,-7.226,0.258
KC,7.711,P.Mahomes,1.0,0.0,8.914,6.458,-0.794,7.512,-2.802,-0.508
BUF,7.126,J.Allen,0.998,0.008,7.844,6.253,-0.91,7.322,-1.367,0.357
PHI,6.182,J.Hurts,0.953,0.106,8.991,3.841,-1.314,7.115,-3.041,0.137
MIA,5.334,T.Tagovailoa,0.875,0.395,6.162,4.47,-0.069,7.899,1.049,-0.598
DAL,5.221,D.Prescott,0.923,0.284,5.679,4.631,-0.943,2.644,-3.153,0.825
SF,5.066,M.Jones,0.0,-2.978,4.11,5.507,-0.567,4.222,-1.451,-0.724
DET,2.832,J.Goff,0.989,0.03,5.516,0.747,-1.199,3.455,-1.995,1.295
JAX,2.734,T.Lawrence,1.0,-0.0,2.335,2.887,-0.059,-0.719,-2.321,0.699
CIN,2.181,J.Flacco,0.0,-3.535,1.191,2.789,1.738,-1.24,-1.118,-0.11
CLE,1.852,D.Gabriel,0.0,-0.878,0.522,2.723,1.522,-7.143,-4.142,1.818
SEA,1.389,S.Darnold,0.0,-2.49,-0.663,2.807,-1.171,-0.543,0.093,0.957
LAC,1.193,J.Herbert,1.0,-0.0,2.153,0.439,0.299,4.854,2.742,-0.204
NO,0.813,T.Shough,0.0,-2.038,-0.81,1.948,-2.524,-2.069,-4.417,-0.547
NYJ,0.104,J.Fields,0.0,1.832,0.424,-0.133,1.945,-6.181,-2.878,1.984
PIT,-0.924,A.Rodgers,0.0,4.206,2.287,-3.204,1.277,0.159,-1.193,-0.64
LA,-1.621,M.Stafford,0.842,0.374,-0.85,-2.098,0.913,2.137,1.32,-2.408
TEN,-1.911,C.Ward,0.0,-2.453,-3.681,-0.535,0.771,-3.544,1.067,0.271
NE,-2.769,D.Maye,0.0,-1.337,-4.021,-1.725,2.539,-4.694,1.2,-0.654
WAS,-2.876,J.Daniels,0.0,-0.828,-5.396,-0.908,-0.206,-3.914,0.825,-0.9
MIN,-3.125,J.McCarthy,0.0,-3.612,-4.264,-2.145,-0.121,-3.267,0.133,-0.927
IND,-3.24,D.Jones,0.0,0.227,-4.535,-2.141,0.614,-3.944,0.34,-0.44
ATL,-3.844,M.Penix,0.0,-0.768,-6.173,-1.968,-1.822,-3.786,0.636,-0.171
TB,-4.185,B.Mayfield,0.601,-0.844,-4.693,-3.611,0.986,-3.609,0.717,-1.255
NYG,-4.56,J.Dart,0.0,-1.065,-6.46,-2.958,1.469,-6.801,0.671,-0.476
CHI,-4.79,C.Williams,0.0,-0.15,-6.487,-3.325,-0.929,0.291,6.466,0.354
LV,-5.054,G.Smith,0.0,-0.56,-6.282,-3.914,-0.384,-3.722,2.474,0.227
GB,-5.522,J.Love,0.623,-1.256,-6.388,-4.622,-1.245,-1.922,3.687,0.026
ARI,-5.829,J.Brissett,0.0,2.011,-5.529,-5.758,1.531,-2.994,3.957,0.131
HOU,-6.096,D.Mills,0.321,-2.022,-6.112,-5.782,-0.778,-7.043,1.045,2.336
DEN,-6.907,B.Nix,0.0,-1.999,-8.018,-5.76,0.406,-4.191,3.218,-0.936
CAR,-7.095,B.Young,0.536,-0.601,-8.423,-5.782,0.217,-6.276,2.792,0.52
