Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,10.037,J.Allen,0.991,0.001,11.862,8.217,0.924,7.834,-0.794,2.513
KC,7.248,P.Mahomes,0.997,0.014,9.361,5.359,0.695,12.721,1.917,-1.761
DAL,6.524,D.Prescott,0.683,1.175,7.721,5.334,-0.635,5.305,-2.381,0.967
PHI,6.494,J.Hurts,0.948,0.102,8.57,4.669,-1.579,9.155,-1.343,-0.41
CIN,5.816,J.Burrow,0.971,0.157,6.541,5.003,0.72,5.737,-0.253,0.192
BAL,4.721,L.Jackson,0.833,0.745,5.686,3.788,-0.041,3.026,-0.673,2.046
SF,4.326,B.Purdy,0.073,-2.784,3.257,4.886,-1.317,1.302,-2.471,0.636
MIA,3.758,T.Tagovailoa,0.746,0.446,3.758,3.572,0.397,4.227,-0.157,-0.842
NE,1.99,D.Maye,0.0,-1.798,1.187,2.473,0.654,-2.053,-2.301,0.77
TB,1.222,B.Mayfield,0.0,-1.959,-0.648,2.516,0.1,-0.578,-0.813,-1.123
SEA,0.647,S.Darnold,0.0,-3.142,-1.478,2.154,-1.947,0.375,1.996,1.842
TEN,0.453,C.Ward,0.0,-2.93,-1.605,1.922,0.191,-1.18,0.713,0.117
NO,0.057,T.Shough,0.0,-1.308,-2.019,1.558,0.451,-2.963,-0.931,-0.315
DET,0.001,J.Goff,0.923,0.043,-0.798,0.58,0.494,2.771,5.082,1.317
PIT,-0.487,A.Rodgers,0.0,3.815,1.857,-2.161,2.14,3.092,2.187,-1.123
CLE,-0.683,S.Sanders,0.0,-1.973,-1.948,0.266,0.283,-0.192,0.907,-1.471
LA,-0.821,M.Stafford,0.759,1.062,-1.05,-0.615,1.453,-1.29,1.16,0.131
NYJ,-1.113,B.Cook,0.0,0.456,-1.114,-1.057,1.507,-3.773,-0.29,0.812
WAS,-1.162,J.Daniels,0.0,-0.901,-2.061,-0.453,-0.869,-2.367,-1.306,-0.335
LV,-1.801,G.Smith,0.0,-0.531,-0.692,-2.515,-1.569,2.112,3.057,1.492
MIN,-1.86,J.McCarthy,0.0,-3.061,-1.824,-1.793,0.965,-1.584,0.766,-0.784
GB,-2.546,J.Love,0.011,-3.655,-5.608,-0.202,0.987,-0.899,3.99,-1.564
LAC,-3.178,J.Herbert,0.998,0.009,-3.168,-3.027,-0.241,0.682,3.477,-0.129
IND,-3.408,R.Leonard,0.0,-1.229,-4.353,-2.554,-0.143,-5.14,-0.955,-0.035
ARI,-3.785,J.Brissett,0.0,0.063,-3.845,-3.554,0.841,-1.059,1.861,-1.687
CAR,-4.048,B.Young,0.0,-0.011,-3.489,-4.253,-0.788,-4.068,-0.773,0.475
JAX,-5.094,T.Lawrence,0.965,0.081,-6.957,-3.492,-0.752,0.419,6.056,-0.676
ATL,-5.332,K.Cousins,0.0,1.093,-6.021,-4.569,-0.283,1.652,7.218,-0.155
NYG,-5.364,J.Dart,0.0,-0.991,-6.736,-4.105,-0.43,-2.388,4.04,-0.245
DEN,-5.617,B.Nix,0.0,-2.324,-6.521,-4.684,-0.594,-6.926,-3.235,-2.272
CHI,-5.656,C.Williams,0.0,-0.749,-6.51,-4.758,-0.801,0.094,6.028,0.069
HOU,-10.478,C.Stroud,0.0,0.58,-11.478,-9.235,-0.967,-6.931,5.495,1.684
