Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
NO,8.578,S.Rattler,0.0,-3.351,7.702,8.786,1.042,1.932,-4.743,0.366
KC,6.279,P.Mahomes,0.937,0.343,9.551,3.599,1.737,13.028,4.813,-0.13
BUF,6.142,J.Allen,0.973,-0.001,7.04,5.187,1.516,4.221,0.076,1.776
BAL,5.91,L.Jackson,0.949,0.334,6.723,5.029,-1.194,5.007,-1.121,1.959
SF,5.054,M.Jones,0.0,-0.071,4.645,5.099,-0.233,3.208,-3.99,-1.198
TB,4.917,B.Mayfield,0.0,-1.214,6.007,3.883,0.582,5.58,1.282,1.159
LA,3.776,M.Stafford,0.166,0.269,5.428,2.393,0.81,2.448,-3.666,-1.289
PIT,3.093,A.Rodgers,0.0,1.866,5.23,1.392,0.342,-0.517,-5.443,-0.283
SEA,2.975,S.Darnold,0.0,-3.681,3.08,2.752,0.57,-0.127,-1.254,1.471
ARI,2.67,K.Murray,0.944,0.224,4.408,1.28,-0.501,3.161,-0.432,1.441
GB,2.18,J.Love,0.0,-3.526,1.771,2.368,0.461,4.411,2.398,-0.538
CLE,1.948,J.Flacco,0.0,-1.544,1.731,2.009,0.353,7.735,5.647,-0.093
MIA,0.394,T.Tagovailoa,0.619,-0.811,0.197,0.517,-0.053,0.102,1.033,1.103
CAR,0.151,B.Young,0.0,-1.238,-1.863,1.602,-0.842,0.135,0.459,-0.739
NE,-0.222,D.Maye,0.0,-1.691,-1.576,0.769,1.067,0.431,4.387,1.405
DAL,-0.577,D.Prescott,0.48,1.73,-0.478,-0.62,0.15,3.029,3.075,-0.742
IND,-0.851,D.Jones,0.0,-2.762,-2.271,0.22,-0.97,-0.245,2.156,0.888
LAC,-0.93,J.Herbert,0.849,0.068,0.168,-1.68,-1.078,4.592,0.847,-2.755
LV,-1.118,G.Smith,0.0,-4.523,-3.535,0.687,1.876,-0.475,5.233,0.56
PHI,-1.976,J.Hurts,0.394,0.422,-3.795,-0.561,-0.516,-1.398,1.099,-1.117
CHI,-2.308,C.Williams,0.0,-1.304,-5.478,0.102,0.315,-3.026,3.435,0.725
DEN,-2.623,B.Nix,0.0,-0.547,-2.234,-2.774,0.028,-1.211,0.84,-0.312
MIN,-2.975,J.McCarthy,0.0,-2.221,-3.733,-2.278,-2.485,2.84,2.428,-2.107
TEN,-3.252,C.Ward,0.0,-2.514,-7.552,0.023,-0.198,1.611,7.876,-1.393
WAS,-4.289,J.Daniels,0.0,0.319,-6.674,-2.35,-0.449,-4.266,1.805,-0.378
HOU,-4.548,C.Stroud,0.0,-3.71,-6.765,-2.717,-4.355,3.492,7.429,0.932
NYG,-5.259,R.Wilson,0.0,3.483,-4.279,-5.707,-0.343,0.956,4.7,-0.26
ATL,-5.546,M.Penix,0.0,-3.065,-7.151,-4.109,1.389,-2.549,5.863,0.222
CIN,-5.572,J.Browning,0.0,-1.107,-8.029,-3.517,-0.706,-2.164,5.134,-0.274
NYJ,-9.39,T.Taylor,0.0,-1.198,-11.923,-7.09,1.916,-8.252,4.452,-0.913
DET,-11.059,J.Goff,0.184,0.272,-11.075,-10.499,0.283,-0.401,12.279,0.125
JAX,-12.056,T.Lawrence,0.185,-0.165,-14.958,-9.357,-1.35,-4.529,9.153,-0.254
