Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,9.233,J.Allen,0.992,0.001,11.078,7.439,-0.282,7.638,-2.05,1.691
CIN,6.829,J.Burrow,0.976,0.127,8.427,5.334,0.784,5.777,-1.893,0.294
SF,6.503,B.Purdy,0.248,-1.103,7.072,5.768,-1.536,3.645,-4.044,0.704
PHI,5.742,J.Hurts,0.891,0.162,8.022,3.806,-1.771,8.75,-1.42,-0.496
KC,5.458,C.Oladokun,0.0,-7.283,3.506,6.601,0.17,4.438,-0.892,-1.662
DAL,5.292,D.Prescott,0.745,0.936,6.211,4.364,-0.94,5.216,-1.691,0.422
BAL,2.252,T.Huntley,0.316,-3.425,0.702,3.262,-0.213,-1.936,-1.123,1.716
MIA,0.97,Q.Ewers,0.0,-2.621,-0.901,2.277,0.928,0.424,1.014,-1.008
PIT,0.552,A.Rodgers,0.0,3.497,2.695,-1.027,1.903,3.957,1.401,-1.686
NE,0.464,D.Maye,0.0,-1.698,0.132,0.682,0.253,-2.17,-1.948,0.451
NO,0.353,T.Shough,0.0,-1.313,-1.623,1.766,-0.362,-2.752,-1.865,-0.372
TB,0.039,B.Mayfield,0.0,-1.701,-1.903,1.444,0.778,-2.215,-1.345,-1.808
CLE,-0.124,S.Sanders,0.0,-2.384,-1.815,1.106,1.225,-2.649,0.082,-0.442
LAC,-0.678,J.Herbert,0.999,0.007,-0.489,-0.781,0.192,0.218,0.703,-0.14
LV,-0.7,G.Smith,0.0,-1.004,0.121,-1.26,-0.893,0.454,1.491,1.837
WAS,-0.733,J.Johnson,0.0,1.775,-0.656,-0.753,-0.53,-0.416,-0.662,-0.517
LA,-0.961,M.Stafford,0.618,1.16,-1.295,-0.672,0.672,-1.114,0.493,-0.306
IND,-1.066,P.Rivers,0.03,2.583,0.38,-2.06,-0.079,-2.3,-2.279,0.62
DET,-1.261,J.Goff,0.938,0.051,-1.656,-0.912,-0.556,3.224,5.66,1.353
TEN,-1.368,C.Ward,0.0,-2.552,-3.657,0.357,-0.045,-2.673,1.001,0.066
SEA,-1.486,S.Darnold,0.0,-2.274,-4.038,0.435,-0.378,-2.66,3.046,1.927
JAX,-2.051,T.Lawrence,0.972,0.078,-2.56,-1.58,-0.283,2.491,4.177,-0.648
CAR,-2.051,B.Young,0.0,-0.117,-1.352,-2.456,-1.015,-0.825,-0.24,0.19
NYJ,-2.58,B.Cook,0.0,0.375,-3.302,-1.929,1.242,-4.511,0.313,0.246
GB,-3.522,M.Willis,0.0,-7.764,-8.692,0.396,-0.114,-5.213,2.831,-0.547
NYG,-4.546,J.Dart,0.0,-1.185,-6.01,-3.261,-0.329,-1.966,3.747,-0.26
ARI,-4.78,J.Brissett,0.0,0.925,-4.94,-4.428,0.315,-3.192,1.187,-0.864
MIN,-4.87,M.Brosmer,0.0,-3.262,-6.239,-3.638,-0.369,-3.49,1.889,-1.069
ATL,-5.061,K.Cousins,0.0,1.486,-5.471,-4.514,0.382,1.204,6.778,-0.176
DEN,-5.622,B.Nix,0.0,-2.038,-6.721,-4.548,0.266,-7.029,-2.45,-2.306
CHI,-5.786,C.Williams,0.0,-0.602,-6.991,-4.626,0.203,-2.034,5.834,0.664
HOU,-8.448,C.Stroud,0.0,0.381,-8.668,-7.87,0.351,-7.12,4.096,2.168
