Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
SEA,8.854,S.Darnold,0.817,0.175,9.116,8.225,0.139,2.547,-4.004,2.775,1,9.53,9.76,1,0,Darnold,-0.6760000000000002,0.6760000000000002
LA,7.963,M.Stafford,0.985,0.018,8.564,7.133,1.397,7.913,-0.598,-1.18,2,9.47,9.27,2,0,Stafford,-1.5070000000000006,1.5070000000000006
HOU,4.995,C.Stroud,0.78,0.75,6.911,3.361,0.197,-0.988,-5.782,2.004,11,2.43,2.15,12,1,Stroud,2.565,2.565
BAL,3.905,L.Jackson,0.738,1.095,4.459,3.31,0.207,5.495,1.265,0.066,5,4.35,3.3,9,4,Jackson,-0.44499999999999984,0.44499999999999984
SF,3.811,B.Purdy,0.607,1.81,6.761,1.485,-0.197,9.804,4.707,1.838,6,3.99,4.4,5,-1,Purdy,-0.17900000000000027,0.17900000000000027
JAX,3.74,T.Lawrence,0.913,0.164,4.92,2.7,-0.37,2.441,-1.332,1.403,7,3.82,2.83,11,4,Lawrence,-0.07999999999999963,0.07999999999999963
DEN,3.692,B.Nix,0.973,0.059,3.951,3.321,-1.735,3.26,-2.695,-0.498,10,3.43,3.24,10,0,Nix,0.262,0.262
DET,3.469,J.Goff,1.0,0.0,3.75,3.094,0.842,3.965,0.912,0.066,8,3.74,4.04,7,-1,Goff,-0.27100000000000035,0.27100000000000035
PHI,3.267,T.McKee,0.011,-2.54,3.739,2.762,-0.456,-0.65,-5.505,-0.716,3,5.49,4.41,4,1,Hurts,-2.2230000000000003,2.2230000000000003
NE,3.054,D.Maye,0.915,0.248,4.078,2.162,-2.923,6.764,0.851,0.69,14,0.97,0.82,14,0,Maye,2.0839999999999996,2.0839999999999996
CHI,2.049,C.Williams,0.974,0.02,3.729,0.73,-0.046,4.659,0.821,0.06,13,1.34,-0.14,16,3,Williams,0.7089999999999999,0.7089999999999999
PIT,0.809,A.Rodgers,0.752,0.121,1.146,0.525,0.113,1.326,0.85,0.561,12,1.6,0.98,13,1,Rodgers,-0.791,0.791
MIN,0.319,J.McCarthy,0.467,-0.861,0.326,0.299,1.259,-4.713,-3.117,0.943,17,-0.1,-1.03,19,2,McCarthy,0.41900000000000004,0.41900000000000004
BUF,0.2,M.Trubisky,0.012,-5.268,-0.933,1.011,-0.13,1.136,0.615,-1.214,4,4.98,5.09,3,-1,Allen,-4.78,4.78
ATL,-0.2,K.Cousins,0.53,0.102,0.097,-0.405,-0.778,2.662,-0.012,-1.794,21,-1.47,-1.59,23,2,Cousins,1.27,1.27
LAC,-0.418,T.Lance,0.0,-4.376,-1.903,0.677,-1.124,-3.285,-3.359,-1.004,15,0.79,-0.33,17,2,Herbert,-1.208,1.208
CIN,-0.836,J.Burrow,0.516,1.707,-0.337,-1.156,0.498,4.722,6.747,1.17,23,-2.52,-1.28,21,-2,Burrow,1.6840000000000002,1.6840000000000002
GB,-0.856,C.Tune,0.0,-9.431,-5.645,2.654,0.555,-1.448,3.098,-1.673,9,3.57,4.02,8,-1,Love,-4.426,4.426
