Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
IND,-0.868,R.Leonard,0.06,-2.277,-1.338,-0.485,0.951,0.425,2.856,0.242,16,0.76,-1.09,20,4,Rivers,-1.6280000000000001,1.6280000000000001
KC,-1.258,S.Buechele,0.0,-4.862,-3.952,0.755,0.478,-1.979,1.646,-0.652,18,-0.19,4.31,6,-12,Minshew,-1.068,1.068
TB,-2.087,B.Mayfield,1.0,-0.0,-2.142,-1.944,0.074,1.797,3.225,-0.627,22,-1.55,-1.43,22,0,Mayfield,-0.5370000000000001,0.5370000000000001
MIA,-3.262,Q.Ewers,0.13,-2.616,-3.699,-2.784,-1.645,-2.038,1.338,1.25,20,-1.2,-0.46,18,-2,Tagovailoa,-2.0620000000000003,2.0620000000000003
ARI,-3.862,J.Brissett,0.612,-0.147,-5.204,-2.699,1.924,-0.254,4.355,-2.187,26,-5.03,-4.87,27,1,Brissett,1.1680000000000001,1.1680000000000001
CAR,-4.359,B.Young,0.91,-0.104,-5.862,-3.054,0.12,-1.768,4.549,0.267,25,-4.91,-4.78,25,0,Young,0.5510000000000002,0.5510000000000002
WAS,-4.368,J.Johnson,0.063,-4.636,-8.185,-1.388,0.063,-2.651,6.967,1.471,24,-2.85,-3.58,24,0,Mariota,-1.5180000000000002,1.5180000000000002
DAL,-4.461,J.Milton III,0.0,-4.4,-7.167,-2.281,-0.75,2.119,9.153,0.589,19,-0.41,-0.03,15,-4,Prescott,-4.051,4.051
NO,-4.474,T.Shough,0.468,0.702,-5.654,-3.398,-1.413,-2.45,0.199,-2.006,29,-6.16,-6.61,31,2,Shough,1.686,1.686
NYG,-5.801,J.Dart,0.584,0.603,-6.62,-4.921,0.539,-0.657,5.355,-1.246,28,-5.66,-5.51,28,0,Dart,-0.14100000000000001,0.14100000000000001
CLE,-6.418,S.Sanders,0.416,-0.415,-7.702,-5.169,-0.074,-9.398,-3.104,-1.449,30,-7.17,-6.02,29,-1,Sanders,0.7519999999999998,0.7519999999999998
TEN,-7.683,C.Ward,0.815,-0.257,-9.637,-5.888,1.373,-6.36,5.712,0.921,31,-7.65,-8.41,32,1,Ward,-0.032999999999999474,0.032999999999999474
LV,-8.35,A.O'Connell,0.082,-0.655,-12.0,-5.293,0.566,-8.561,2.502,-1.42,32,-7.86,-6.61,30,-2,Smith,-0.4899999999999993,0.4899999999999993
NYJ,-8.656,B.Cook,0.25,-4.117,-14.295,-4.143,0.234,-9.806,6.555,1.44,27,-5.51,-4.83,26,-1,Cook,-3.146000000000001,3.146000000000001
