Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,10.506,L.Jackson,0.893,0.569,11.844,9.016,-0.828,7.68,-3.556,1.617
KC,9.284,P.Mahomes,0.898,0.716,12.11,6.778,1.065,12.271,2.136,1.134
NO,6.266,T.Shough,0.0,-3.933,4.371,7.327,-0.778,-0.659,-3.432,2.403
LA,4.065,M.Stafford,0.0,-1.038,4.732,3.38,1.585,2.536,-1.034,-0.199
NE,3.997,D.Maye,0.0,-3.597,3.074,4.468,-3.272,0.359,-5.662,-0.036
SF,3.968,B.Purdy,0.0,-3.188,3.668,3.989,1.867,-0.075,-1.811,0.509
BUF,3.323,J.Allen,0.79,-0.154,3.503,3.029,-3.098,-0.512,-5.988,0.81
GB,2.06,J.Love,0.0,-3.621,3.683,0.782,0.049,2.079,-1.629,-0.003
PIT,1.86,A.Rodgers,0.0,2.507,4.169,0.095,-1.86,-0.49,-7.139,-0.956
SEA,1.804,D.Lock,0.0,-2.589,2.267,1.379,0.459,1.626,-0.343,-0.037
TEN,1.324,C.Ward,0.0,-1.559,0.409,1.922,1.118,3.084,0.822,-2.809
DAL,1.254,D.Prescott,1.0,0.0,0.847,1.487,-0.327,3.407,1.157,-1.272
CHI,0.93,C.Williams,0.0,-1.279,-0.236,1.729,0.134,-2.814,-3.221,-0.477
TB,0.546,B.Mayfield,0.0,-1.846,-1.785,2.207,1.031,-2.126,-2.867,-3.16
MIN,-0.291,C.Wentz,0.0,1.057,1.895,-1.859,2.335,1.562,0.76,-0.563
DEN,-0.706,B.Nix,0.0,-0.717,0.198,-1.326,1.145,-2.647,1.38,3.231
HOU,-1.624,C.Stroud,0.0,-3.507,-3.528,-0.166,2.858,-0.189,6.254,0.558
LV,-2.282,K.Cousins,0.0,-0.42,-3.12,-1.563,-1.201,5.41,6.154,-1.346
LAC,-2.305,J.Herbert,0.0,-3.5,-4.551,-0.564,-0.565,-2.881,-0.985,-2.026
IND,-2.319,D.Jones,0.0,-0.961,-4.357,-0.728,-1.572,0.456,1.475,-2.01
DET,-2.402,J.Goff,0.0,2.363,-0.597,-3.59,0.636,1.683,4.619,1.668
ARI,-2.589,J.Brissett,0.0,-0.068,-1.316,-3.382,2.651,1.106,4.422,-0.389
CLE,-3.196,D.Watson,0.0,2.206,-1.921,-3.96,2.678,0.468,3.932,-0.919
PHI,-3.333,J.Hurts,0.0,-2.968,-7.733,0.019,-2.602,-5.812,-0.872,-0.571
ATL,-4.875,C.Rush,0.0,-4.932,-8.084,-2.31,1.156,-4.876,4.348,0.155
JAX,-5.263,T.Lawrence,0.0,-0.995,-5.663,-4.712,-1.63,-2.293,4.34,2.01
NYG,-5.731,J.Dart,0.0,-0.646,-9.63,-2.623,-1.256,-4.358,5.665,1.293
CIN,-5.785,J.Burrow,0.189,-0.374,-9.449,-2.845,0.255,-6.637,4.154,0.926
WAS,-6.053,J.Daniels,0.0,0.147,-7.243,-4.892,-2.495,-6.266,0.373,1.281
CAR,-6.475,B.Young,0.0,-0.454,-8.461,-4.716,0.397,-1.399,6.577,-1.086
NYJ,-8.298,G.Smith,0.0,-2.263,-10.353,-6.399,-0.578,-8.409,1.639,0.072
MIA,-9.348,M.Willis,0.0,-1.796,-12.924,-6.295,0.011,-6.078,7.347,0.198
