Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
DET,8.24,J.Goff,1.0,0.0,9.814,6.692,-0.645,7.655,-1.939,0.987
BAL,6.788,L.Jackson,0.969,0.143,8.585,5.149,1.302,8.967,-0.278,-1.763
PHI,5.739,J.Hurts,0.995,0.019,8.373,3.547,-1.119,6.21,-2.95,0.252
BUF,5.662,J.Allen,1.0,0.0,8.488,3.334,-0.153,8.312,-0.6,-0.122
KC,5.455,P.Mahomes,0.985,0.134,5.986,4.8,0.121,5.348,-0.166,0.39
MIN,4.045,J.McCarthy,0.0,-1.611,4.629,3.421,-0.583,0.788,-4.202,0.871
SF,3.318,B.Purdy,0.892,0.589,5.281,1.733,0.935,6.394,-0.416,-2.279
WAS,3.286,J.Daniels,0.712,1.105,2.07,4.004,-1.504,4.324,1.151,0.414
PIT,2.55,A.Rodgers,0.0,1.257,6.185,-0.208,-1.265,2.321,-2.865,2.061
LAC,2.54,J.Herbert,0.94,0.251,5.335,0.391,-0.575,0.401,-3.222,2.198
GB,2.224,J.Love,0.86,0.525,5.217,-0.053,0.596,5.343,0.821,-0.528
DEN,1.729,B.Nix,0.769,0.111,1.876,1.537,-0.742,-0.738,-2.692,0.633
HOU,0.882,C.Stroud,0.939,0.256,1.959,0.058,-1.171,-1.522,-3.969,0.665
TB,0.815,B.Mayfield,0.961,-0.06,2.023,-0.1,0.504,3.665,3.36,1.599
MIA,-0.224,T.Tagovailoa,0.759,1.141,-0.631,0.082,-1.017,1.391,0.153,-0.97
DAL,-0.515,D.Prescott,0.708,1.314,-1.591,0.29,0.901,-0.533,2.765,0.726
ARI,-0.8,J.Brissett,0.0,-0.543,-0.859,-0.717,1.545,1.483,2.884,-0.609
LA,-1.1,M.Stafford,0.953,0.15,-2.631,0.063,0.674,0.762,1.954,-2.206
CIN,-1.157,J.Burrow,0.898,0.12,-1.35,-0.959,0.85,4.715,6.567,-0.264
ATL,-1.773,K.Cousins,0.753,0.589,-2.818,-0.929,0.326,2.707,3.14,-2.686
SEA,-1.838,S.Darnold,0.0,-1.209,-3.576,-0.487,0.323,-2.05,1.741,-0.138
NYJ,-2.049,B.Cook,0.0,-1.799,-4.416,-0.234,0.105,-6.151,-1.053,0.575
NO,-2.286,T.Shough,0.0,-1.657,-3.568,-1.245,-1.408,-1.386,2.122,1.209
CHI,-3.196,C.Williams,0.757,-0.027,-3.94,-2.499,0.103,-2.78,1.04,-0.187
CLE,-3.462,S.Sanders,0.0,-0.802,-5.438,-1.859,0.392,-6.059,0.103,0.368
IND,-3.871,R.Leonard,0.0,-1.223,-4.806,-3.003,0.253,-4.078,0.808,-0.098
LV,-4.125,G.Smith,0.0,1.416,-6.493,-2.206,1.269,-5.02,2.701,0.178
JAX,-4.172,T.Lawrence,0.767,0.252,-5.986,-2.651,1.495,-1.816,5.946,0.349
NE,-4.756,D.Maye,0.452,0.414,-5.953,-3.654,-1.535,-2.555,3.301,0.97
TEN,-5.432,C.Ward,0.0,-0.489,-5.348,-5.223,1.028,-5.039,-0.181,-1.661
NYG,-7.337,J.Dart,0.0,-1.181,-10.018,-5.032,0.073,-6.318,3.588,-0.573
CAR,-8.008,B.Young,0.659,-0.815,-10.737,-5.635,-0.876,-4.458,5.19,-0.386
