Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
SEA,9.102,S.Darnold,0.735,0.298,9.076,8.669,0.045,4.481,-2.757,2.275,1,9.53,9.76,1,0,Darnold,-0.42799999999999905,0.42799999999999905
LA,7.895,M.Stafford,0.978,0.021,9.398,6.416,1.318,6.331,-3.693,-1.78,2,9.47,9.27,2,0,Stafford,-1.575000000000001,1.575000000000001
DET,5.36,J.Goff,1.0,0.0,6.567,4.22,0.777,5.15,-0.351,0.52,8,3.74,4.04,7,-1,Goff,1.62,1.62
GB,4.799,J.Love,0.966,0.169,6.606,3.253,-0.135,8.436,-0.151,-1.994,9,3.57,4.02,8,-1,Love,1.2290000000000005,1.2290000000000005
HOU,4.445,C.Stroud,0.687,1.066,5.577,3.405,0.616,-0.378,-4.778,0.731,11,2.43,2.15,12,1,Stroud,2.015,2.015
SF,3.861,B.Purdy,0.478,2.203,5.936,2.166,1.161,6.706,3.021,1.267,6,3.99,4.4,5,-1,Purdy,-0.129,0.129
PHI,3.711,J.Hurts,0.957,0.161,6.645,1.402,1.052,2.567,-3.789,-0.608,3,5.49,4.41,4,1,Hurts,-1.7790000000000004,1.7790000000000004
DEN,3.115,B.Nix,0.96,0.073,3.767,2.489,-1.635,0.589,-4.304,0.308,10,3.43,3.24,10,0,Nix,-0.31499999999999995,0.31499999999999995
BAL,3.074,L.Jackson,0.82,0.905,3.35,2.722,-0.439,3.716,-0.021,0.009,5,4.35,3.3,9,4,Jackson,-1.2759999999999998,1.2759999999999998
IND,3.005,D.Jones,0.734,0.428,5.013,1.401,-1.347,5.873,0.532,0.783,16,0.76,-1.09,20,4,Rivers,2.245,2.245
KC,2.686,P.Mahomes,0.982,0.093,3.885,1.684,0.507,7.035,2.266,-1.207,18,-0.19,4.31,6,-12,Minshew,2.876,2.876
BUF,2.303,J.Allen,0.984,0.089,3.561,1.278,-0.528,6.257,1.241,-0.818,4,4.98,5.09,3,-1,Allen,-2.6770000000000005,2.6770000000000005
LAC,0.859,J.Herbert,0.988,0.041,1.089,0.649,-1.757,1.943,-1.531,-0.858,15,0.79,-0.33,17,2,Herbert,0.06899999999999995,0.06899999999999995
JAX,0.817,T.Lawrence,0.874,0.167,0.848,0.753,0.653,-0.205,0.813,1.212,7,3.82,2.83,11,4,Lawrence,-3.003,3.003
NE,0.703,D.Maye,0.885,0.24,1.697,-0.052,-3.553,4.229,0.048,0.519,14,0.97,0.82,14,0,Maye,-0.267,0.267
CHI,0.524,C.Williams,0.964,0.012,2.459,-0.904,-0.885,2.865,-0.572,-0.026,13,1.34,-0.14,16,3,Williams,-0.8160000000000001,0.8160000000000001
PIT,0.408,A.Rodgers,0.643,0.132,0.427,0.374,-0.418,0.844,1.855,1.774,12,1.6,0.98,13,1,Rodgers,-1.1920000000000002,1.1920000000000002
TB,-0.364,B.Mayfield,1.0,-0.0,0.183,-0.742,1.109,2.739,2.182,-1.111,22,-1.55,-1.43,22,0,Mayfield,1.186,1.186
DAL,-0.817,D.Prescott,0.873,0.663,-0.136,-1.269,-0.465,6.618,7.165,0.914,19,-0.41,-0.03,15,-4,Prescott,-0.407,0.407
ARI,-1.108,J.Brissett,0.439,-0.166,-0.392,-1.571,1.463,0.242,0.648,-1.182,26,-5.03,-4.87,27,1,Brissett,3.922,3.922
MIA,-1.29,T.Tagovailoa,0.921,0.317,-0.618,-1.713,-0.945,1.19,2.62,1.607,20,-1.2,-0.46,18,-2,Tagovailoa,-0.09000000000000008,0.09000000000000008
MIN,-1.865,M.Brosmer,0.0,-0.524,-2.594,-1.245,1.82,-4.761,0.414,1.165,17,-0.1,-1.03,19,2,McCarthy,-1.765,1.765
ATL,-1.922,K.Cousins,0.322,0.068,-2.556,-1.368,-1.801,1.314,0.992,-1.165,21,-1.47,-1.59,23,2,Cousins,-0.45199999999999996,0.45199999999999996
WAS,-2.117,M.Mariota,0.357,-0.887,-4.208,-0.498,0.604,1.442,6.235,0.006,24,-2.85,-3.58,24,0,Mariota,0.7330000000000001,0.7330000000000001
CIN,-2.871,J.Burrow,0.355,2.161,-2.611,-2.916,0.155,3.819,7.924,1.226,23,-2.52,-1.28,21,-2,Burrow,-0.351,0.351
NYJ,-3.869,T.Taylor,0.208,0.377,-7.682,-0.916,-0.262,-3.857,4.617,0.767,27,-5.51,-4.83,26,-1,Cook,1.6409999999999996,1.6409999999999996
NYG,-4.241,J.Dart,0.444,1.067,-3.765,-4.376,1.815,0.954,6.209,-0.143,28,-5.66,-5.51,28,0,Dart,1.4190000000000005,1.4190000000000005
CAR,-5.53,B.Young,0.88,-0.168,-7.366,-3.926,-0.919,-2.489,4.65,0.451,25,-4.91,-4.78,25,0,Young,-0.6200000000000001,0.6200000000000001
CLE,-6.199,S.Sanders,0.157,-0.699,-8.045,-4.554,-0.848,-9.818,-3.705,-1.376,30,-7.17,-6.02,29,-1,Sanders,0.9710000000000001,0.9710000000000001
LV,-7.062,G.Smith,0.735,0.327,-10.484,-4.234,-0.377,-7.637,1.519,-1.015,32,-7.86,-6.61,30,-2,Smith,0.798,0.798
NO,-7.812,T.Shough,0.229,-0.777,-10.593,-5.41,0.613,-6.066,3.202,-2.163,29,-6.16,-6.61,31,2,Shough,-1.6520000000000001,1.6520000000000001
TEN,-8.654,C.Ward,0.732,-0.38,-10.998,-6.527,2.434,-7.728,5.933,0.089,31,-7.65,-8.41,32,1,Ward,-1.0039999999999996,1.0039999999999996
