Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,9.575,J.Allen,0.99,0.001,10.934,8.117,0.551,7.503,-0.823,2.213
KC,6.793,P.Mahomes,0.997,0.016,9.189,4.722,0.646,12.145,1.89,-1.465
DAL,6.59,D.Prescott,0.657,1.265,7.693,5.464,-0.546,5.22,-2.169,1.191
BAL,5.347,L.Jackson,0.894,0.483,6.615,4.164,0.418,3.304,-0.42,2.559
PHI,4.765,J.Hurts,0.938,0.097,6.272,3.437,-1.84,7.207,-1.426,-0.576
SF,3.919,B.Purdy,0.0,-3.365,2.129,5.021,-1.149,1.279,-1.618,0.243
CIN,3.452,J.Flacco,0.0,-3.627,1.247,4.878,-0.665,0.787,-1.577,-0.243
TEN,2.371,C.Ward,0.0,-2.825,0.719,3.45,-0.846,-0.669,-1.639,0.455
MIA,2.37,T.Tagovailoa,0.7,0.474,2.707,2.009,0.544,4.513,1.216,-1.069
TB,2.069,B.Mayfield,0.0,-2.033,0.85,2.849,0.205,-0.04,-1.215,-0.681
NE,2.058,D.Maye,0.0,-1.742,1.894,2.074,-0.59,-1.984,-3.464,1.346
SEA,0.849,S.Darnold,0.0,-3.046,-0.869,2.052,-1.787,-0.123,1.125,1.945
LA,0.486,M.Stafford,0.882,0.428,0.052,0.777,0.871,-1.208,-1.045,-0.392
NO,0.365,T.Shough,0.0,-1.348,-1.988,2.051,-0.19,-2.503,-1.035,-0.285
WAS,-0.001,M.Mariota,0.0,1.691,0.243,-0.177,0.061,-0.936,-1.091,-0.061
CLE,-1.462,S.Sanders,0.0,-1.818,-3.625,0.177,0.914,0.808,3.548,-2.116
DET,-1.722,J.Goff,0.916,0.03,-2.198,-1.291,1.026,2.095,5.931,1.005
IND,-1.964,D.Jones,0.0,0.145,-1.663,-2.084,-0.239,-3.308,-2.281,-0.42
MIN,-2.082,J.McCarthy,0.0,-3.019,-2.127,-1.946,0.974,-1.487,1.407,-0.591
LAC,-2.232,J.Herbert,0.998,0.011,-1.736,-2.48,-0.092,1.97,3.571,-0.046
GB,-2.655,J.Love,0.013,-4.455,-5.92,-0.159,1.004,-2.342,2.639,-1.798
LV,-2.968,G.Smith,0.0,-0.739,-2.97,-2.821,-1.165,0.953,4.794,1.776
NYJ,-3.015,T.Taylor,0.0,-0.566,-3.342,-2.628,1.902,-5.958,-0.374,0.3
ARI,-3.628,J.Brissett,0.0,0.238,-3.551,-3.504,1.16,-1.306,1.657,-1.628
JAX,-3.671,T.Lawrence,0.959,0.086,-6.099,-1.731,-0.992,0.694,5.494,-0.449
PIT,-3.797,M.Rudolph,0.017,-0.734,-4.992,-2.743,2.806,-3.277,3.309,-1.094
NYG,-4.391,J.Winston,0.0,1.855,-3.691,-4.68,-0.083,0.852,4.088,-0.716
CHI,-4.597,C.Williams,0.0,-0.642,-5.15,-3.969,-0.711,-0.002,5.103,0.515
ATL,-5.02,K.Cousins,0.0,0.908,-5.532,-4.401,-0.128,1.493,6.809,-0.039
DEN,-5.08,B.Nix,0.0,-2.351,-6.118,-4.076,-0.86,-6.028,-3.355,-2.649
CAR,-5.099,B.Young,0.0,-0.041,-4.724,-5.117,-0.286,-4.749,0.195,0.455
HOU,-9.647,D.Mills,0.889,-0.255,-10.586,-8.49,-1.128,-5.443,6.35,2.222
