Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,9.113,L.Jackson,0.974,0.114,11.115,7.212,1.169,9.855,-1.821,-1.081
DET,7.207,J.Goff,1.0,-0.0,9.015,5.541,0.065,8.995,1.2,1.058
PHI,4.347,T.McKee,0.0,-2.634,5.651,3.187,-0.526,3.44,-3.379,-0.658
KC,4.198,S.Buechele,0.0,-6.034,2.139,5.481,0.564,-0.142,-1.825,0.557
MIN,3.594,J.McCarthy,0.0,-2.016,4.99,2.405,-1.184,2.093,-3.67,0.795
SF,3.151,B.Purdy,0.919,0.452,3.975,2.399,1.421,6.266,0.601,-2.785
BUF,3.121,M.Trubisky,0.0,-5.791,2.781,3.212,-0.234,3.329,-0.195,-0.154
WAS,2.779,J.Johnson,0.0,-2.21,0.571,4.24,-1.252,1.881,0.922,0.871
TB,2.575,B.Mayfield,0.972,-0.031,3.692,1.638,-0.31,5.303,1.859,0.78
PIT,2.276,A.Rodgers,0.0,1.383,4.691,0.415,0.683,0.835,-0.832,2.342
DEN,1.438,B.Nix,0.815,0.161,2.196,0.817,-0.352,-0.208,-2.193,0.573
CIN,1.132,J.Burrow,0.924,0.109,1.287,0.963,-0.148,5.795,4.111,-0.296
LA,0.647,M.Stafford,0.964,0.112,0.338,0.839,0.648,1.846,1.011,-1.195
LAC,0.53,T.Lance,0.0,-2.651,1.682,-0.331,-0.136,-0.603,-1.397,0.969
HOU,-0.076,C.Stroud,0.952,0.184,0.54,-0.518,-0.322,-2.241,-2.282,0.579
GB,-0.7,C.Tune,0.0,-8.758,-3.529,1.384,0.727,-3.644,0.408,-0.654
MIA,-1.239,Q.Ewers,0.0,-3.172,-3.282,0.302,-1.274,-2.791,-0.735,-0.112
SEA,-1.269,S.Darnold,0.0,-0.573,-2.446,-0.355,0.501,-1.921,1.107,0.096
ATL,-1.618,K.Cousins,0.686,0.585,-2.379,-0.988,-0.125,2.278,2.576,-1.987
ARI,-1.695,J.Brissett,0.0,-0.748,-2.284,-1.184,0.083,1.372,3.059,-0.536
DAL,-1.811,J.Milton III,0.0,-2.393,-4.147,-0.03,0.897,-3.433,2.534,0.997
NYJ,-2.949,B.Cook,0.0,-2.112,-5.656,-0.843,-0.254,-4.127,1.486,0.164
LV,-3.196,A.O'Connell,0.394,-0.039,-5.456,-1.401,0.769,-5.8,0.077,-0.211
JAX,-3.927,T.Lawrence,0.575,0.351,-5.9,-2.303,-1.036,-0.783,4.989,0.658
IND,-4.027,R.Leonard,0.0,-1.115,-5.745,-2.584,-1.284,-3.447,0.679,-0.44
NO,-4.34,T.Shough,0.0,-0.982,-6.082,-2.864,-1.033,-2.375,3.352,0.591
CHI,-5.03,C.Williams,0.818,-0.031,-6.162,-3.961,1.03,-4.383,2.76,0.037
NE,-5.274,D.Maye,0.558,0.122,-7.986,-3.049,-0.571,-3.577,4.714,0.593
CLE,-5.492,S.Sanders,0.0,-0.078,-7.795,-3.553,1.307,-9.304,0.128,-0.022
NYG,-6.581,J.Dart,0.0,-0.807,-8.146,-5.122,0.351,-5.328,3.875,0.296
TEN,-7.368,C.Ward,0.0,-0.345,-8.991,-5.827,-0.397,-5.22,2.202,-1.484
CAR,-8.06,B.Young,0.745,-0.522,-10.137,-6.157,0.054,-2.88,7.159,-0.288
