Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,7.849,J.Allen,0.896,-0.136,9.339,6.381,-1.388,5.987,-3.776,0.888
ARI,6.039,J.Brissett,0.0,-1.625,8.302,4.101,-0.518,4.937,-3.102,0.745
TB,5.579,B.Mayfield,0.0,-1.569,6.473,4.656,-1.223,7.663,0.432,0.587
DAL,4.692,D.Prescott,0.744,0.846,5.283,4.032,-1.51,6.705,1.105,0.893
NO,3.869,S.Rattler,0.0,-3.099,2.512,4.66,-0.771,-0.884,-2.65,1.362
LA,3.822,M.Stafford,0.606,0.505,6.345,1.806,0.962,5.917,-1.58,-1.843
KC,3.338,P.Mahomes,0.969,0.159,2.973,3.436,1.038,9.837,7.771,0.071
BAL,3.155,T.Huntley,0.0,-6.642,-0.137,5.383,-0.05,-0.412,1.473,1.998
CLE,3.152,D.Gabriel,0.0,-2.106,2.367,3.565,-0.14,4.976,3.028,0.807
GB,2.907,J.Love,0.0,-4.058,3.547,2.3,-1.307,6.047,1.439,0.111
SF,2.264,M.Jones,0.0,-0.38,1.622,2.618,1.671,-0.147,-2.498,-1.589
IND,1.814,D.Jones,0.0,-1.36,3.22,0.706,-0.155,1.999,-0.517,0.804
TEN,1.665,C.Ward,0.0,-2.986,-0.007,2.793,-0.246,4.553,4.049,-0.33
LV,1.188,G.Smith,0.0,-4.06,-0.526,2.371,-1.692,1.499,1.105,0.503
CIN,0.935,J.Flacco,0.0,-1.856,-0.522,1.943,-0.981,1.089,0.772,0.086
MIN,0.65,C.Wentz,0.0,-1.483,1.854,-0.254,-0.195,3.875,-0.143,-2.006
SEA,-0.26,S.Darnold,0.0,-2.601,-0.649,0.034,2.506,-1.292,2.732,1.224
NE,-0.537,D.Maye,0.0,-1.859,-2.724,1.073,-2.472,-0.015,3.898,3.38
PIT,-0.768,A.Rodgers,0.0,1.883,2.216,-2.891,2.275,0.168,0.18,-0.036
LAC,-1.358,J.Herbert,0.925,0.044,0.054,-2.312,1.188,5.758,4.635,-2.2
CAR,-1.409,A.Dalton,0.0,0.577,-3.171,-0.064,-1.535,-1.833,-1.592,-1.448
CHI,-1.472,C.Williams,0.0,0.775,-1.666,-1.258,1.907,-2.132,1.089,-0.423
WAS,-2.649,M.Mariota,0.0,1.518,-4.959,-0.844,1.386,-0.667,5.334,-0.224
DEN,-3.66,B.Nix,0.0,-1.615,-5.447,-2.184,-1.314,-1.581,2.798,0.041
MIA,-4.263,T.Tagovailoa,0.473,-0.279,-6.852,-2.178,0.223,-1.034,5.446,-0.647
NYG,-5.28,J.Dart,0.0,-0.61,-6.045,-4.464,0.104,-2.721,3.707,0.219
ATL,-5.812,K.Cousins,0.0,-0.317,-6.233,-5.219,-2.666,3.247,6.389,-0.722
PHI,-6.292,J.Hurts,0.729,0.084,-7.773,-4.908,1.645,-2.638,5.47,-1.193
HOU,-7.985,C.Stroud,0.0,-1.265,-8.507,-7.211,1.184,-1.123,7.281,-1.105
DET,-8.399,J.Goff,0.636,-0.186,-10.286,-6.616,2.497,-3.23,10.334,0.609
JAX,-9.842,T.Lawrence,0.597,0.044,-14.008,-6.338,-0.112,-2.833,11.339,0.072
NYJ,-12.099,J.Fields,0.0,-1.76,-16.677,-8.184,-0.529,-8.012,6.955,-1.406
