Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,11.488,J.Allen,0.984,0.004,12.774,9.987,1.311,8.179,-2.37,1.22
KC,7.214,P.Mahomes,0.996,0.021,9.456,5.233,2.271,10.121,1.632,-0.762
LA,4.952,M.Stafford,0.939,0.137,4.153,5.284,0.227,0.559,-3.271,0.331
PHI,4.467,J.Hurts,0.91,0.111,7.114,2.329,-2.141,7.629,-1.541,0.081
DAL,4.249,D.Prescott,0.461,1.945,5.686,2.998,0.751,2.662,-1.846,0.587
TB,3.394,B.Mayfield,0.0,-2.111,2.462,3.901,0.173,1.49,-1.232,-0.664
SF,3.13,M.Jones,0.0,-0.81,2.683,3.298,-1.438,0.816,-3.359,-0.222
NE,2.062,D.Maye,0.0,-2.271,1.153,2.618,-0.444,0.591,-1.022,0.579
MIA,1.222,T.Tagovailoa,0.563,0.305,-0.023,2.063,1.941,0.189,0.469,-1.423
LAC,1.203,J.Herbert,0.997,0.017,2.549,0.169,-0.117,4.953,1.593,-0.637
BAL,1.067,T.Huntley,0.124,-4.616,-0.883,2.427,1.002,-1.922,2.239,2.455
CIN,0.854,J.Flacco,0.0,-3.336,0.051,1.393,0.096,-1.153,-1.498,-0.009
LV,0.517,G.Smith,0.0,-0.619,0.108,0.787,1.479,1.201,3.529,1.13
TEN,0.291,C.Ward,0.0,-4.044,-2.812,2.524,0.035,-1.448,1.305,-0.085
NO,-0.265,S.Rattler,0.0,-1.634,-2.3,1.223,-0.264,-2.637,-2.243,-1.68
IND,-1.403,D.Jones,0.0,-0.727,-1.2,-1.481,-0.693,-1.398,0.833,1.644
SEA,-1.472,S.Darnold,0.0,-3.197,-3.706,0.219,-1.909,0.508,3.03,0.44
GB,-1.553,J.Love,0.02,-4.7,-5.362,1.282,-1.126,-1.919,1.147,-1.322
MIN,-1.746,C.Wentz,0.0,-2.284,-2.349,-1.223,-1.643,0.526,1.256,-0.419
CLE,-2.305,D.Gabriel,0.0,-1.737,-4.152,-0.853,-1.188,1.68,4.167,-1.259
PIT,-2.449,A.Rodgers,0.0,3.919,-0.15,-3.992,2.382,1.077,3.251,-0.422
JAX,-2.707,T.Lawrence,0.941,0.111,-5.036,-0.886,-0.429,-0.843,3.49,-0.339
DEN,-3.442,B.Nix,0.0,-2.707,-3.628,-3.137,0.498,-6.032,-3.903,-1.846
NYG,-4.127,J.Dart,0.0,-0.621,-4.163,-3.896,-0.305,-1.871,3.207,1.183
ARI,-4.32,J.Brissett,0.0,-0.621,-4.582,-3.916,1.021,-2.653,1.101,-1.774
CAR,-4.668,B.Young,0.0,-0.924,-8.14,-1.923,-0.108,-7.434,0.541,0.008
NYJ,-4.963,T.Taylor,0.0,-0.869,-5.277,-4.49,0.698,-4.676,2.309,0.66
ATL,-5.202,M.Penix,0.0,-2.762,-6.081,-4.308,0.817,-1.362,5.572,0.185
HOU,-5.536,C.Stroud,0.0,0.379,-5.753,-5.105,-1.24,-3.127,3.291,1.765
WAS,-5.808,J.Daniels,0.0,-1.016,-8.125,-3.843,0.044,-5.199,2.558,-0.556
CHI,-6.409,C.Williams,0.0,0.18,-6.818,-5.796,-1.803,-2.366,3.595,0.624
DET,-6.94,J.Goff,0.85,0.04,-6.908,-6.619,-0.184,0.446,8.326,0.979
