Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
SF,9.777,B.Purdy,0.826,0.357,11.797,7.83,0.012,9.232,-3.271,-0.276
BAL,8.727,L.Jackson,0.88,0.449,9.3,7.879,-0.261,2.39,-6.916,0.399
KC,7.167,P.Mahomes,1.0,-0.0,7.761,6.382,0.453,6.869,-0.651,0.003
DAL,6.734,D.Prescott,0.949,0.213,7.737,5.674,-1.58,5.683,-2.375,1.131
MIA,5.964,T.Tagovailoa,0.911,0.289,6.515,5.269,-1.096,5.775,-2.055,-0.35
BUF,5.735,J.Allen,0.998,0.006,5.893,5.335,-1.096,6.74,-0.708,-0.327
PHI,5.103,J.Hurts,0.966,0.078,7.64,3.014,0.99,6.18,0.227,0.96
CIN,2.292,J.Burrow,0.854,0.211,2.912,1.73,2.0,2.922,2.28,0.597
JAX,2.008,T.Lawrence,1.0,0.0,1.6,2.204,0.563,0.24,-0.3,0.413
CLE,1.895,S.Sanders,0.0,-0.913,0.765,2.619,0.65,-6.397,-4.662,1.685
DET,1.739,J.Goff,0.992,0.03,3.406,0.446,-0.559,3.861,0.457,0.588
LAC,1.146,J.Herbert,1.0,-0.0,2.239,0.298,0.926,2.196,1.622,0.877
PIT,0.22,A.Rodgers,0.0,4.147,2.567,-1.49,0.843,1.533,-1.829,-1.829
GB,-0.582,J.Love,0.757,-0.464,0.236,-1.145,0.286,1.38,1.219,-0.307
LA,-0.665,M.Stafford,0.821,0.673,-0.143,-1.01,0.768,1.393,-0.028,-2.193
SEA,-0.689,S.Darnold,0.0,-2.476,-2.989,1.011,0.674,-2.133,1.467,0.017
MIN,-1.489,J.McCarthy,0.0,-2.753,-2.644,-0.579,-0.152,-3.363,-1.829,-1.004
NO,-1.56,T.Shough,0.0,-2.265,-3.709,0.074,-1.898,-3.127,-1.437,-0.171
CHI,-2.11,C.Williams,0.0,-0.569,-3.1,-1.289,-0.557,-1.157,1.82,0.259
ATL,-2.365,K.Cousins,0.0,2.775,-2.241,-2.338,-2.353,-0.673,-0.999,-0.534
LV,-2.539,G.Smith,0.0,0.169,-3.409,-1.783,0.393,-2.604,1.123,0.161
HOU,-2.62,C.Stroud,0.754,1.035,-0.442,-4.067,-1.304,0.068,0.488,0.9
NYJ,-3.004,B.Cook,0.0,1.387,-4.106,-2.057,1.459,-9.252,-3.361,0.501
IND,-3.452,R.Leonard,0.0,-1.67,-4.873,-2.251,-1.314,-4.372,-0.385,0.485
TEN,-3.86,C.Ward,0.0,-1.831,-5.365,-2.579,-0.674,-3.246,1.42,-0.118
NE,-3.894,D.Maye,0.0,-1.166,-6.035,-2.151,0.591,-5.872,-0.551,-1.468
WAS,-3.955,J.Daniels,0.0,-1.126,-6.837,-1.672,0.367,-3.83,2.259,-1.343
DEN,-4.311,B.Nix,0.0,-2.174,-5.129,-3.506,0.983,-4.647,1.089,-0.223
TB,-5.028,B.Mayfield,0.74,-0.565,-5.327,-4.562,0.043,-2.457,2.328,-0.694
ARI,-5.89,J.Brissett,0.0,1.469,-4.776,-6.405,0.626,-3.726,2.582,1.011
NYG,-6.817,J.Dart,0.0,-0.612,-7.024,-6.33,0.494,-7.831,0.24,0.265
CAR,-7.216,B.Young,0.702,-0.535,-9.326,-5.33,-0.564,-6.759,2.544,0.502
