Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,8.945,J.Allen,0.884,-0.158,10.726,7.211,-1.386,5.546,-5.456,1.048
KC,5.25,P.Mahomes,0.962,0.208,5.762,4.618,2.724,11.98,8.329,-0.19
DAL,4.897,D.Prescott,0.712,0.913,5.125,4.489,-0.529,5.836,1.036,0.678
ARI,4.368,J.Brissett,0.0,-1.533,6.611,2.527,-0.774,4.365,-1.569,1.391
CLE,4.153,D.Gabriel,0.0,-2.308,3.826,4.184,-0.694,6.115,2.278,0.917
NO,4.031,S.Rattler,0.0,-3.086,2.878,4.666,-0.313,0.5,-1.954,0.64
BAL,3.994,C.Rush,0.0,-4.215,2.172,5.115,-0.698,2.318,1.059,1.711
LA,3.904,M.Stafford,0.515,0.432,6.414,1.892,2.645,4.935,-0.772,-1.478
TB,3.564,B.Mayfield,0.0,-1.397,4.294,2.858,-0.001,7.051,2.639,-0.148
GB,2.451,J.Love,0.0,-3.613,2.859,2.035,-1.348,6.266,1.792,-0.397
SF,2.261,M.Jones,0.0,-1.142,1.492,2.706,1.415,0.61,-2.22,-1.906
CAR,1.056,B.Young,0.0,-0.84,-0.226,1.932,-1.016,0.097,-2.519,-1.719
LAC,0.936,J.Herbert,0.916,0.076,2.671,-0.367,0.925,7.377,3.815,-1.745
IND,0.798,D.Jones,0.0,-1.35,1.05,0.575,-0.384,2.2,1.757,0.898
SEA,-0.125,S.Darnold,0.0,-3.312,-0.569,0.203,1.722,-0.289,4.44,2.685
CHI,-0.452,C.Williams,0.0,-0.16,-1.209,0.118,-0.57,-1.9,-0.954,0.199
NE,-0.597,D.Maye,0.0,-1.376,-2.321,0.681,-1.411,-1.504,3.482,3.847
LV,-0.837,G.Smith,0.0,-3.553,-2.873,0.678,0.105,-0.526,2.631,0.195
TEN,-0.884,C.Ward,0.0,-2.753,-3.693,1.193,-2.365,3.43,4.685,-0.412
MIN,-1.026,C.Wentz,0.0,-1.438,-0.698,-1.212,-0.338,3.064,2.104,-1.423
PIT,-1.585,A.Rodgers,0.0,1.846,0.757,-3.202,1.679,-0.151,0.573,-0.307
DEN,-1.692,B.Nix,0.0,-1.329,-2.971,-0.682,-2.63,-1.238,-0.187,0.316
CIN,-2.464,J.Flacco,0.0,-1.213,-4.474,-0.886,-1.501,0.186,3.292,0.023
WAS,-2.702,J.Daniels,0.0,-0.575,-5.531,-0.519,1.152,-2.297,4.589,0.274
PHI,-3.593,J.Hurts,0.663,0.108,-4.456,-2.79,1.573,-2.648,2.505,-0.802
MIA,-4.631,T.Tagovailoa,0.344,-0.831,-7.514,-2.313,2.129,-4.273,5.252,0.075
NYG,-4.999,J.Dart,0.0,-0.731,-5.822,-4.155,0.469,-0.396,5.354,-0.486
ATL,-6.581,M.Penix,0.0,-3.284,-8.436,-4.911,-1.553,-0.144,5.773,-1.098
HOU,-7.826,C.Stroud,0.0,-1.849,-8.199,-7.168,-0.343,0.127,6.448,-1.563
DET,-9.212,J.Goff,0.547,-0.085,-11.297,-7.245,1.75,-2.453,10.917,-0.081
NYJ,-10.604,J.Fields,0.0,-0.754,-13.977,-7.637,-0.028,-7.523,5.587,-0.898
JAX,-11.636,T.Lawrence,0.548,-0.307,-16.619,-7.451,-0.571,-4.199,11.623,-0.518
