Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
DET,8.826,J.Goff,1.0,0.0,11.215,6.658,1.348,6.463,-2.644,1.099,8,3.74,4.04,7,-1,Goff,5.086,5.086
GB,5.992,J.Love,0.948,0.272,8.219,4.082,0.339,9.669,-0.773,-2.712,9,3.57,4.02,8,-1,Love,2.422,2.422
KC,5.764,P.Mahomes,0.976,0.13,7.904,3.928,0.801,8.392,0.374,-0.65,18,-0.19,4.31,6,-12,Minshew,5.954000000000001,5.954000000000001
LA,5.728,M.Stafford,0.969,0.023,6.573,4.832,1.159,3.567,-3.505,-1.492,2,9.47,9.27,2,0,Stafford,-3.742000000000001,3.742000000000001
SEA,4.734,S.Darnold,0.618,0.263,5.254,4.123,0.454,2.497,-0.721,1.626,1,9.53,9.76,1,0,Darnold,-4.795999999999999,4.795999999999999
PHI,4.262,J.Hurts,0.94,0.228,7.662,1.588,0.717,5.164,-2.533,-0.64,3,5.49,4.41,4,1,Hurts,-1.2280000000000006,1.2280000000000006
BAL,3.758,L.Jackson,0.726,1.451,4.763,2.845,2.285,6.088,4.329,1.066,5,4.35,3.3,9,4,Jackson,-0.5919999999999996,0.5919999999999996
IND,3.454,D.Jones,0.655,0.602,5.799,1.584,-2.042,7.056,0.623,1.059,16,0.76,-1.09,20,4,Rivers,2.694,2.694
DEN,3.237,B.Nix,0.949,0.106,3.694,2.745,-1.677,2.449,-2.767,-0.044,10,3.43,3.24,10,0,Nix,-0.19300000000000006,0.19300000000000006
BUF,2.71,J.Allen,0.977,0.125,4.232,1.473,-2.135,8.602,1.21,-1.084,4,4.98,5.09,3,-1,Allen,-2.2700000000000005,2.2700000000000005
HOU,2.419,D.Mills,0.023,-3.425,1.591,2.9,0.527,-3.71,-3.33,1.635,11,2.43,2.15,12,1,Stroud,-0.01100000000000012,0.01100000000000012
LAC,1.983,J.Herbert,0.985,0.056,2.201,1.727,-0.315,3.387,0.034,-0.862,15,0.79,-0.33,17,2,Herbert,1.193,1.193
WAS,1.555,J.Daniels,0.682,0.839,0.907,1.948,0.153,3.605,3.831,1.057,24,-2.85,-3.58,24,0,Mariota,4.405,4.405
TB,1.191,B.Mayfield,1.0,0.0,3.331,-0.417,0.108,3.644,-1.079,-1.236,22,-1.55,-1.43,22,0,Mayfield,2.741,2.741
NE,0.212,D.Maye,0.84,0.317,-0.296,0.569,-3.753,3.245,1.047,0.66,14,0.97,0.82,14,0,Maye,-0.758,0.758
ARI,0.148,J.Brissett,0.192,-0.149,1.292,-0.687,-0.121,1.563,0.701,0.583,26,-5.03,-4.87,27,1,Brissett,5.178,5.178
SF,0.131,M.Jones,0.493,-2.056,-0.533,0.605,1.573,1.063,2.898,-0.008,6,3.99,4.4,5,-1,Purdy,-3.859,3.859
PIT,-0.091,A.Rodgers,0.603,0.275,0.3,-0.37,-1.303,2.147,3.638,2.879,12,1.6,0.98,13,1,Rodgers,-1.691,1.691
CHI,-0.955,C.Williams,0.944,-0.007,0.193,-1.738,0.339,-0.118,0.106,0.423,13,1.34,-0.14,16,3,Williams,-2.295,2.295
JAX,-1.256,T.Lawrence,0.819,0.336,-1.869,-0.75,1.008,-0.256,2.358,-0.253,7,3.82,2.83,11,4,Lawrence,-5.076,5.076
DAL,-1.481,D.Prescott,0.822,0.939,-0.541,-2.088,-0.22,7.076,7.898,0.548,19,-0.41,-0.03,15,-4,Prescott,-1.0710000000000002,1.0710000000000002
MIA,-2.249,T.Tagovailoa,0.898,0.412,-2.657,-1.842,-1.886,1.757,3.892,1.094,20,-1.2,-0.46,18,-2,Tagovailoa,-1.0490000000000002,1.0490000000000002
ATL,-2.671,M.Penix,0.595,-0.015,-3.16,-2.185,-0.843,0.774,0.938,-2.207,21,-1.47,-1.59,23,2,Cousins,-1.2009999999999998,1.2009999999999998
MIN,-2.712,J.McCarthy,0.157,-3.906,-5.114,-0.839,0.438,-6.638,-0.042,1.317,17,-0.1,-1.03,19,2,McCarthy,-2.612,2.612
NYG,-3.981,J.Dart,0.428,0.651,-3.621,-4.044,1.441,-1.429,4.227,0.67,28,-5.66,-5.51,28,0,Dart,1.6790000000000003,1.6790000000000003
LV,-4.66,G.Smith,0.619,0.584,-7.033,-2.711,0.421,-5.085,1.78,-0.517,32,-7.86,-6.61,30,-2,Smith,3.2,3.2
NYJ,-5.173,J.Fields,0.488,0.109,-9.784,-1.578,-0.469,-3.806,5.501,-0.4,27,-5.51,-4.83,26,-1,Cook,0.33699999999999974,0.33699999999999974
CIN,-5.232,J.Flacco,0.265,-1.851,-7.874,-3.06,-0.2,-0.345,7.819,0.271,23,-2.52,-1.28,21,-2,Burrow,-2.712,2.712
CAR,-5.953,B.Young,0.832,-0.248,-8.29,-3.965,-1.399,-2.236,4.775,-0.232,25,-4.91,-4.78,25,0,Young,-1.0430000000000001,1.0430000000000001
CLE,-6.787,D.Gabriel,0.347,-1.035,-8.819,-4.979,0.739,-8.719,-0.645,-1.565,30,-7.17,-6.02,29,-1,Sanders,0.383,0.383
NO,-8.017,T.Shough,0.0,-2.033,-12.051,-4.699,0.842,-7.079,4.198,-1.744,29,-6.16,-6.61,31,2,Shough,-1.8569999999999993,1.8569999999999993
TEN,-8.711,C.Ward,0.651,-0.831,-12.098,-5.826,1.801,-8.137,5.511,-0.054,31,-7.65,-8.41,32,1,Ward,-1.061,1.061
