Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
NO,7.99,T.Shough,0.0,-4.152,6.236,8.865,0.148,1.235,-4.309,1.17
BAL,7.389,L.Jackson,0.885,0.7,9.753,5.31,0.967,4.197,-2.306,2.878
KC,6.887,P.Mahomes,0.965,0.264,10.53,3.908,-0.366,13.756,2.648,-0.238
PIT,6.269,A.Rodgers,0.0,0.855,9.198,3.837,-1.364,2.957,-8.2,-0.813
BUF,4.28,J.Allen,0.934,0.039,5.527,3.164,-1.001,5.655,0.547,1.317
LA,4.217,M.Stafford,0.0,-0.911,3.986,4.175,0.074,-0.101,-6.134,-2.114
GB,3.222,J.Love,0.0,-4.246,3.29,3.013,-0.233,3.792,-0.058,-0.33
SF,2.172,B.Purdy,0.0,-2.999,0.697,3.133,1.852,-1.733,-2.351,-1.26
TB,2.164,B.Mayfield,0.0,-1.837,2.998,1.453,1.687,1.354,-0.169,-0.258
SEA,1.163,S.Darnold,0.0,-3.994,0.174,1.821,0.724,1.457,3.449,1.562
TEN,0.472,C.Ward,0.0,-2.5,-1.377,1.787,0.771,4.731,5.087,-1.508
ATL,0.315,K.Cousins,0.0,-1.116,0.788,-0.043,0.203,1.141,0.565,0.308
MIA,0.27,T.Tagovailoa,0.302,-1.966,-1.171,1.3,-2.368,-2.034,0.442,3.342
IND,0.217,D.Jones,0.0,-2.571,-0.365,0.627,-1.064,-0.083,0.835,1.322
NE,-0.426,D.Maye,0.0,-2.339,-1.837,0.617,0.735,0.1,3.559,0.77
ARI,-0.807,J.Brissett,0.0,-1.652,-1.544,-0.234,-0.416,2.026,2.246,-0.985
MIN,-0.873,M.Brosmer,0.0,-2.178,-0.262,-1.272,-0.22,1.579,0.353,-1.459
CAR,-1.641,B.Young,0.0,-1.775,-4.326,0.384,2.028,0.272,5.439,-0.969
LAC,-1.807,J.Herbert,0.697,-0.002,-2.507,-1.21,-0.157,2.001,0.55,-3.779
LV,-2.051,G.Smith,0.0,-4.727,-4.946,0.147,2.004,-0.766,6.196,0.292
CLE,-3.012,S.Sanders,0.0,-1.968,-2.441,-3.277,-1.699,2.713,3.429,0.058
DAL,-3.237,D.Prescott,0.556,1.527,-5.763,-1.247,-1.109,0.088,5.212,-0.103
CHI,-3.261,C.Williams,0.0,-1.26,-5.432,-1.527,1.58,-7.508,-0.92,-0.18
HOU,-3.266,C.Stroud,0.0,-4.19,-5.161,-1.732,0.768,1.148,7.44,0.632
WAS,-3.881,M.Mariota,0.0,0.811,-6.479,-1.808,-3.26,-1.988,0.969,-0.842
CIN,-4.054,J.Burrow,0.672,1.143,-5.818,-2.576,-0.39,0.191,6.251,0.493
DEN,-4.28,B.Nix,0.0,-0.256,-4.391,-3.988,1.841,-6.846,-0.402,0.464
NYG,-4.664,J.Dart,0.0,-0.884,-6.323,-3.231,-2.863,-2.558,2.458,1.121
DET,-5.747,J.Goff,0.0,1.315,-5.838,-5.396,-0.258,0.302,7.011,0.925
PHI,-5.814,J.Hurts,0.0,-2.664,-10.338,-2.251,-0.709,-7.358,1.265,-1.392
JAX,-8.311,T.Lawrence,0.0,-0.269,-9.797,-6.822,0.232,-2.388,8.743,0.82
NYJ,-10.085,T.Taylor,0.0,0.946,-12.074,-8.145,1.399,-5.347,6.917,-1.09
