Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
SF,8.087,M.Jones,0.0,-0.952,9.478,6.679,-1.066,6.341,-4.175,0.632
KC,6.669,P.Mahomes,1.0,-0.952,7.328,5.86,0.486,8.333,0.009,-1.216
BUF,5.985,J.Allen,0.995,-0.952,5.995,5.681,0.103,3.546,-1.513,0.884
PHI,5.927,J.Hurts,0.899,-0.952,7.837,4.25,-0.642,4.883,-3.543,0.39
DAL,4.927,D.Prescott,0.843,-0.952,5.76,4.08,-1.37,1.692,-4.766,0.749
CIN,4.718,J.Browning,0.0,-0.952,5.521,3.902,2.339,1.674,-3.281,-1.3
CLE,3.857,J.Flacco,0.0,-0.952,2.811,4.424,1.246,-2.595,-2.684,1.405
BAL,3.272,L.Jackson,0.615,-0.952,2.904,3.376,-1.396,-0.213,-2.973,1.348
MIA,1.302,T.Tagovailoa,0.71,-0.952,1.554,1.055,0.539,3.42,1.701,-0.557
NO,1.096,S.Rattler,0.0,-0.952,-0.628,2.29,-0.052,-3.997,-4.903,-1.46
DET,0.774,J.Goff,0.974,-0.952,0.947,0.61,0.398,2.922,2.504,0.262
NE,0.548,D.Maye,0.0,-0.952,0.201,0.772,1.879,-3.169,-2.956,-0.965
JAX,0.172,T.Lawrence,1.0,-0.952,-1.152,1.122,-1.88,-0.735,-0.957,0.279
GB,0.148,J.Love,0.179,-0.952,0.926,-0.423,-2.033,2.847,0.856,0.601
LAC,-0.239,J.Herbert,1.0,-0.952,-1.576,0.74,-0.033,2.807,4.546,0.216
LA,-1.174,M.Stafford,0.633,-0.952,-1.063,-1.196,-0.42,0.566,0.357,-0.944
LV,-1.395,G.Smith,0.0,-0.952,0.583,-2.759,-1.315,1.484,2.521,2.686
TB,-1.402,B.Mayfield,0.161,-0.952,-2.535,-0.512,0.168,-2.999,-0.877,-0.691
WAS,-1.439,J.Daniels,0.0,-0.952,-3.11,-0.158,-0.728,-5.905,-4.547,-1.175
SEA,-1.869,S.Darnold,0.0,-0.952,-5.01,0.499,0.43,-1.536,5.957,2.067
TEN,-1.949,C.Ward,0.0,-0.952,-2.933,-1.141,-0.378,-3.85,-0.327,0.924
NYJ,-2.482,T.Taylor,0.0,-0.952,-3.088,-1.92,1.621,-5.805,-0.673,0.496
PIT,-2.675,A.Rodgers,0.0,-0.952,-3.611,-1.864,3.264,-1.934,4.177,-1.342
ATL,-3.385,M.Penix,0.0,-0.952,-3.902,-2.843,-0.94,-1.696,1.985,0.619
CAR,-3.65,B.Young,0.174,-0.952,-4.238,-3.044,-0.901,-5.027,-1.181,0.442
MIN,-3.834,J.McCarthy,0.0,-0.952,-5.258,-2.614,-1.146,-1.81,1.292,-1.534
DEN,-4.908,B.Nix,0.0,-0.952,-6.817,-3.282,0.656,-4.474,0.184,-2.671
NYG,-4.965,R.Wilson,0.0,-0.952,-6.56,-3.563,1.169,-3.609,3.582,-0.876
ARI,-5.586,K.Murray,0.47,-0.952,-6.54,-4.617,0.072,-7.649,-1.393,-0.367
IND,-6.58,D.Jones,0.0,-0.952,-8.181,-5.094,-1.143,-9.745,-2.945,-0.313
CHI,-7.631,C.Williams,0.0,-0.952,-10.978,-4.83,0.893,-2.901,8.673,-0.118
HOU,-11.452,C.Stroud,0.172,-0.952,-12.316,-10.26,0.338,-10.842,3.535,1.662
