Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
NO,7.491,S.Rattler,0.0,-0.952,7.131,7.38,0.399,3.257,-3.568,0.318
BUF,7.283,J.Allen,0.968,-0.952,8.326,6.168,0.666,5.91,0.477,2.539
KC,6.68,P.Mahomes,0.925,-0.952,8.68,4.901,1.325,10.566,2.767,-0.227
BAL,6.673,L.Jackson,0.939,-0.952,7.426,5.797,-1.323,5.279,-1.73,1.959
TB,6.223,B.Mayfield,0.0,-0.952,8.006,4.624,1.397,6.455,-0.136,0.154
GB,6.025,J.Love,0.0,-0.952,8.242,4.12,-1.146,10.584,0.785,-0.524
SEA,3.164,S.Darnold,0.0,-0.952,3.03,3.105,-0.669,2.14,0.882,2.358
LA,3.119,M.Stafford,0.0,-0.952,2.746,3.233,0.6,-0.654,-4.875,-1.878
SF,1.17,B.Purdy,0.0,-0.952,0.248,1.779,1.087,-0.666,-2.283,-2.123
CLE,1.168,J.Flacco,0.0,-0.952,2.005,0.504,-1.481,6.948,2.958,-0.03
IND,0.948,D.Jones,0.0,-0.952,2.468,-0.2,-1.472,4.55,1.387,0.479
MIA,0.492,T.Tagovailoa,0.533,-0.952,-0.264,1.014,-0.545,-0.195,0.822,1.136
PIT,0.02,A.Rodgers,0.0,-0.952,-0.022,0.05,-0.716,-3.397,-4.471,-0.837
TEN,-0.148,C.Ward,0.0,-0.952,-1.721,0.999,0.005,6.595,7.369,-0.936
NE,-0.355,D.Maye,0.0,-0.952,-1.275,0.329,0.613,1.204,5.009,1.933
ARI,-0.547,K.Murray,0.931,-0.952,-1.483,0.158,-0.603,0.297,2.353,0.941
ATL,-0.845,M.Penix,0.0,-0.952,-0.991,-0.698,2.05,0.76,3.751,0.428
LV,-0.871,G.Smith,0.0,-0.952,-1.758,-0.186,0.823,3.565,7.162,1.133
CAR,-1.316,B.Young,0.0,-0.952,-3.877,0.603,1.711,0.272,5.124,-0.402
CHI,-1.941,C.Williams,0.0,-0.952,-3.707,-0.566,0.368,-3.555,1.689,1.235
MIN,-2.303,J.McCarthy,0.0,-0.952,-1.939,-2.452,-0.49,4.453,3.55,-2.542
LAC,-2.381,J.Herbert,0.815,-0.952,-2.533,-2.153,0.201,2.133,1.875,-3.093
DAL,-3.243,D.Prescott,0.363,-0.952,-5.624,-1.359,-2.299,-1.487,3.035,0.652
HOU,-4.091,C.Stroud,0.0,-0.952,-5.355,-2.972,-0.247,5.22,10.449,0.189
WAS,-4.737,J.Daniels,0.0,-0.952,-7.675,-2.375,-1.786,-5.727,-0.12,-0.725
DEN,-4.937,B.Nix,0.0,-0.952,-5.855,-4.028,1.748,-4.737,2.114,-0.635
CIN,-5.434,J.Burrow,0.473,-0.952,-7.878,-3.395,-0.629,-1.649,5.503,-0.368
NYG,-6.139,R.Wilson,0.0,-0.952,-7.009,-5.206,-1.437,-2.962,2.771,-0.063
PHI,-7.157,J.Hurts,0.258,-0.952,-10.537,-4.355,-0.401,-6.582,2.41,-1.521
NYJ,-8.047,J.Fields,0.0,-0.952,-10.151,-6.124,1.747,-5.083,5.005,-1.623
DET,-8.166,J.Goff,0.0,-0.952,-9.045,-7.124,0.25,0.881,11.228,0.836
JAX,-10.802,T.Lawrence,0.0,-0.952,-12.419,-9.097,0.124,-4.902,8.543,0.661
