Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
DET,8.576,J.Goff,1.0,-0.0,10.709,6.607,0.234,7.246,-2.218,1.226,8,3.74,4.04,7,-1,Goff,4.836,4.836
PHI,5.643,J.Hurts,0.922,0.271,10.143,2.105,1.5,4.252,-4.519,0.097,3,5.49,4.41,4,1,Hurts,0.15299999999999958,0.15299999999999958
GB,5.01,J.Love,0.927,0.357,7.075,3.266,1.329,7.904,0.43,-1.817,9,3.57,4.02,8,-1,Love,1.44,1.44
HOU,4.221,C.Stroud,0.962,0.154,5.711,2.932,0.096,-0.487,-3.733,2.526,11,2.43,2.15,12,1,Stroud,1.791,1.791
KC,4.192,P.Mahomes,0.968,0.155,6.404,2.383,1.271,6.475,0.619,-0.343,18,-0.19,4.31,6,-12,Minshew,4.382000000000001,4.382000000000001
WAS,4.035,J.Daniels,0.692,0.777,3.937,3.906,-0.768,5.176,1.962,1.457,24,-2.85,-3.58,24,0,Mariota,6.885,6.885
DEN,3.745,B.Nix,0.931,0.12,5.018,2.637,-0.328,2.594,-2.401,0.354,10,3.43,3.24,10,0,Nix,0.31499999999999995,0.31499999999999995
SEA,3.541,S.Darnold,0.527,0.278,3.234,3.587,0.37,3.222,1.418,1.088,1,9.53,9.76,1,0,Darnold,-5.988999999999999,5.988999999999999
LA,3.345,M.Stafford,0.962,0.025,3.0,3.429,1.693,2.471,-0.563,-1.56,2,9.47,9.27,2,0,Stafford,-6.125,6.125
BUF,2.847,J.Allen,0.972,0.156,4.223,1.709,-1.899,9.986,2.265,-1.667,4,4.98,5.09,3,-1,Allen,-2.1330000000000005,2.1330000000000005
BAL,1.878,C.Rush,0.105,-4.958,-0.056,3.185,2.061,2.063,4.305,0.407,5,4.35,3.3,9,4,Jackson,-2.4719999999999995,2.4719999999999995
LAC,1.746,J.Herbert,0.98,0.069,2.649,1.005,-0.668,1.354,-2.518,-0.663,15,0.79,-0.33,17,2,Herbert,0.956,0.956
TB,1.281,B.Mayfield,1.0,0.0,3.3,-0.244,0.336,6.02,1.715,-0.92,22,-1.55,-1.43,22,0,Mayfield,2.831,2.831
SF,1.281,M.Jones,0.313,-2.798,0.647,1.677,0.853,1.457,0.11,-1.374,6,3.99,4.4,5,-1,Purdy,-2.7090000000000005,2.7090000000000005
IND,1.197,D.Jones,0.53,0.796,2.89,-0.089,-2.089,4.002,-0.237,0.448,16,0.76,-1.09,20,4,Rivers,0.43700000000000006,0.43700000000000006
JAX,0.397,T.Lawrence,0.776,0.453,0.424,0.358,-0.204,1.29,1.48,0.748,7,3.82,2.83,11,4,Lawrence,-3.423,3.423
PIT,0.336,A.Rodgers,0.449,0.234,0.582,0.141,-1.493,0.372,0.171,1.618,12,1.6,0.98,13,1,Rodgers,-1.264,1.264
ARI,0.314,J.Brissett,0.0,-0.327,1.111,-0.278,-1.739,1.31,-0.99,0.367,26,-5.03,-4.87,27,1,Brissett,5.344,5.344
MIN,-0.152,C.Wentz,0.316,-0.112,-0.12,-0.168,-0.983,-2.593,-3.292,0.288,17,-0.1,-1.03,19,2,McCarthy,-0.05199999999999999,0.05199999999999999
DAL,-0.646,D.Prescott,0.758,1.212,-0.31,-0.858,-0.194,7.042,7.689,0.611,19,-0.41,-0.03,15,-4,Prescott,-0.23600000000000004,0.23600000000000004
ATL,-1.701,M.Penix,0.57,0.143,-1.515,-1.752,-1.046,2.738,0.781,-2.537,21,-1.47,-1.59,23,2,Cousins,-0.2310000000000001,0.2310000000000001
NE,-2.413,D.Maye,0.782,0.328,-3.649,-1.398,-2.172,0.461,3.792,1.45,14,0.97,0.82,14,0,Maye,-3.383,3.383
CHI,-3.18,C.Williams,0.921,-0.025,-2.564,-3.47,1.221,-2.701,1.484,0.541,13,1.34,-0.14,16,3,Williams,-4.5200000000000005,4.5200000000000005
MIA,-3.42,T.Tagovailoa,0.861,0.649,-4.006,-2.826,-2.619,2.345,5.696,1.636,20,-1.2,-0.46,18,-2,Tagovailoa,-2.2199999999999998,2.2199999999999998
NYJ,-4.781,J.Fields,0.424,0.321,-10.249,-0.584,0.224,-3.078,6.802,-1.008,27,-5.51,-4.83,26,-1,Cook,0.7290000000000001,0.7290000000000001
LV,-4.925,G.Smith,0.529,0.793,-7.744,-2.639,0.327,-4.881,1.673,-1.457,32,-7.86,-6.61,30,-2,Smith,2.9350000000000005,2.9350000000000005
CLE,-5.548,D.Gabriel,0.112,0.591,-6.665,-4.464,1.823,-7.758,-0.895,-1.622,30,-7.17,-6.02,29,-1,Sanders,1.6219999999999999,1.6219999999999999
CIN,-5.597,J.Flacco,0.0,-3.292,-8.716,-3.061,0.659,-5.929,4.096,0.483,23,-2.52,-1.28,21,-2,Burrow,-3.0770000000000004,3.0770000000000004
NO,-6.318,S.Rattler,0.711,-0.843,-8.564,-4.379,0.2,-2.714,3.981,-2.016,29,-6.16,-6.61,31,2,Shough,-0.15799999999999947,0.15799999999999947
NYG,-6.344,J.Dart,0.222,-1.214,-9.189,-3.97,0.494,-6.821,4.457,1.492,28,-5.66,-5.51,28,0,Dart,-0.6840000000000002,0.6840000000000002
TEN,-7.402,C.Ward,0.526,-0.934,-10.043,-5.123,2.199,-8.631,3.97,0.551,31,-7.65,-8.41,32,1,Ward,0.24800000000000022,0.24800000000000022
CAR,-7.755,B.Young,0.896,-0.218,-9.323,-6.235,-1.065,-2.251,5.593,-0.671,25,-4.91,-4.78,25,0,Young,-2.8449999999999998,2.8449999999999998
