Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,11.306,J.Allen,0.971,-0.004,12.267,10.05,0.062,7.061,-4.782,0.621
KC,9.675,P.Mahomes,0.992,0.037,10.747,8.419,0.783,10.707,1.411,0.95
TB,6.133,B.Mayfield,0.0,-1.613,6.81,5.338,-0.805,5.64,-2.348,-0.716
LA,4.035,M.Stafford,0.892,0.277,4.64,3.396,2.141,1.038,-2.376,-0.213
SF,3.225,M.Jones,0.0,-0.419,2.598,3.52,-0.317,2.002,-1.138,-0.231
BAL,3.01,L.Jackson,0.7,1.423,3.059,2.825,-1.259,1.794,0.004,2.427
DAL,2.764,D.Prescott,0.881,0.475,2.455,2.85,0.592,1.816,-0.098,0.137
LAC,2.473,J.Herbert,0.995,0.037,3.192,1.829,0.106,6.257,1.399,-1.538
MIA,1.9,T.Tagovailoa,0.738,-0.005,1.588,2.032,-0.856,-0.381,-2.928,-0.246
CLE,0.867,J.Flacco,0.0,-1.465,0.062,1.406,-0.879,0.712,-0.934,-0.723
GB,0.77,J.Love,0.038,-4.379,-0.561,1.695,1.219,1.225,1.068,-1.753
IND,0.7,D.Jones,0.0,-0.947,1.152,0.337,-1.761,1.861,-0.385,0.456
NE,0.603,D.Maye,0.0,-2.341,-1.05,1.77,0.921,-0.734,2.239,1.129
MIN,0.108,J.McCarthy,0.0,-3.284,2.425,-1.575,0.256,1.116,-1.785,-0.491
LV,-0.4,G.Smith,0.0,-1.83,-2.787,1.349,1.433,-2.203,2.961,1.085
CIN,-0.496,J.Browning,0.0,-3.18,-1.799,0.473,0.281,-3.362,0.157,1.528
ARI,-0.672,K.Murray,0.872,0.494,-0.444,-0.803,2.004,1.812,3.836,-0.275
NO,-0.821,S.Rattler,0.0,-1.523,-1.412,-0.353,-1.416,-3.605,-3.799,-0.389
SEA,-0.986,S.Darnold,0.0,-3.29,-1.644,-0.461,-0.947,-0.817,1.86,1.844
PHI,-1.057,J.Hurts,0.828,0.147,-0.804,-1.188,-2.625,5.387,3.454,-0.518
TEN,-1.454,C.Ward,0.0,-4.09,-4.369,0.728,-1.735,-1.633,0.323,-0.939
PIT,-1.63,A.Rodgers,0.0,4.257,2.627,-4.632,2.042,-0.544,-1.421,-0.763
DEN,-2.122,B.Nix,0.0,-2.28,-4.01,-0.65,0.29,-1.206,1.657,-1.236
CAR,-3.126,B.Young,0.0,-0.579,-5.822,-1.02,0.507,-4.015,0.691,-1.392
CHI,-3.37,C.Williams,0.0,0.201,-3.033,-3.447,0.917,-1.925,1.737,-0.298
WAS,-4.566,J.Daniels,0.0,-0.739,-6.965,-2.602,-1.701,-1.748,3.859,-0.238
NYG,-5.6,R.Wilson,0.0,3.885,-4.044,-6.45,0.055,-1.791,3.089,0.8
HOU,-5.619,C.Stroud,0.0,-0.091,-4.838,-5.906,-0.081,-2.529,3.925,1.67
ATL,-6.626,M.Penix,0.0,-2.423,-8.542,-4.909,-0.454,-3.414,5.778,1.056
DET,-7.968,J.Goff,0.736,0.025,-8.352,-7.295,0.295,-0.378,8.485,0.053
JAX,-8.625,T.Lawrence,0.884,0.131,-11.405,-6.185,-1.193,-2.693,6.529,-1.166
NYJ,-9.389,T.Taylor,0.0,-1.045,-13.22,-6.148,1.36,-7.311,6.248,-0.966
