Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,7.864,J.Allen,0.896,-0.14,9.338,6.407,-1.384,5.983,-3.776,0.888
ARI,5.96,J.Brissett,0.0,-1.565,8.609,3.746,0.337,4.474,-2.688,1.199
LA,5.362,M.Stafford,0.564,0.505,8.113,3.104,2.074,5.311,-2.358,-1.189
KC,4.917,P.Mahomes,0.966,0.188,5.486,4.261,1.138,11.549,7.031,0.027
BAL,4.821,T.Huntley,0.0,-6.265,2.047,6.591,-0.497,0.763,0.201,2.142
DAL,4.685,D.Prescott,0.744,0.843,5.29,4.015,-1.499,6.702,1.105,0.893
TB,4.306,B.Mayfield,0.0,-1.536,5.183,3.458,-0.847,7.975,2.317,0.254
NO,3.582,S.Rattler,0.0,-3.068,2.236,4.379,-1.081,0.518,-1.954,0.64
CLE,2.97,D.Gabriel,0.0,-2.2,2.394,3.24,0.54,4.144,2.781,0.863
GB,2.92,J.Love,0.0,-3.727,3.417,2.414,-1.063,6.46,1.931,-0.145
SF,2.247,M.Jones,0.0,-1.31,1.347,2.787,1.442,0.442,-2.22,-1.906
IND,1.605,D.Jones,0.0,-1.46,2.61,0.798,-0.54,2.779,0.739,0.998
MIN,0.462,C.Wentz,0.0,-1.469,1.646,-0.418,-0.452,3.889,-0.143,-2.006
TEN,0.407,C.Ward,0.0,-2.783,-2.06,2.173,-0.555,3.948,5.228,-0.311
LV,0.221,G.Smith,0.0,-4.014,-1.509,1.463,-0.675,0.401,1.711,0.381
SEA,0.114,S.Darnold,0.0,-2.921,-0.441,0.511,2.315,-0.544,4.052,2.168
CHI,-0.519,C.Williams,0.0,0.016,-1.163,-0.026,0.662,-1.208,0.507,-0.044
CAR,-0.605,B.Young,0.0,-0.641,-2.769,0.993,-0.967,-1.86,-0.887,-0.787
CIN,-0.738,J.Flacco,0.0,-1.484,-2.456,0.543,-2.077,0.268,1.014,0.165
PIT,-0.977,A.Rodgers,0.0,1.88,1.904,-3.015,1.915,0.166,0.18,-0.036
NE,-1.139,D.Maye,0.0,-1.213,-3.482,0.615,-1.103,-1.146,4.565,3.149
LAC,-1.204,J.Herbert,0.925,0.043,0.375,-2.288,1.563,5.758,4.635,-2.2
DEN,-3.248,B.Nix,0.0,-1.39,-5.086,-1.757,-1.965,-1.946,1.548,0.076
WAS,-3.489,J.Daniels,0.0,-0.489,-6.573,-1.083,0.895,-2.554,4.901,0.031
PHI,-4.961,J.Hurts,0.699,0.06,-6.25,-3.782,1.785,-2.482,4.317,-1.147
MIA,-4.971,T.Tagovailoa,0.414,-0.479,-7.847,-2.643,0.445,-2.579,5.278,-0.466
NYG,-6.36,J.Dart,0.0,-0.52,-7.283,-5.377,0.909,-1.986,5.583,-0.579
ATL,-6.95,M.Penix,0.0,-3.262,-8.898,-5.195,-2.115,-0.122,5.773,-1.098
HOU,-7.987,C.Stroud,0.0,-1.384,-9.004,-6.854,-0.091,-0.471,6.842,-1.594
DET,-10.08,J.Goff,0.596,-0.165,-12.245,-8.013,2.125,-4.192,10.244,-0.217
JAX,-10.235,T.Lawrence,0.597,0.046,-14.634,-6.543,-0.842,-2.832,11.339,0.072
NYJ,-10.698,T.Taylor,0.0,-0.143,-13.945,-7.817,-0.7,-6.913,5.587,-0.898
