Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,7.808,L.Jackson,0.908,0.611,9.589,6.132,-0.122,5.723,-1.183,3.152
BUF,7.266,J.Allen,0.947,0.066,8.634,5.915,-0.215,6.694,-0.799,1.505
NO,5.338,T.Shough,0.0,-4.226,3.002,6.765,-0.054,0.168,-3.198,0.165
KC,4.809,C.Oladokun,0.0,-7.675,4.074,5.102,-0.057,5.495,1.472,0.196
PIT,4.309,A.Rodgers,0.0,1.157,5.942,2.913,-0.924,-0.414,-7.874,-0.745
LA,4.302,M.Stafford,0.0,-0.584,4.448,3.983,-0.399,0.602,-6.318,-1.979
GB,3.167,M.Willis,0.0,-4.85,2.776,3.293,-2.021,5.171,0.158,-0.428
TB,2.182,B.Mayfield,0.0,-1.293,3.605,1.043,0.784,3.169,0.918,0.437
IND,1.987,P.Rivers,0.802,0.699,4.013,0.421,-1.218,5.55,1.881,1.276
SEA,1.919,S.Darnold,0.0,-3.814,0.122,3.126,-0.839,0.521,1.882,2.235
MIA,0.967,Q.Ewers,0.0,-2.465,-0.836,2.225,-0.847,-1.463,0.485,1.761
NE,0.377,D.Maye,0.0,-2.603,-1.609,1.796,1.2,-1.129,3.722,2.208
SF,0.294,B.Purdy,0.0,-3.08,-1.945,1.9,1.362,-3.409,-2.012,-1.517
TEN,0.135,C.Ward,0.0,-3.452,-2.676,2.164,-0.393,4.375,5.501,-1.213
ARI,-0.106,J.Brissett,0.0,-1.529,-0.842,0.432,-0.582,1.261,2.358,0.588
CLE,-0.687,S.Sanders,0.0,-3.004,-0.391,-0.868,-1.125,5.225,3.525,-0.666
ATL,-1.283,K.Cousins,0.0,-0.985,-1.525,-1.044,0.247,0.094,2.545,0.927
CHI,-1.889,C.Williams,0.0,-1.896,-4.238,-0.094,0.055,-4.483,0.35,0.566
DAL,-2.282,D.Prescott,0.439,1.676,-3.23,-1.482,-0.555,0.713,4.171,0.375
MIN,-2.539,J.McCarthy,0.0,-2.662,-2.998,-2.081,-0.693,1.08,1.192,-2.418
LAC,-2.721,J.Herbert,0.759,-0.145,-3.547,-1.988,-0.036,2.349,1.754,-4.254
CAR,-2.778,B.Young,0.0,-2.244,-6.141,-0.206,1.367,-0.072,6.544,-0.757
WAS,-2.937,M.Mariota,0.0,1.021,-4.421,-1.717,-1.279,-2.962,-0.4,-0.858
LV,-3.243,G.Smith,0.0,-5.185,-6.684,-0.591,1.049,-0.443,7.987,0.843
CIN,-3.588,J.Burrow,0.531,1.791,-4.45,-2.787,0.041,-0.26,3.944,-0.348
DEN,-4.665,B.Nix,0.0,-0.776,-4.912,-4.254,2.263,-4.938,2.192,0.117
HOU,-4.69,C.Stroud,0.0,-4.735,-7.417,-2.483,0.847,0.097,8.216,0.102
PHI,-5.252,J.Hurts,0.139,-0.883,-7.824,-3.13,0.716,-4.956,2.501,-1.26
NYG,-5.719,J.Dart,0.0,-0.817,-6.403,-4.94,-1.296,-3.09,2.53,0.306
DET,-6.005,J.Goff,0.0,0.947,-6.265,-5.519,-0.089,2.368,9.426,0.737
NYJ,-8.159,B.Cook,0.0,-0.373,-10.295,-6.207,2.194,-5.559,5.222,-1.479
JAX,-9.907,T.Lawrence,0.0,-0.705,-10.909,-8.691,0.665,-4.35,7.882,0.446
