Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,8.146,L.Jackson,0.963,0.175,10.215,6.244,0.296,5.868,-2.041,2.552
NO,7.787,T.Shough,0.0,-4.392,6.015,8.684,0.809,2.077,-2.456,1.444
KC,6.748,P.Mahomes,0.962,0.283,9.729,4.256,-0.491,13.194,2.97,-0.045
LA,4.48,M.Stafford,0.0,-1.082,4.47,4.265,-0.227,1.952,-5.133,-2.424
BUF,3.484,J.Allen,0.928,0.042,4.699,2.432,-1.029,6.328,1.594,0.891
PIT,3.323,M.Rudolph,0.135,-4.155,3.51,3.023,-2.162,-1.388,-7.024,-0.296
TB,2.776,B.Mayfield,0.0,-1.973,4.281,1.548,1.174,1.579,-1.875,-0.489
GB,2.458,J.Love,0.0,-4.154,2.364,2.405,0.208,3.346,0.855,-0.293
IND,2.116,D.Jones,0.0,-2.753,1.761,2.268,-1.306,0.065,-1.186,1.673
SF,1.722,B.Purdy,0.0,-3.14,-0.087,2.947,1.435,-0.287,-0.491,-1.25
SEA,0.385,S.Darnold,0.0,-3.935,-0.548,1.041,1.288,1.984,5.095,1.477
MIA,0.065,T.Tagovailoa,0.329,-1.858,-1.296,1.047,-1.4,-1.453,1.667,3.027
NE,-0.617,D.Maye,0.0,-2.43,-2.212,0.569,0.675,1.189,4.249,0.028
ATL,-0.722,K.Cousins,0.0,-1.23,-0.401,-0.918,0.321,2.049,2.974,0.544
LAC,-0.849,J.Herbert,0.67,0.06,-1.516,-0.323,-0.426,3.24,0.772,-3.57
ARI,-0.873,J.Brissett,0.0,-1.669,-1.547,-0.342,-0.714,2.737,3.455,-0.234
LV,-1.033,G.Smith,0.0,-4.942,-3.929,1.115,2.109,1.7,7.556,0.113
TEN,-1.076,C.Ward,0.0,-2.371,-3.109,0.449,1.024,3.485,5.617,-1.855
MIN,-1.185,J.McCarthy,0.0,-2.114,-0.588,-1.559,-0.183,1.429,0.242,-1.793
CAR,-1.32,B.Young,0.0,-1.68,-3.83,0.563,2.231,0.4,5.372,-0.848
CHI,-2.328,C.Williams,0.0,-1.255,-4.205,-0.854,1.065,-7.102,-2.291,-0.265
CLE,-2.848,S.Sanders,0.0,-1.828,-1.797,-3.467,-0.541,1.982,2.943,-0.021
HOU,-3.34,D.Mills,0.0,-4.096,-5.262,-1.783,0.542,1.241,7.44,0.632
DAL,-3.373,D.Prescott,0.556,1.477,-5.912,-1.367,-1.224,0.038,5.212,-0.103
NYG,-3.559,J.Winston,0.0,2.4,-3.756,-3.24,-2.215,0.26,4.249,2.101
WAS,-3.838,M.Mariota,0.0,0.737,-6.462,-1.747,-3.156,-2.062,0.969,-0.842
DEN,-3.932,B.Nix,0.0,-0.186,-4.035,-3.663,1.047,-5.079,0.192,0.328
CIN,-4.753,J.Flacco,0.0,-1.614,-7.585,-2.466,0.295,-1.093,6.502,-0.336
PHI,-5.277,J.Hurts,0.0,-2.78,-9.892,-1.674,-1.2,-6.509,1.374,-1.289
DET,-5.592,J.Goff,0.0,1.486,-5.571,-5.331,-0.145,0.473,7.011,0.925
JAX,-8.262,T.Lawrence,0.0,-0.315,-10.037,-6.568,0.346,-3.418,8.238,0.977
NYJ,-9.911,T.Taylor,0.0,0.877,-12.061,-7.863,1.44,-4.789,8.024,-0.57
