Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
NO,8.043,T.Shough,0.0,-3.991,6.679,8.631,-0.114,1.932,-4.952,0.452
BAL,7.299,L.Jackson,0.894,0.647,9.482,5.356,0.247,4.524,-2.224,2.946
KC,6.698,P.Mahomes,0.968,0.243,9.953,4.01,-0.739,13.5,2.869,-0.018
BUF,5.627,J.Allen,0.939,0.047,6.635,4.618,-0.733,6.471,0.467,1.296
PIT,5.549,A.Rodgers,0.0,0.947,8.009,3.493,-1.576,2.081,-8.075,-0.817
LA,5.333,M.Stafford,0.0,-0.863,5.488,4.956,-0.079,1.255,-6.566,-2.091
GB,3.858,J.Love,0.0,-4.378,3.739,3.753,-1.023,4.373,-0.683,-0.354
TB,2.2,B.Mayfield,0.0,-1.609,3.232,1.343,1.694,1.582,-0.169,-0.258
MIA,1.573,T.Tagovailoa,0.357,-1.277,0.476,2.29,-2.529,-0.97,-0.25,3.371
SF,1.113,B.Purdy,0.0,-3.085,-0.286,2.071,2.528,-1.951,-0.968,-1.243
NE,1.027,D.Maye,0.0,-2.37,-0.297,1.934,0.309,0.435,2.8,1.8
SEA,0.668,S.Darnold,0.0,-3.808,-1.169,1.966,0.297,-0.102,3.061,1.756
ATL,-0.202,K.Cousins,0.0,-1.086,-0.104,-0.263,0.839,-0.01,1.499,0.932
IND,-0.216,R.Leonard,0.0,-3.578,-1.26,0.55,-1.244,-0.959,0.642,1.276
TEN,-1.023,C.Ward,0.0,-2.704,-3.511,0.828,0.765,3.609,6.513,-1.326
MIN,-1.449,J.McCarthy,0.0,-2.175,-1.031,-1.681,-1.074,0.992,-0.14,-1.388
ARI,-1.733,J.Brissett,0.0,-1.443,-2.734,-0.922,0.304,1.028,3.454,-0.765
CLE,-1.755,S.Sanders,0.0,-2.223,-0.824,-2.341,-1.761,4.0,2.756,-0.02
CAR,-1.951,B.Young,0.0,-1.827,-4.748,0.171,1.598,0.22,5.439,-0.969
LV,-2.952,G.Smith,0.0,-4.856,-5.91,-0.663,0.888,-0.965,6.222,0.512
DAL,-3.13,D.Prescott,0.512,1.582,-5.336,-1.377,-0.026,0.159,5.465,-0.392
HOU,-3.224,C.Stroud,0.0,-4.205,-5.388,-1.498,0.956,0.602,7.191,0.528
LAC,-3.226,J.Herbert,0.72,-0.304,-4.354,-2.25,0.122,1.043,1.07,-4.598
CHI,-3.433,C.Williams,0.0,-1.358,-5.787,-1.559,0.984,-6.3,0.322,0.01
WAS,-3.746,J.Daniels,0.0,-0.946,-6.445,-1.605,-2.008,-4.045,0.08,-0.707
NYG,-4.054,J.Dart,0.0,-0.7,-4.422,-3.587,-2.226,-2.375,0.869,0.706
DEN,-4.33,B.Nix,0.0,-0.387,-4.335,-4.112,2.213,-6.025,0.435,0.216
CIN,-4.563,J.Burrow,0.62,1.386,-6.027,-3.276,0.019,-0.152,6.132,0.162
DET,-5.591,J.Goff,0.0,1.253,-5.492,-5.386,-0.617,1.477,7.272,0.679
PHI,-6.301,J.Hurts,0.0,-2.108,-10.195,-3.169,0.365,-7.082,2.514,-1.234
JAX,-7.794,T.Lawrence,0.0,-0.293,-9.266,-6.342,0.136,-2.729,7.741,0.797
NYJ,-9.212,B.Cook,0.0,0.04,-11.8,-6.881,1.438,-5.244,6.614,-1.249
