Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,8.491,J.Allen,0.938,-0.071,8.49,8.071,-0.873,3.742,-4.811,0.93
KC,6.465,P.Mahomes,0.979,0.1,7.376,5.486,1.182,7.263,2.447,1.589
TB,5.737,B.Mayfield,0.0,-1.649,6.286,5.055,-1.039,7.17,-0.142,0.036
NE,4.929,D.Maye,0.0,-2.39,4.5,4.995,-0.783,0.592,-1.353,3.261
BAL,4.603,L.Jackson,0.914,0.544,4.229,4.646,-0.343,3.165,0.56,2.055
ARI,4.502,J.Brissett,0.0,-1.038,6.983,2.483,-0.359,5.292,-2.471,-0.518
DAL,3.86,D.Prescott,0.788,0.674,4.804,2.985,0.228,2.792,-1.235,0.242
IND,2.955,R.Leonard,0.0,-2.007,3.13,2.682,-1.329,2.38,-0.248,1.667
GB,2.612,J.Love,0.066,-3.845,4.17,1.354,-0.108,4.843,-0.458,-1.027
LA,2.417,M.Stafford,0.744,0.336,2.675,2.11,-0.112,2.404,-1.588,-1.139
SF,2.357,B.Purdy,0.0,-2.937,0.448,3.622,0.674,0.506,-0.652,-1.206
CIN,0.884,J.Burrow,0.878,0.469,0.016,1.468,-2.149,2.41,0.954,0.507
TEN,0.663,C.Ward,0.0,-2.994,-1.527,2.216,0.407,0.562,1.87,-0.6
CLE,0.367,S.Sanders,0.0,-2.263,-1.011,1.346,-0.261,1.338,1.645,-0.303
MIA,-0.186,T.Tagovailoa,0.556,0.099,-1.183,0.546,-0.486,-0.907,-0.391,-0.3
LAC,-0.38,J.Herbert,0.957,0.039,0.362,-0.898,0.887,5.744,3.381,-2.388
CAR,-0.871,B.Young,0.0,-0.54,-2.672,0.476,-0.77,-2.564,-1.963,-1.017
LV,-0.915,G.Smith,0.0,-3.022,-2.975,0.622,-0.199,-0.13,2.745,0.042
MIN,-0.92,J.McCarthy,0.0,-2.843,-0.523,-1.162,-0.052,1.884,1.956,-0.411
NO,-1.063,T.Shough,0.0,-1.951,-2.655,0.143,1.19,-3.931,-0.573,-0.359
SEA,-1.247,S.Darnold,0.0,-2.645,-2.143,-0.536,1.12,-2.982,2.182,2.06
DEN,-1.482,B.Nix,0.0,-2.035,-2.842,-0.424,-0.853,-1.237,0.849,0.252
PHI,-1.557,J.Hurts,0.765,0.096,-2.257,-0.973,-0.952,1.42,2.747,-0.177
WAS,-1.617,J.Daniels,0.0,-1.453,-4.625,0.641,1.164,-1.482,3.958,-0.233
PIT,-3.192,A.Rodgers,0.0,2.235,-0.925,-4.676,0.252,0.465,2.887,0.627
CHI,-4.286,C.Williams,0.0,-0.284,-5.398,-3.268,0.512,-1.859,2.463,-1.735
NYG,-5.852,J.Dart,0.0,-0.618,-5.782,-5.612,0.676,-3.897,2.426,-0.062
ATL,-6.191,K.Cousins,0.0,0.04,-6.608,-5.582,-0.477,0.501,5.503,-1.126
DET,-8.199,J.Goff,0.695,0.204,-9.907,-6.555,0.378,-4.323,6.912,0.64
NYJ,-8.29,B.Cook,0.0,0.577,-10.997,-5.919,1.115,-2.525,8.33,-1.333
HOU,-8.63,C.Stroud,0.0,0.316,-6.742,-9.569,0.675,-3.679,4.009,0.342
JAX,-10.492,T.Lawrence,0.77,-0.003,-13.846,-7.543,0.876,-5.368,8.506,-0.785
