Game ID,Season,Week_x,Date_x,Time,Away Team,Home Team,Location,Away QB,Home QB,Away QB ID,Home QB ID,Away Team Weekly Rest,Home Team Weekly Rest,Weekly Away Rest Advantage,Weekly Home Rest Advantage,Away Cumulative Rest Advantage,Home Cumulative Rest Advantage,Actual Stadium,Back to Back Away Games,Away Team Current Week Cumulative Rest Advantage,Home Team Current Week Cumulative Rest Advantage,Away Team Division,Away Stadium,Away Stadium Latitude,Away Stadium Longitude,Away Stadium TimeZone,Home Team Division,Home Stadium,Home Stadium Latitude,Home Stadium Longitude,Home Stadium TimeZone,Away Team Previous Opponent,Home Team Previous Opponent,Away Team Previous Location,Home Team Previous Location,Away Team Next Opponent,Home Team Next Opponent,Away Team Next Location,Home Team Next Location,Actual Stadium Latitude,Actual Stadium Longitude,Actual Stadium TimeZone,Away Travel Distance,Home Travel Distance,Away Travel Advantage,Home Travel Advantage,Away Timezone Change,Home Timezone Change,Away Previous Game Actual Stadium TimeZone,Home Previous Game Actual Stadium TimeZone,Away Weekly Timezone Difference,Home Weekly Timezone Difference,Adjusted Away Timezone Change,Adjusted Home Timezone Change,Away Timezone Advantage,Home Timezone Advantage,Away Team Massey-Peabody Preseason Rank,Home Team Massey-Peabody Preseason Rank,Away Team Generic Sports Fan Preseason Rank,Home Team Generic Sports Fan Preseason Rank,Massey-Peabody Preseason Winner,Massey-Peabody Preseason Difference,Generic Sports Fan Preseason Winner,Generic Sports Fan Preseason Difference,Away Team MP + GSF Average Preseason Rank,Home Team MP + GSF Average Preseason Rank,MP + GSF Average Preseason Winner,MP + GSF Average Preseason Difference,Away Team Adjusted Massey-Peabody Preseason Rank,Home Team Adjusted Massey-Peabody Preseason Rank,Away Team Adjusted Generic Sports Fan Preseason Rank,Home Team Adjusted Generic Sports Fan Preseason Rank,Adjusted Massey-Peabody Preseason Winner,Adjusted Massey-Peabody Preseason Difference,Adjusted Generic Sports Fan Preseason Winner,Adjusted Generic Sports Fan Preseason Difference,Away Team Adjusted MP + GSF Average Preseason Rank,Home Team Adjusted MP + GSF Average Preseason Rank,Adjusted MP + GSF Average Preseason Winner,Adjusted MP + GSF Average Preseason Difference,Away Team Massey-Peabody Current Rank,Home Team Massey-Peabody Current Rank,Away Team Generic Sports Fan Current Rank,Home Team Generic Sports Fan Current Rank,Massey-Peabody Current Winner,Massey-Peabody Current Difference,Generic Sports Fan Current Winner,Generic Sports Fan Current Difference,Away Team MP + GSF Average Current Rank,Home Team MP + GSF Average Current Rank,MP + GSF Average Current Winner,MP + GSF Average Current Difference,Away Team Adjusted Massey-Peabody Current Rank,Home Team Adjusted Massey-Peabody Current Rank,Away Team Adjusted Generic Sports Fan Current Rank,Home Team Adjusted Generic Sports Fan Current Rank,Adjusted Massey-Peabody Current Winner,Adjusted Massey-Peabody Current Difference,Adjusted Generic Sports Fan Current Winner,Adjusted Generic Sports Fan Current Difference,Away Team Adjusted MP + GSF Average Current Rank,Home Team Adjusted MP + GSF Average Current Rank,Adjusted MP + GSF Average Current Winner,Adjusted MP + GSF Average Current Difference,Massey-Peabody Bayesian Same Winner Across All Metrics,Generic Sports Fan Bayesian Same Adjusted Winner,Massey-Peabody Bayesian Same Current and Preseason Adjusted Winner,Generic Sports Fan Bayesian Current and Preseason Adjusted Winner,Massey-Peabody Bayesian Same Current and Adjusted Current Winner,Generic Sports Fan Bayesian Same Current and Adjusted Current Winner,Thursday Night Game,Masey-Peabody Home Team Winner?,Generic Sports Fan Home Team Winner?,Divisional Matchup?,Home Team 3 games in 10 days,Away Team 3 games in 10 days,Home Team 4 games in 17 days,Away Team 4 games in 17 days,Away Team Short Rest,Home Team Sportsbook Moneyline,Away Team Sportsbook Moneyline,Sportsbook Favorite,Sportsbook Underdog,Home Team Sportsbook Spread,Away Team Sportsbook Spread,Massey-Peabody Home Team Moneyline,Massey-Peabody Away Team Moneyline,Generic Sports Fan Home Team Moneyline,Generic Sports Fan Away Team Moneyline,Massey-Peabody Home Team Spread,Massey-Peabody Away Team Spread,Generic Sports Fan Home Team Spread,Generic Sports Fan Away Team Spread,Away Team Sportsbook Implied Odds to Win,Home Team Sportsbook Implied Odds to Win,Away Team Massey-Peabody Implied Odds to Win,Home Team Massey-Peabody Implied Odds to Win,Away Team Generic Sports Fan Implied Odds to Win,Home Team Generic Sports Fan Implied Odds to Win,Away Team Sportsbook Fair Odds,Home Team Sportsbook Fair Odds,Away Team Massey-Peabody Fair Odds,Home Team Massey-Peabody Fair Odds,Away Team Generic Sports Fan Fair Odds,Home Team Generic Sports Fan Fair Odds,Away Team Fair Odds,Home Team Fair Odds,Away Team Expected Win Advantage,Home Team Expected Win Advantage,Away Team Cumulative Win Percentage,Home Team Cumulative Win Percentage,Favorite,Underdog,Away Team Thanksgiving Favorite,Home Team Thanksgiving Favorite,Away Team Thanksgiving Underdog,Home Team Thanksgiving Underdog,Away Team Christmas Favorite,Home Team Christmas Favorite,Away Team Christmas Underdog,Home Team Christmas Underdog,Away Team Pre Thanksgiving,Home Team Pre Thanksgiving,Divisional Matchup Boolean,Away Team Star Rating,Home Team Star Rating,Away Team Public Pick %,Home Team Public Pick %,temp,wind,Matchup_ID,Week_y,Date_y,Matchup,Wind,Temperature,Precipitation,Sim_Weather_Source,Sim_Spread_Mean,Sim_Spread_Median,Sim_Spread_Std,Sim_Spread_Variance,Sim_Spread_Variance_Label,Sim_Spread_25th,Sim_Spread_75th,Sim_Total_Mean,Sim_Total_Median,Sim_Total_Std,Sim_Total_10th_Floor,Sim_Total_90th_Ceiling,Sim_Home_Win_Pct,Sim_Away_Win_Pct,Sim_Prob_Land_3,Sim_Prob_Land_7
2025_03_ARI_SF,2025,3,2025-09-21,16:25,Arizona Cardinals,San Francisco 49ers,Home,Kyler Murray,Mac Jones,00-0035228,00-0036972,7,7,0,0,0,0,Levi's Stadium,False,0,0,NFC West,State Farm Stadium,33.5277,-112.262608,America/Denver,NFC West,Levi's Stadium,37.4031,-121.9702,America/Los_Angeles,Carolina Panthers,New Orleans Saints,State Farm Stadium,Mercedes-Benz Superdome,Seattle Seahawks,Jacksonville Jaguars,State Farm Stadium,Levi's Stadium,37.4031,-121.9702,America/Los_Angeles,608,0,-608,608,1.0,0.0,America/Denver,America/Chicago,1.0,2.0,1.0,0.0,1.0,0,0.075,3.325,0.075,3.325,San Francisco 49ers,3.25,San Francisco 49ers,3.25,0.075,3.325,San Francisco 49ers,3.25,0.08700000000000002,3.1035000000000004,0.08700000000000002,3.1035000000000004,San Francisco 49ers,3.0165,San Francisco 49ers,3.0165,0.08700000000000002,3.1035000000000004,San Francisco 49ers,3.0165,-5.03,3.99,-3.862,3.811,San Francisco 49ers,9.02,San Francisco 49ers,7.673,-4.446,3.9005,San Francisco 49ers,8.346499999999999,-5.6419999999999995,4.0185,-4.474,3.8395,San Francisco 49ers,9.660499999999999,San Francisco 49ers,8.313500000000001,-5.058,3.9290000000000003,San Francisco 49ers,8.987,Same,Same,Same,Same,Same,Same,False,Home Team,Home Team,1,No,No,No,No,No,-125.0,105.0,San Francisco 49ers,Arizona Cardinals,1.5,-1.5,-436,327,-397,302,-9.660499999999999,9.660499999999999,-8.313500000000001,8.313500000000001,0.4878,0.5556,0.2342,0.8134,0.2488,0.7988,0.4675,0.5325,0.2235,0.7765,0.2375,0.7625,0.4675,0.5325,-0.0325,0.0325,-0.16564285714285715,0.04957857142857142,San Francisco 49ers,Arizona Cardinals,0,0,0,0,0,0,0,0,0,0,1,1.0,3.0,0.001,0.002,72.0,7.0,45,3,2025-09-21,ARI @ SF,5.9,81.42500000000001,0.0,Historical API,-6.73,-7.0,13.16,173.1,Medium,-16.0,3.0,45.97,46.0,12.592056380269423,30.0,63.0,0.696,0.303,0.088,0.091
2025_03_KC_NYG,2025,3,2025-09-21,20:20,Kansas City Chiefs,New York Giants,Home,Patrick Mahomes,Russell Wilson,00-0033873,00-0029263,7,7,0,0,-1,-3,MetLife Stadium,False,2,-2,AFC West,GEHA Field at Arrowhead Stadium,39.0489,-94.4839,America/Chicago,NFC East,MetLife Stadium,40.8136,-74.0744,America/New_York,Philadelphia Eagles,Dallas Cowboys,GEHA Field at Arrowhead Stadium,AT&T Stadium,Baltimore Ravens,Los Angeles Chargers,GEHA Field at Arrowhead Stadium,MetLife Stadium,40.8136,-74.0744,America/New_York,1085,0,-1085,1085,-1.0,0.0,America/Chicago,America/Chicago,-1.0,-1.0,-1.0,0.0,-1.0,0,4.395,-2.84,4.395,-2.84,Kansas City Chiefs,7.234999999999999,Kansas City Chiefs,7.234999999999999,4.395,-2.84,Kansas City Chiefs,7.234999999999999,5.382,-3.627,5.382,-3.627,Kansas City Chiefs,9.009,Kansas City Chiefs,9.009,5.382,-3.627,Kansas City Chiefs,9.009,-0.19,-5.66,-1.258,-5.804,Kansas City Chiefs,5.47,Kansas City Chiefs,4.546,-0.724,-5.732,Kansas City Chiefs,5.008,-1.2020000000000002,-6.572,-2.27,-6.716,Kansas City Chiefs,5.37,Kansas City Chiefs,4.446,-1.7360000000000002,-6.644,Kansas City Chiefs,4.9079999999999995,Same,Same,Same,Same,Same,Same,False,Away Team,Away Team,0,No,No,No,No,No,260.0,-325.0,Kansas City Chiefs,New York Giants,-6.0,6.0,195,-244,181,-224,5.37,-5.37,4.446,-4.446,0.7647,0.2778,0.7093,0.339,0.6914,0.3559,0.7335,0.2665,0.6766,0.3234,0.6602,0.3398,0.7335,0.2665,0.2335,-0.2335,0.11280714285714287,-0.1560714285714286,Kansas City Chiefs,New York Giants,1,0,0,0,0,0,1,0,1,0,0,4.0,1.0,0.067,0.0,65.0,5.0,46,3,2025-09-21,KC @ NYG,3.775,71.45,0.0,Historical API,5.33,6.5,13.67,186.92,Med-High,-5.0,15.0,40.35,39.0,11.981901224636973,26.0,57.0,0.338,0.66,0.077,0.079
2025_03_DET_BAL,2025,3,2025-09-22,20:15,Detroit Lions,Baltimore Ravens,Home,Jared Goff,Lamar Jackson,00-0033106,00-0034796,8,8,0,0,1,0,M&T Bank Stadium,False,1,-1,NFC North,Ford Field,42.3395,-83.045,America/Detroit,AFC North,M&T Bank Stadium,39.2789,-76.6228,America/New_York,Chicago Bears,Cleveland Browns,Ford Field,M&T Bank Stadium,Cleveland Browns,Kansas City Chiefs,Ford Field,GEHA Field at Arrowhead Stadium,39.2789,-76.6228,America/New_York,396,0,-396,396,0.0,0.0,America/Detroit,America/New_York,0.0,0.0,0.0,0.0,0.0,0,4.305,6.69,4.305,6.69,Baltimore Ravens,2.3850000000000007,Baltimore Ravens,2.3850000000000007,4.305,6.69,Baltimore Ravens,2.3850000000000007,4.377,3.998,4.377,3.998,Detroit Lions,0.37899999999999956,Detroit Lions,0.37899999999999956,4.377,3.998,Detroit Lions,0.37899999999999956,3.74,4.35,3.469,3.905,Baltimore Ravens,0.6099999999999994,Baltimore Ravens,0.43599999999999994,3.6045,4.1274999999999995,Baltimore Ravens,0.5229999999999997,3.4805,1.5954999999999995,3.2095,1.1504999999999996,Detroit Lions,1.8850000000000007,Detroit Lions,2.059,3.3449999999999998,1.3729999999999996,Detroit Lions,1.9720000000000002,Different,Different,Same,Same,Different,Different,False,Away Team,Away Team,0,No,No,No,No,No,-245.0,200.0,Baltimore Ravens,Detroit Lions,4.5,-4.5,108,-131,108,-131,1.8850000000000007,-1.8850000000000007,2.059,-2.059,0.3333,0.7101,0.5671,0.4808,0.5671,0.4808,0.3194,0.6806,0.5412,0.4588,0.5412,0.4588,0.3194,0.6806,-0.1806,0.1806,0.1505,0.12224999999999998,Baltimore Ravens,Detroit Lions,1,1,0,0,1,0,0,0,1,1,0,4.0,4.0,0.002,0.008,74.0,7.0,47,3,2025-09-22,DET @ BAL,5.5249999999999995,73.67500000000001,0.0,Historical API,-0.21,-1.0,14.06,197.74,High,-10.0,10.0,55.16,54.0,14.011782507912725,38.0,73.0,0.509,0.49,0.082,0.096
2025_04_SEA_ARI,2025,4,2025-09-25,20:15,Seattle Seahawks,Arizona Cardinals,Home,Sam Darnold,Kyler Murray,00-0034869,00-0035228,4,4,0,0,0,0,State Farm Stadium,False,0,0,NFC West,Lumen Field,47.5952,-122.3316,America/Los_Angeles,NFC West,State Farm Stadium,33.5277,-112.262608,America/Denver,New Orleans Saints,San Francisco 49ers,Lumen Field,Levi's Stadium,Tampa Bay Buccaneers,Tennessee Titans,Lumen Field,State Farm Stadium,33.5277,-112.262608,America/Denver,1103,0,-1103,1103,-1.0,0.0,America/Los_Angeles,America/Los_Angeles,-1.0,-1.0,-1.0,0.0,-1.0,0,-0.13,0.075,-0.13,0.075,Arizona Cardinals,0.20500000000000002,Arizona Cardinals,0.20500000000000002,-0.13,0.075,Arizona Cardinals,0.20500000000000002,-0.415,0.337,-0.415,0.337,Arizona Cardinals,0.752,Arizona Cardinals,0.752,-0.415,0.337,Arizona Cardinals,0.752,9.53,-5.03,8.854,-3.862,Seattle Seahawks,14.559999999999999,Seattle Seahawks,12.716,9.192,-4.446,Seattle Seahawks,13.638,9.915,-4.518000000000001,9.238999999999999,-3.35,Seattle Seahawks,14.433,Seattle Seahawks,12.588999999999999,9.576999999999998,-3.934,Seattle Seahawks,13.511,Different,Different,Different,Different,Same,Same,True,Away Team,Away Team,1,No,No,No,No,No,105.0,-125.0,Seattle Seahawks,Arizona Cardinals,-1.5,1.5,615,-984,466,-675,14.433,-14.433,12.588999999999999,-12.588999999999999,0.5556,0.4878,0.9077,0.1399,0.871,0.1767,0.5325,0.4675,0.8665,0.1335,0.8314,0.1686,0.5325,0.4675,0.0325,-0.0325,0.16165384615384618,-0.1758846153846154,Seattle Seahawks,Arizona Cardinals,0,0,0,0,0,0,0,0,0,0,1,4.5,0.5,0.02,0.002,,,48,4,2025-09-25,SEA @ ARI,0.0,70.0,0.0,Dome,9.0,10.0,12.87,165.67,Med-Low,1.0,18.0,44.9,44.0,12.36736636276094,30.0,61.0,0.244,0.753,0.065,0.075
2025_04_MIN_PIT,2025,4,2025-09-28,09:30,Minnesota Vikings,Pittsburgh Steelers,Neutral,Carson Wentz,Aaron Rodgers,00-0032950,00-0023459,7,7,0,0,-1,0,Acrisure Stadium,False,-1,1,NFC North,U.S. Bank Stadium,44.9738,-93.2575,America/Chicago,AFC North,Acrisure Stadium,40.4468,-80.0158,America/New_York,Cincinnati Bengals,New England Patriots,U.S. Bank Stadium,Gillette Stadium,Cleveland Browns,Cleveland Browns,FirstEnergy Stadium,Acrisure Stadium,40.4468,-80.0158,America/New_York,740,0,-740,740,-1.0,0.0,America/Chicago,America/New_York,-1.0,0.0,-1.0,0.0,-1.0,0,0.27,-0.565,0.27,-0.565,Minnesota Vikings,0.835,Minnesota Vikings,0.835,0.27,-0.565,Minnesota Vikings,0.835,1.4355,-0.1725,1.4355,-0.1725,Minnesota Vikings,1.608,Minnesota Vikings,1.608,1.4355,-0.1725,Minnesota Vikings,1.608,-0.1,1.6,0.319,0.809,Pittsburgh Steelers,1.7000000000000002,Pittsburgh Steelers,0.49000000000000005,0.1095,1.2045000000000001,Pittsburgh Steelers,1.0950000000000002,-1.103,2.43,-0.6839999999999999,1.639,Pittsburgh Steelers,3.5330000000000004,Pittsburgh Steelers,2.323,-0.8935,2.0345,Pittsburgh Steelers,2.928,Different,Different,Different,Different,Same,Same,False,Home Team,Home Team,0,No,No,No,No,No,124.0,-148.0,Minnesota Vikings,Pittsburgh Steelers,-2.5,2.5,-191,156,-142,117,-3.5330000000000004,3.5330000000000004,-2.323,2.323,0.5968,0.4464,0.3906,0.6564,0.4608,0.5868,0.5721,0.4279,0.3731,0.6269,0.4399,0.5601,0.5721,0.4279,0.0721,-0.0721,-0.08293076923076924,-0.022861538461538464,Minnesota Vikings,Pittsburgh Steelers,0,0,0,0,0,0,1,0,0,0,0,1.5,2.5,0.004,0.001,61.0,5.0,49,4,2025-09-28,MIN @ PIT,5.0,61.0,0.0,nfl_read_py Fallback,-3.01,-4.0,13.76,189.41,Med-High,-13.0,7.0,41.81,41.5,12.560504977320191,26.0,58.0,0.586,0.414,0.089,0.084
2025_04_WAS_ATL,2025,4,2025-09-28,13:00,Washington Commanders,Atlanta Falcons,Home,Jayden Daniels,Michael Penix,00-0039910,00-0039917,7,7,0,0,4,1,Mercedes-Benz Stadium,False,3,-3,NFC East,FedExField,38.9077,-76.8645,America/New_York,NFC South,Mercedes-Benz Stadium,33.7489,-84.388,America/New_York,Las Vegas Raiders,Carolina Panthers,FedExField,Bank of America Stadium,Los Angeles Chargers,Buffalo Bills,SoFi Stadium,Mercedes-Benz Stadium,33.7489,-84.388,America/New_York,549,0,-549,549,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0,1.45,-0.71,1.45,-0.71,Washington Commanders,2.16,Washington Commanders,2.16,1.45,-0.71,Washington Commanders,2.16,1.0254999999999999,0.03200000000000003,1.0254999999999999,0.03200000000000003,Washington Commanders,0.9934999999999998,Washington Commanders,0.9934999999999998,1.0254999999999999,0.03200000000000003,Washington Commanders,0.9934999999999998,-2.85,-1.47,-4.368,-0.2,Atlanta Falcons,1.3800000000000001,Atlanta Falcons,4.168,-3.609,-0.835,Atlanta Falcons,2.774,-2.863,-1.0405,-4.381,0.22949999999999998,Atlanta Falcons,1.8225,Atlanta Falcons,4.6105,-3.622,-0.40549999999999997,Atlanta Falcons,3.2165,Different,Different,Different,Different,Same,Same,False,Home Team,Home Team,0,No,No,No,No,No,-142.0,120.0,Atlanta Falcons,Washington Commanders,2.5,-2.5,-131,108,-224,181,-1.8225,1.8225,-4.6105,4.6105,0.4545,0.5868,0.4808,0.5671,0.3559,0.6914,0.4365,0.5635,0.4588,0.5412,0.3398,0.6602,0.4365,0.5635,-0.0635,0.0635,-0.12762307692307692,-0.04491538461538461,Atlanta Falcons,Washington Commanders,0,0,0,0,0,0,1,0,0,0,0,1.0,2.0,0.008,0.001,,,50,4,2025-09-28,WAS @ ATL,0.0,70.0,0.0,Dome,-3.8,-4.0,13.06,170.68,Medium,-13.0,6.0,45.4,45.0,12.989515445601175,29.0,61.0,0.624,0.375,0.118,0.078
2025_04_NO_BUF,2025,4,2025-09-28,13:00,New Orleans Saints,Buffalo Bills,Home,Spencer Rattler,Josh Allen,00-0039376,00-0034857,7,10,-3,3,-3,3,New Era Field,True,-6,6,NFC South,Caesars Superdome,29.9507,-90.0813,America/Chicago,AFC East,Highmark Stadium,42.7725,-78.7877,America/New_York,Seattle Seahawks,Miami Dolphins,Lumen Field,New Era Field,New York Giants,New England Patriots,Mercedes-Benz Superdome,New Era Field,42.7725,-78.7877,America/New_York,1083,0,-1083,1083,-1.0,0.0,America/Los_Angeles,America/New_York,-3.0,0.0,-1.0,0.0,-1.0,0,-6.145,4.795,-6.145,4.795,Buffalo Bills,10.94,Buffalo Bills,10.94,-6.145,4.795,Buffalo Bills,10.94,-2.6654999999999998,1.6219999999999999,-2.6654999999999998,1.6219999999999999,Buffalo Bills,4.2875,Buffalo Bills,4.2875,-2.6654999999999998,1.6219999999999999,Buffalo Bills,4.2875,-6.16,4.98,-4.474,0.2,Buffalo Bills,11.14,Buffalo Bills,4.674,-5.317,2.5900000000000003,Buffalo Bills,7.907,-6.2895,6.307,-4.6035,1.527,Buffalo Bills,12.5965,Buffalo Bills,6.1305000000000005,-5.4465,3.9170000000000003,Buffalo Bills,9.3635,Same,Same,Same,Same,Same,Same,False,Home Team,Home Team,0,No,No,No,No,No,-1350.0,800.0,Buffalo Bills,New Orleans Saints,15.5,-15.5,-675,466,-261,208,-12.5965,12.5965,-6.1305000000000005,6.1305000000000005,0.1111,0.931,0.1767,0.871,0.3247,0.723,0.1066,0.8934,0.1686,0.8314,0.3099,0.6901,0.1066,0.8934,-0.3934,0.3934,-0.10854615384615385,0.18910000000000002,Buffalo Bills,New Orleans Saints,0,0,0,0,0,0,0,0,0,0,0,1.5,4.5,0.0,0.235,73.0,7.0,51,4,2025-09-28,NO @ BUF,7.0,73.0,0.0,nfl_read_py Fallback,-9.27,-10.0,12.96,168.04,Med-Low,-18.0,-1.0,45.95,45.0,12.365467592808157,31.0,61.10000000000002,0.764,0.232,0.078,0.068
2025_04_CLE_DET,2025,4,2025-09-28,13:00,Cleveland Browns,Detroit Lions,Home,Joe Flacco,Jared Goff,00-0026158,00-0033106,7,6,1,-1,-2,0,Ford Field,False,-2,2,AFC North,FirstEnergy Stadium,41.5061,-81.6994,America/New_York,NFC North,Ford Field,42.3395,-83.045,America/Detroit,Green Bay Packers,Baltimore Ravens,FirstEnergy Stadium,M&T Bank Stadium,Minnesota Vikings,Cincinnati Bengals,FirstEnergy Stadium,Paycor Stadium,42.3395,-83.045,America/Detroit,90,0,-90,90,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0,-4.705,4.305,-4.705,4.305,Detroit Lions,9.01,Detroit Lions,9.01,-4.705,4.305,Detroit Lions,9.01,-3.177,5.377,-3.177,5.377,Detroit Lions,8.554,Detroit Lions,8.554,-3.177,5.377,Detroit Lions,8.554,-7.17,3.74,-6.418,3.469,Detroit Lions,10.91,Detroit Lions,9.887,-6.7940000000000005,3.6045,Detroit Lions,10.3985,-9.448,4.062,-8.696,3.791,Detroit Lions,13.510000000000002,Detroit Lions,12.487,-9.072,3.9265,Detroit Lions,12.9985,Same,Same,Same,Same,Same,Same,False,Home Team,Home Team,0,No,No,No,No,No,-550.0,410.0,Detroit Lions,Cleveland Browns,10.0,-10.0,-819,539,-675,466,-13.510000000000002,13.510000000000002,-12.487,12.487,0.1961,0.8462,0.1565,0.8912,0.1767,0.871,0.1881,0.8119,0.1494,0.8506,0.1686,0.8314,0.1881,0.8119,-0.3119,0.3119,-0.14684615384615382,0.13808461538461536,Detroit Lions,Cleveland Browns,0,1,0,0,0,1,0,0,0,1,0,1.0,4.0,0.0,0.256,,,52,4,2025-09-28,CLE @ DET,0.0,70.0,0.0,Dome,-13.3,-14.0,13.38,178.99,Medium,-22.0,-6.0,45.31,44.0,12.382717621576278,30.0,62.0,0.835,0.165,0.069,0.063
2025_04_TEN_HOU,2025,4,2025-09-28,13:00,Tennessee Titans,Houston Texans,Home,Cam Ward,C.J. Stroud,00-0040676,00-0039163,7,7,0,0,0,-1,NRG Stadium,False,1,-1,AFC South,Nissan Stadium,36.1664,-86.7716,America/Chicago,AFC South,NRG Stadium,29.6847,-95.4093,America/Chicago,Indianapolis Colts,Jacksonville Jaguars,Nissan Stadium,TIAA Bank Stadium,Arizona Cardinals,Baltimore Ravens,State Farm Stadium,M&T Bank Stadium,29.6847,-95.4093,America/Chicago,671,0,-671,671,0.0,0.0,America/Chicago,America/New_York,0.0,1.0,0.0,0.0,0.0,0,-4.36,0.035,-4.36,0.035,Houston Texans,4.3950000000000005,Houston Texans,4.3950000000000005,-4.36,0.035,Houston Texans,4.3950000000000005,-4.1305000000000005,-0.1805,-4.1305000000000005,-0.1805,Houston Texans,3.9500000000000006,Houston Texans,3.9500000000000006,-4.1305000000000005,-0.1805,Houston Texans,3.9500000000000006,-7.65,2.43,-7.683,4.995,Houston Texans,10.08,Houston Texans,12.678,-7.6665,3.7125000000000004,Houston Texans,11.379000000000001,-8.192,2.277,-8.225,4.8420000000000005,Houston Texans,10.469000000000001,Houston Texans,13.067,-8.2085,3.5595000000000003,Houston Texans,11.768,Same,Same,Same,Same,Same,Same,False,Home Team,Home Team,1,No,No,No,No,No,-440.0,340.0,Houston Texans,Tennessee Titans,7.5,-7.5,-538,389,-729,494,-10.469000000000001,10.469000000000001,-13.067,13.067,0.2273,0.8148,0.2045,0.8433,0.1684,0.8794,0.2181,0.7819,0.1952,0.8048,0.1607,0.8393,0.2181,0.7819,-0.2819,0.2819,-0.23960769230769227,0.06483076923076923,Houston Texans,Tennessee Titans,0,0,0,0,0,0,0,0,0,0,1,0.0,3.0,0.0,0.125,,,53,4,2025-09-28,TEN @ HOU,0.0,70.0,0.0,Dome,-5.21,-6.5,12.42,154.28,Low,-14.0,4.0,40.24,40.0,11.375445343227524,26.0,56.0,0.679,0.321,0.091,0.089
2025_04_CAR_NE,2025,4,2025-09-28,13:00,Carolina Panthers,New England Patriots,Home,Bryce Young,Drake Maye,00-0039150,00-0039851,7,7,0,0,0,0,Gillette Stadium,False,0,0,NFC South,Bank of America Stadium,35.2258,-80.8528,America/New_York,AFC East,Gillette Stadium,42.0628,-71.2687,America/New_York,Atlanta Falcons,Pittsburgh Steelers,Bank of America Stadium,Gillette Stadium,Miami Dolphins,Buffalo Bills,Bank of America Stadium,New Era Field,42.0628,-71.2687,America/New_York,699,0,-699,699,0.0,0.0,America/New_York,America/New_York,0.0,0.0,0.0,0.0,0.0,0,-5.25,-1.995,-5.25,-1.995,New England Patriots,3.255,New England Patriots,3.255,-5.25,-1.995,New England Patriots,3.255,-3.779,-2.1350000000000002,-3.779,-2.1350000000000002,New England Patriots,1.6439999999999997,New England Patriots,1.6439999999999997,-3.779,-2.1350000000000002,New England Patriots,1.6439999999999997,-4.91,0.97,-4.359,3.054,New England Patriots,5.88,New England Patriots,7.413,-4.6345,2.012,New England Patriots,6.6465,-6.631,1.08,-6.08,3.1639999999999997,New England Patriots,7.711,New England Patriots,9.244,-6.3555,2.122,New England Patriots,8.4775,Same,Same,Same,Same,Same,Same,False,Home Team,Home Team,0,No,No,No,No,No,-265.0,215.0,New England Patriots,Carolina Panthers,5.5,-5.5,-346,268,-416,314,-7.711,7.711,-9.244,9.244,0.3175,0.726,0.2717,0.7758,0.2415,0.8062,0.3042,0.6958,0.2594,0.7406,0.2305,0.7695,0.3042,0.6958,-0.1958,0.1958,-0.12686923076923076,0.14588461538461542,New England Patriots,Carolina Panthers,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0.001,0.033,76.0,7.0,54,4,2025-09-28,CAR @ NE,7.0,76.0,0.0,nfl_read_py Fallback,-8.86,-10.0,13.09,171.24,Medium,-17.0,-2.0,41.94,41.0,12.183830461916513,26.0,58.0,0.766,0.23,0.077,0.058
