Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
DET,8.425,J.Goff,1.0,0.0,9.99,6.875,-0.44,7.655,-1.939,0.987
BAL,8.005,L.Jackson,0.966,0.154,9.937,6.208,0.749,10.12,-0.557,-1.366
KC,5.64,P.Mahomes,0.985,0.134,6.249,4.919,0.427,5.348,-0.166,0.39
BUF,4.884,J.Allen,1.0,0.0,7.617,2.663,-0.41,7.839,-0.548,-0.234
MIN,4.441,M.Brosmer,0.0,-1.544,5.464,3.48,-0.419,1.263,-4.776,0.577
SF,4.317,B.Purdy,0.884,0.654,6.342,2.636,0.233,7.007,-1.55,-2.357
PHI,4.288,J.Hurts,0.994,0.02,6.987,2.121,-2.017,6.431,-2.668,-0.294
LAC,2.943,J.Herbert,0.935,0.275,5.472,0.966,-0.021,1.403,-2.213,1.865
GB,2.327,J.Love,0.86,0.499,5.271,0.079,0.69,5.317,0.821,-0.528
DEN,2.045,B.Nix,0.752,0.14,2.51,1.607,-0.336,-0.81,-3.222,0.467
PIT,1.676,A.Rodgers,0.0,1.526,5.063,-0.861,-1.221,0.663,-2.806,2.626
TB,1.175,B.Mayfield,0.958,-0.06,2.545,0.124,1.493,4.028,3.618,1.191
HOU,0.82,C.Stroud,0.935,0.275,1.754,0.102,-0.554,-2.054,-4.327,0.115
WAS,0.075,M.Mariota,0.064,-0.531,-1.366,1.114,-1.484,1.939,2.138,0.057
MIA,-0.245,T.Tagovailoa,0.759,1.125,-0.805,0.173,-1.202,1.375,0.153,-0.97
CIN,-0.258,J.Burrow,0.89,0.134,0.059,-0.475,0.41,5.408,5.059,-0.691
DAL,-0.849,D.Prescott,0.708,1.316,-1.852,-0.08,0.594,-0.53,2.765,0.726
ARI,-1.058,J.Brissett,0.0,-0.493,-1.53,-0.663,0.952,1.47,3.338,-0.288
SEA,-1.603,S.Darnold,0.0,-1.3,-3.483,-0.162,0.463,-2.176,2.769,0.982
NO,-1.644,T.Shough,0.0,-1.544,-2.498,-0.944,-1.306,-0.922,1.704,1.315
LA,-1.812,M.Stafford,0.949,0.161,-3.673,-0.375,0.81,0.246,2.429,-2.389
ATL,-1.819,K.Cousins,0.732,0.665,-2.445,-1.276,0.057,4.263,4.392,-2.386
NYJ,-2.014,T.Taylor,0.0,-0.963,-4.021,-0.46,0.188,-4.786,-1.105,-0.519
IND,-2.769,D.Jones,0.0,0.645,-2.275,-2.99,0.793,-2.836,-0.147,-0.224
TEN,-2.978,C.Ward,0.0,-0.429,-3.64,-2.352,1.042,-4.401,-1.252,-1.385
CHI,-3.265,C.Williams,0.757,-0.053,-4.028,-2.55,0.031,-2.807,1.04,-0.187
CLE,-3.705,S.Sanders,0.0,-0.603,-5.819,-1.99,0.277,-6.629,0.074,0.626
JAX,-3.892,T.Lawrence,0.831,0.215,-5.628,-2.442,1.445,-2.092,5.974,1.043
LV,-4.015,G.Smith,0.0,1.517,-6.315,-2.151,1.359,-4.919,2.701,0.178
NE,-5.039,D.Maye,0.41,0.147,-6.936,-3.415,-1.338,-4.07,3.151,1.164
NYG,-7.811,J.Dart,0.0,-1.152,-10.357,-5.58,-0.356,-6.288,3.588,-0.573
CAR,-8.51,B.Young,0.63,-0.99,-11.19,-6.147,-0.87,-4.948,5.689,0.14
