Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,8.623,L.Jackson,0.87,0.489,8.943,7.964,-0.226,2.442,-6.207,0.682
SF,8.58,B.Purdy,0.812,0.358,10.971,6.423,-0.518,8.387,-3.671,-0.166
KC,7.379,P.Mahomes,1.0,0.0,8.554,6.163,0.769,5.744,-2.923,-0.598
PHI,6.828,J.Hurts,0.961,0.089,9.352,4.663,-0.213,6.863,-2.65,0.167
DAL,6.5,D.Prescott,0.946,0.214,7.331,5.577,-1.683,5.03,-3.027,0.821
BUF,5.849,J.Allen,0.998,0.006,5.78,5.609,-1.575,6.074,-0.943,0.426
MIA,5.249,T.Tagovailoa,0.903,0.296,6.154,4.334,-0.421,5.446,-1.616,-0.523
CLE,3.308,S.Sanders,0.0,-0.945,2.386,3.812,1.018,-6.493,-5.997,1.705
JAX,2.403,T.Lawrence,1.0,-0.0,1.632,2.842,0.315,-1.201,-1.804,0.567
DET,1.447,J.Goff,0.992,0.026,2.752,0.431,-0.783,3.438,0.457,0.558
LAC,0.95,J.Herbert,1.0,0.0,2.355,-0.115,0.568,4.712,3.23,0.394
CIN,0.935,J.Flacco,0.0,-3.574,-0.318,1.795,2.16,-0.893,1.013,-0.214
SEA,-0.652,S.Darnold,0.0,-2.46,-2.821,0.95,-0.249,-2.564,0.482,0.424
MIN,-0.828,J.McCarthy,0.0,-2.827,-1.586,-0.237,-0.215,-1.465,-1.363,-1.325
NO,-1.045,T.Shough,0.0,-1.968,-2.847,0.312,-2.231,-3.272,-2.979,-0.381
PIT,-1.3,M.Rudolph,0.003,-0.058,-0.879,-1.541,1.27,-3.009,-1.41,-0.734
GB,-1.716,J.Love,0.737,-0.703,-1.334,-1.908,-0.563,-0.278,0.475,-0.245
WAS,-1.78,M.Mariota,0.0,1.83,-3.326,-0.572,-0.138,-0.508,1.689,-1.311
LV,-2.113,G.Smith,0.0,0.114,-3.119,-1.279,-0.391,-3.433,-0.168,0.678
LA,-2.417,M.Stafford,0.79,0.747,-1.948,-2.637,1.143,-0.141,0.366,-2.387
NYJ,-2.787,T.Taylor,0.0,1.084,-3.777,-1.932,2.103,-8.502,-2.455,0.43
CHI,-3.01,C.Williams,0.0,-0.367,-4.243,-1.968,-0.537,-0.377,4.036,0.528
NE,-3.21,D.Maye,0.0,-1.186,-5.257,-1.568,1.126,-4.462,1.203,-0.85
IND,-3.265,D.Jones,0.0,0.067,-4.161,-2.455,-0.756,-3.5,-0.303,-0.03
ATL,-3.301,K.Cousins,0.0,2.535,-3.565,-2.946,-2.217,-0.704,0.702,-0.24
TEN,-4.068,C.Ward,0.0,-1.763,-5.638,-2.729,0.33,-3.821,2.501,0.402
TB,-4.347,B.Mayfield,0.695,-0.615,-4.821,-3.788,0.887,-2.188,2.817,-0.713
HOU,-4.888,D.Mills,0.245,-3.094,-5.197,-4.421,-1.467,-4.196,1.234,1.259
DEN,-5.323,B.Nix,0.0,-1.954,-5.598,-4.859,1.216,-3.981,2.508,-0.137
ARI,-5.897,J.Brissett,0.0,1.438,-5.553,-5.854,0.698,-4.202,2.376,0.444
NYG,-6.001,J.Winston,0.0,1.619,-5.113,-6.346,0.96,-5.248,0.915,-0.161
CAR,-7.902,B.Young,0.649,-0.764,-9.604,-6.278,-0.237,-6.781,3.112,0.54
