Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
DET,8.7,J.Goff,1.0,0.0,10.194,7.187,2.889,9.053,0.983,-0.423,8,3.74,4.04,7,-1,Goff,4.959999999999999,4.959999999999999
BAL,8.599,L.Jackson,0.994,0.032,10.311,6.934,0.938,9.838,1.056,0.998,5,4.35,3.3,9,4,Jackson,4.2490000000000006,4.2490000000000006
GB,5.768,J.Love,0.917,0.381,7.963,3.892,1.644,5.39,-2.704,-1.857,9,3.57,4.02,8,-1,Love,2.198,2.198
PHI,4.855,J.Hurts,0.903,0.339,9.447,1.29,0.006,5.234,-4.284,-0.057,3,5.49,4.41,4,1,Hurts,-0.6349999999999998,0.6349999999999998
SF,4.389,B.Purdy,0.662,1.687,6.251,2.823,0.779,6.287,-1.428,-2.058,6,3.99,4.4,5,-1,Purdy,0.399,0.399
BUF,4.163,J.Allen,0.965,0.195,5.852,2.734,-0.25,10.518,2.723,-1.48,4,4.98,5.09,3,-1,Allen,-0.8170000000000002,0.8170000000000002
LAC,3.426,J.Herbert,0.975,0.092,4.775,2.28,-1.023,3.438,-3.271,-1.074,15,0.79,-0.33,17,2,Herbert,2.636,2.636
SEA,3.4,S.Darnold,0.394,-0.06,2.51,3.876,-0.172,-0.131,-0.134,2.624,1,9.53,9.76,1,0,Darnold,-6.129999999999999,6.129999999999999
WAS,3.056,M.Mariota,0.181,-0.879,2.661,3.191,-1.311,3.41,1.139,1.611,24,-2.85,-3.58,24,0,Mariota,5.906000000000001,5.906000000000001
LA,2.97,M.Stafford,0.953,0.028,2.863,2.9,1.196,1.594,-1.394,-1.241,2,9.47,9.27,2,0,Stafford,-6.5,6.5
MIN,2.609,C.Wentz,0.13,-0.4,2.974,2.215,-0.339,-2.404,-5.373,0.629,17,-0.1,-1.03,19,2,McCarthy,2.709,2.709
KC,2.508,P.Mahomes,0.96,0.21,3.99,1.311,1.003,3.697,0.69,0.372,18,-0.19,4.31,6,-12,Minshew,2.698,2.698
TB,2.267,B.Mayfield,1.0,0.0,4.483,0.55,-1.848,6.831,-0.864,-1.147,22,-1.55,-1.43,22,0,Mayfield,3.817,3.817
DEN,1.791,B.Nix,0.912,0.121,2.549,1.154,-0.577,0.699,-2.345,0.064,10,3.43,3.24,10,0,Nix,-1.6390000000000002,1.6390000000000002
ARI,1.421,K.Murray,0.959,0.152,2.884,0.291,-0.976,2.808,-1.051,-0.058,26,-5.03,-4.87,27,1,Brissett,6.4510000000000005,6.4510000000000005
IND,1.156,D.Jones,0.395,0.828,2.021,0.473,-2.658,4.167,-0.852,-0.711,16,0.76,-1.09,20,4,Rivers,0.3959999999999999,0.3959999999999999
HOU,0.675,C.Stroud,0.952,0.174,1.651,-0.065,0.66,-3.691,-2.78,1.891,11,2.43,2.15,12,1,Stroud,-1.7550000000000001,1.7550000000000001
JAX,-0.028,T.Lawrence,0.712,0.649,-0.432,0.266,-1.87,0.846,-0.353,-0.075,7,3.82,2.83,11,4,Lawrence,-3.848,3.848
PIT,-1.573,A.Rodgers,0.375,0.25,-1.34,-1.664,-1.178,-0.876,1.645,2.141,12,1.6,0.98,13,1,Rodgers,-3.173,3.173
CIN,-2.529,J.Browning,0.312,-1.452,-3.581,-1.642,-1.191,-1.577,2.079,1.081,23,-2.52,-1.28,21,-2,Burrow,-0.008999999999999897,0.008999999999999897
MIA,-2.797,T.Tagovailoa,0.821,0.807,-4.458,-1.456,-0.931,0.678,5.68,1.394,20,-1.2,-0.46,18,-2,Tagovailoa,-1.5970000000000002,1.5970000000000002
CHI,-2.95,C.Williams,0.909,-0.006,-2.988,-2.775,2.574,-2.095,2.888,-0.253,13,1.34,-0.14,16,3,Williams,-4.29,4.29
DAL,-3.092,D.Prescott,0.689,1.383,-3.755,-2.458,-0.004,2.754,7.232,0.689,19,-0.41,-0.03,15,-4,Prescott,-2.682,2.682
ATL,-3.28,M.Penix,0.51,-0.239,-4.162,-2.479,-1.013,0.041,1.009,-2.281,21,-1.47,-1.59,23,2,Cousins,-1.8099999999999998,1.8099999999999998
NYJ,-3.391,J.Fields,0.259,0.273,-7.244,-0.433,0.89,-3.113,4.351,-0.943,27,-5.51,-4.83,26,-1,Cook,2.1189999999999998,2.1189999999999998
CLE,-5.235,J.Flacco,0.429,0.512,-6.694,-3.919,2.277,-8.468,-0.357,-0.865,30,-7.17,-6.02,29,-1,Sanders,1.9349999999999996,1.9349999999999996
NE,-5.281,D.Maye,0.719,0.209,-7.472,-3.433,-2.045,-1.348,4.407,-0.081,14,0.97,0.82,14,0,Maye,-6.2509999999999994,6.2509999999999994
LV,-5.329,G.Smith,0.394,1.132,-6.386,-4.299,0.197,-4.803,1.616,-0.118,32,-7.86,-6.61,30,-2,Smith,2.5310000000000006,2.5310000000000006
NO,-6.605,S.Rattler,0.628,-1.247,-9.344,-4.294,0.892,-3.62,4.414,-2.045,29,-6.16,-6.61,31,2,Shough,-0.4450000000000003,0.4450000000000003
CAR,-7.526,B.Young,0.867,-0.251,-8.95,-6.121,-0.688,-4.377,5.259,1.132,25,-4.91,-4.78,25,0,Young,-2.6159999999999997,2.6159999999999997
NYG,-7.877,J.Dart,0.0,-1.46,-10.705,-5.439,0.577,-6.205,5.959,0.741,28,-5.66,-5.51,28,0,Dart,-2.2169999999999996,2.2169999999999996
TEN,-7.926,C.Ward,0.391,-1.143,-10.152,-5.921,1.201,-9.029,3.642,1.335,31,-7.65,-8.41,32,1,Ward,-0.2759999999999998,0.2759999999999998
