Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
SF,9.845,B.Purdy,0.849,0.358,12.181,7.666,-0.485,10.048,-3.437,-0.505
BAL,9.03,L.Jackson,0.897,0.399,9.797,8.027,-0.368,3.41,-5.968,0.891
BUF,6.822,J.Allen,0.999,0.005,7.246,6.177,0.226,6.525,-1.103,-0.331
DAL,6.114,D.Prescott,0.956,0.179,7.594,4.739,-0.759,5.209,-1.966,1.153
MIA,4.771,Q.Ewers,0.0,-3.565,2.816,5.949,-1.521,1.501,-3.019,-0.306
PHI,4.099,J.Hurts,0.971,0.068,5.999,2.52,1.443,5.382,1.053,0.537
KC,4.064,C.Oladokun,0.0,-7.179,0.802,6.225,0.239,-0.539,-1.039,0.219
CLE,2.941,S.Sanders,0.0,-0.978,1.893,3.555,0.455,-7.507,-6.746,2.041
CIN,2.588,J.Burrow,0.741,0.133,3.419,1.858,1.611,3.916,2.726,0.884
DET,1.956,J.Goff,0.993,0.026,3.407,0.809,-0.883,4.024,-0.049,0.168
LA,0.596,M.Stafford,0.846,0.582,0.691,0.497,0.659,2.1,-0.049,-1.998
JAX,0.366,T.Lawrence,1.0,0.0,-0.258,0.8,1.205,-1.474,-0.28,-0.242
NO,-0.567,T.Shough,0.0,-2.415,-2.749,1.042,-2.655,-3.684,-3.422,-0.018
PIT,-0.584,A.Rodgers,0.0,4.021,0.903,-1.633,0.363,-0.053,-1.17,-0.792
SEA,-0.78,S.Darnold,0.0,-2.28,-2.854,0.761,2.054,-2.145,2.738,0.25
MIN,-0.842,J.McCarthy,0.0,-2.613,-2.253,0.221,-0.098,-3.468,-2.553,-1.275
IND,-1.194,P.Rivers,0.0,2.82,-0.303,-1.78,-1.098,1.112,-0.013,-0.277
LV,-1.528,G.Smith,0.0,0.447,-1.484,-1.484,-0.011,-2.971,-0.926,0.942
LAC,-1.654,J.Herbert,0.932,0.39,-1.161,-1.929,0.647,-0.494,1.88,0.412
CHI,-1.925,C.Williams,0.0,-0.71,-2.338,-1.531,-0.091,-2.526,-0.115,0.069
HOU,-2.733,C.Stroud,0.718,1.099,-1.549,-3.454,-1.739,-0.967,0.315,1.083
ATL,-2.793,K.Cousins,0.0,2.769,-2.818,-2.637,-2.725,-1.264,-1.839,-1.041
NYJ,-2.973,B.Cook,0.0,1.303,-3.441,-2.487,1.48,-8.365,-3.153,0.378
WAS,-3.494,M.Mariota,0.0,2.375,-4.399,-2.665,0.183,-0.987,2.498,-1.33
TB,-3.589,B.Mayfield,0.775,-0.442,-3.317,-3.608,-0.29,-0.844,2.406,0.083
DEN,-3.855,B.Nix,0.0,-2.27,-4.627,-3.105,1.044,-5.25,0.09,-0.115
NE,-3.962,D.Maye,0.0,-1.04,-5.809,-2.428,0.811,-5.755,-0.968,-1.922
TEN,-4.504,C.Ward,0.0,-1.932,-5.405,-3.628,-0.533,-4.011,0.584,-0.349
GB,-5.064,M.Willis,0.0,-6.75,-8.199,-2.543,-0.422,-4.945,2.517,-0.492
ARI,-5.445,J.Brissett,0.0,1.744,-4.503,-5.856,1.435,-3.31,3.555,1.144
CAR,-6.54,B.Young,0.743,-0.605,-8.431,-4.846,-0.661,-7.954,0.143,0.269
NYG,-6.973,J.Dart,0.0,-0.616,-7.342,-6.36,0.289,-7.783,0.483,0.368
