Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
SEA,8.422,S.Darnold,0.711,0.258,8.401,8.019,1.063,3.209,-2.314,2.006,1,9.53,9.76,1,0,Darnold,-1.1079999999999988,1.1079999999999988
LA,7.111,M.Stafford,0.976,0.021,8.617,5.669,1.86,5.474,-3.504,-1.958,2,9.47,9.27,2,0,Stafford,-2.359000000000001,2.359000000000001
DET,6.193,J.Goff,1.0,0.0,8.211,4.424,0.822,5.068,-2.426,0.155,8,3.74,4.04,7,-1,Goff,2.4529999999999994,2.4529999999999994
PHI,5.284,J.Hurts,0.95,0.185,8.988,2.34,1.094,3.495,-4.89,-0.327,3,5.49,4.41,4,1,Hurts,-0.2060000000000004,0.2060000000000004
BAL,4.816,L.Jackson,0.79,1.072,6.119,3.634,0.355,5.174,-0.195,0.465,5,4.35,3.3,9,4,Jackson,0.4660000000000002,0.4660000000000002
GB,4.011,J.Love,0.96,0.193,5.282,2.892,-0.5,8.212,0.408,-2.242,9,3.57,4.02,8,-1,Love,0.4410000000000003,0.4410000000000003
SF,3.885,B.Purdy,0.436,2.42,6.108,2.083,1.778,7.173,3.829,1.251,6,3.99,4.4,5,-1,Purdy,-0.10500000000000043,0.10500000000000043
KC,3.557,P.Mahomes,0.979,0.108,4.929,2.388,0.917,6.824,1.537,-1.017,18,-0.19,4.31,6,-12,Minshew,3.747,3.747
DEN,3.22,B.Nix,0.96,0.073,3.899,2.569,-1.482,0.589,-4.304,0.308,10,3.43,3.24,10,0,Nix,-0.20999999999999996,0.20999999999999996
BUF,3.03,J.Allen,0.982,0.097,4.283,1.972,-0.595,7.617,1.624,-1.001,4,4.98,5.09,3,-1,Allen,-1.9500000000000006,1.9500000000000006
IND,2.923,D.Jones,0.711,0.441,4.961,1.302,-1.745,6.382,0.387,0.414,16,0.76,-1.09,20,4,Rivers,2.1630000000000003,2.1630000000000003
HOU,2.632,D.Mills,0.251,-2.468,1.888,3.04,0.597,-3.742,-4.296,0.909,11,2.43,2.15,12,1,Stroud,0.20199999999999996,0.20199999999999996
LAC,1.013,J.Herbert,0.988,0.041,1.281,0.769,-1.535,1.942,-1.531,-0.858,15,0.79,-0.33,17,2,Herbert,0.22299999999999986,0.22299999999999986
