Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,7.605,M.Trubisky,0.0,-3.517,7.441,7.347,-0.405,4.122,-2.034,1.693
CIN,6.971,J.Burrow,0.976,0.127,8.633,5.422,1.009,5.802,-1.887,0.287
SF,6.628,B.Purdy,0.296,-0.88,7.471,5.69,-1.236,4.74,-3.336,0.457
KC,5.314,S.Buechele,0.0,-7.209,3.316,6.498,-0.005,4.169,-1.463,-2.022
BAL,4.099,L.Jackson,0.625,1.776,5.61,2.802,0.186,3.159,-0.359,1.949
DAL,3.618,J.Milton III,0.0,-3.719,1.69,4.835,-1.106,0.687,-1.806,0.439
PHI,3.107,T.McKee,0.0,-3.661,3.046,2.997,-1.633,3.608,-1.679,-0.716
NO,1.484,T.Shough,0.0,-1.211,-0.258,2.672,0.3,-2.912,-2.54,-0.094
MIA,1.148,Q.Ewers,0.0,-2.64,-1.012,2.656,1.02,0.007,0.807,-0.995
PIT,1.082,A.Rodgers,0.0,3.365,3.125,-0.451,2.022,4.46,1.331,-1.919
CLE,0.615,S.Sanders,0.0,-2.461,-0.784,1.597,0.995,-2.014,-0.434,-0.343
TB,0.314,B.Mayfield,0.0,-1.913,-1.517,1.624,0.938,-1.811,-1.414,-2.027
NE,0.209,D.Maye,0.0,-1.621,0.172,0.225,0.204,-2.202,-2.021,0.474
SEA,-0.559,S.Darnold,0.0,-2.148,-2.758,1.061,-0.441,-2.128,2.283,1.972
DET,-0.768,J.Goff,0.943,0.051,-1.019,-0.547,-1.015,3.872,5.202,1.273
LAC,-0.929,T.Lance,0.0,-2.522,-2.204,0.04,-0.073,-1.357,0.712,-0.045
JAX,-1.246,T.Lawrence,0.975,0.074,-1.623,-0.911,-1.244,2.432,2.439,-0.501
GB,-1.266,C.Tune,0.0,-4.211,-4.04,0.805,-0.577,-1.832,1.625,-0.109
LV,-1.399,A.O'Connell,0.0,-2.817,-1.729,-1.09,-0.189,-0.998,2.576,1.924
WAS,-1.409,J.Johnson,0.0,1.779,-1.654,-1.162,-0.362,-0.763,0.098,-0.548
LA,-1.56,M.Stafford,0.581,1.203,-1.792,-1.315,0.937,-0.902,1.373,-0.361
TEN,-1.867,C.Ward,0.0,-2.327,-3.875,-0.32,0.117,-2.666,1.334,0.034
CAR,-1.921,B.Young,0.0,-0.072,-1.269,-2.298,-0.536,-0.91,0.349,0.53
NYJ,-3.16,B.Cook,0.0,0.482,-4.029,-2.374,1.202,-4.643,0.678,0.062
NYG,-3.167,J.Dart,0.0,-1.334,-4.631,-1.95,-0.78,-1.387,2.814,0.047
IND,-4.185,R.Leonard,0.0,-0.992,-4.938,-3.433,-0.405,-6.242,-1.471,0.286
ARI,-4.547,J.Brissett,0.0,1.157,-4.685,-4.222,-0.04,-2.615,0.877,-1.188
ATL,-4.805,K.Cousins,0.0,1.576,-4.95,-4.461,0.241,1.079,6.411,0.22
DEN,-5.457,B.Nix,0.0,-2.003,-6.454,-4.465,0.856,-7.317,-1.881,-1.694
MIN,-5.589,J.McCarthy,0.0,-3.121,-7.32,-4.058,-0.304,-4.363,1.759,-1.405
CHI,-6.065,C.Williams,0.0,-0.308,-7.29,-4.878,0.139,-1.742,6.317,0.613
HOU,-9.273,C.Stroud,0.0,0.697,-9.508,-8.642,0.155,-7.779,3.918,1.922
